letter,line,decision,confidence,cue,ratio,prev_len,page_measure,prev_line,context
229,16727,break,high,short_line,0.36,20,56,nal Urkunden zurück.,"der Parobeck erfolgt und wenn es glückt, so bringen wir"
229,16729,break,high,short_line,0.5,28,56,einen noch größern Hund mit.,In tiefster Ehrfurcht ersterbe.
229,16730,break,high,short_line,0.55,31,56,In tiefster Ehrfurcht ersterbe.,Ewr Hochfürstliche Durchlaucht
229,16731,break,high,short_line+column,0.54,30,56,Ewr Hochfürstliche Durchlaucht,Blizanow
229,16732,break,high,short_line+column,0.14,8,56,Blizanow,den 27ten Januar 1812
229,16733,break,high,short_line+column,0.38,21,56,den 27ten Januar 1812,treu unterthänigster Diener
229,16734,break,high,short_line+column,0.48,27,56,treu unterthänigster Diener,v Triebenfeld
230,16738,run,review,short_line,0.48,22,46,Hochwohlgebohrner Herr,Hochzuehrender Herr Kriegs und Forst Rath!
230,16855,break,high,short_line,0.48,21,44,stets bleiben werden.,Ew Hochwohlgebohren
231,16859,break,high,short_line+column,0.29,17,58,Hochwohlgebohrner,hochzuverehrender Herr und Freund!
231,16860,break,high,short_line,0.59,34,58,hochzuverehrender Herr und Freund!,"Vor einigen Wochen war ich eigener Geschäfte waren im Katisch,"
231,16875,break,high,short_line,0.29,17,58,Ewr. Hochwohlgeb.,Breslau d 9ten Januar 1812
231,16876,break,high,short_line+column,0.45,26,58,Breslau d 9ten Januar 1812,ergebener Freund u. Diener
231,16877,break,high,rubric+short_line,0.45,26,58,ergebener Freund u. Diener,C. F. Weigel
232,16881,break,high,short_line+column,0.47,23,49,Durchlauchtigster Fürst,Gnädigster Fürst und Herr
232,16882,run,review,short_line,0.51,25,49,Gnädigster Fürst und Herr,daß Ewer Durchlaucht jemand hergeschikt haben der
232,16893,break,high,rubric,1.06,52,49,alte Rückständen vom 1808 die der Sequistor mit 2000,d. Causirt hat zu erhalten. Brzechsta hat declarirt
232,16908,break,high,short_line,0.28,13,46,leiden müßen.,Die Herrlichen Casse hat nun auf Execution auf
232,16926,run,review,short_line,0.21,11,52,ist günstig,aus so erhalten Ew. durch den 4000 Rthl auch durch die
232,16928,break,high,short_line,0.42,22,52,Schläfen wird bezahlt.,Ewr Durchlaucht ſchreiben dem H. Sommer die 300 Rthl
232,16957,break,high,short_line,0.67,31,46,Execution beitreiben laßen kan.,dieses von hier durchlaucht gerichten ausgestellt bitte ich mir
232,16966,break,high,short_line,0.17,8,46,freffen.,Was die mir gnädigst zugesandte Brieges Precz[?] an
232,16970,break,high,short_line,0.58,27,46,ihm zu bezahlen übernommen.,zu tiefsten Respect erstorben
232,16971,break,high,short_line+column,0.62,29,46,zu tiefsten Respect erstorben,Ewr Hochfürstliche Durchlaucht
232,16972,break,high,short_line+column,0.65,30,46,Ewr Hochfürstliche Durchlaucht,Kopoyno
232,16973,break,high,short_line+column,0.15,7,46,Kopoyno,16t Juny 1811
232,16974,break,high,short_line+column,0.28,13,46,16t Juny 1811,unterthänigster der
232,16975,break,high,short_line+column,0.41,19,46,unterthänigster der,v Triebenfeld
233,16979,break,high,short_line+column,0.36,23,64,durchlauchtigster Fürst,Gnädigster Fürst und Herr!
233,16980,break,high,short_line,0.41,26,64,Gnädigster Fürst und Herr!,"Der H. p. Sommer hat mich lezthin gesagt, daß sich bey Ewr Durch"
233,16986,break,high,short_line,0.45,29,64,derung sofort abfinden könne.,Mein Rath ist dem v. Sobottendorff Drzewce auf 18 Jahre zuver¬
233,17006,break,high,short_line,0.48,28,58,noch lange wird warte müßen.,Im Fall Ewr Durchlaucht diesen Vorschlag genehmigen und
233,17015,break,high,short_line,0.71,41,58,ſo hatte ich hier einen ebenmäßigen Plan.,"Ich würde Weigel schreiben, und anrathen das Vorwand Kopoyno"
233,17040,break,high,short_line,0.29,15,52,bezahlen müßen.,von den Zinsen würde den höchsten nach Abzug der Bayonner
233,17057,break,high,rubric,1.16,58,50,geschlezt - so steht die Meierowitzsche in die Vocande No-,"6, das ist daß noch 5 Prozeße vor stehen, damit liege ich"
233,17067,break,high,short_line+column,0.3,15,50,Ewr Durchlaucht,Blizanow den 26ten Juny
233,17068,break,high,short_line+column,0.46,23,50,Blizanow den 26ten Juny,1812
233,17069,break,high,short_line+column,0.08,4,50,1812,gehorsamster Diener
233,17070,break,high,short_line+column,0.38,19,50,gehorsamster Diener,v Triebenfeld
234,17074,run,review,short_line,0.18,8,44,Anfang 2,Wie ich mit d Weigel stehn sehen Ew Durchlaucht aus
234,17091,run,review,short_line,0.72,32,44,ist die Sache ihm gewiß angenehm,und der Plan den ich ihm vorlegen
234,17124,break,high,short_line,0.35,16,46,Revenuen ziehen.,"Mir durch die Sache muß gehen, Ich schreibe"
234,17159,break,high,short_line+column,0.1,4,42,Ewig,Ewr Durchlaucht
234,17160,break,high,short_line+column,0.36,15,42,Ewr Durchlaucht,Blizanow den 6ten July 1812
234,17161,break,high,short_line+column,0.64,27,42,Blizanow den 6ten July 1812,treuer Knecht
234,17162,break,high,short_line+column,0.31,13,42,treuer Knecht,v Triebenfeld
235,17166,break,high,short_line+column,0.51,23,46,durchlauchtigſter Fürſt,Gnädigster Fürst und Herr!
235,17167,break,high,short_line,0.57,26,46,Gnädigster Fürst und Herr!,Mein Bothe ist 2 Tage aufgehalten und komt da
235,17201,break,high,short_line+column,0.59,23,39,Ehrfurchtsvoll verharre,Ewr Durchlaucht
235,17202,break,high,short_line+column,0.38,15,39,Ewr Durchlaucht,Blizanow
235,17203,break,high,short_line+column,0.21,8,39,Blizanow,d 18ten July 1812
235,17204,break,high,short_line+column,0.44,17,39,d 18ten July 1812,unterthänigſter
235,17205,break,high,short_line+column,0.38,15,39,unterthänigſter,v Triebenfeld
236,17209,break,high,short_line+column,0.46,23,50,Durchlauchtigster Fürst,Gnädigster Herr!
236,17210,break,high,short_line,0.32,16,50,Gnädigster Herr!,Der gute alte Weigel ist hier gewesen. Er hatt mir
236,17217,break,high,short_line,0.5,25,50,laucht gewiß vorteilhaft.,"Der Herr v. Sobottendorff kan beruhiget sein, auch seine"
236,17221,run,review,short_line,0.71,36,50,um die Maschine im Gange zu erhalten,beigehenden Brief unterzeichnen Ewr Durchlaucht und
236,17225,break,high,short_line,0.51,26,50,ist ein elender bösewicht.,Übrigens höhre ich so eben eine traurige Nachricht
236,17235,run,review,short_line,0.21,6,28,Ihrige,Gott wolle dies verhühten und dem Hoimar zum Lügener
236,17237,break,high,short_line,0.46,13,28,werden laßen.,Nur die Documente und um den Brief an den Prasekten
236,17240,run,review,short_line,0.53,15,28,Ewr Durchlaucht,Hrn Weigel will kaufen
236,17249,break,high,rubric+short_line,0.28,8,28,Blizanow,d. 41ten July
236,17251,break,high,short_line+column,0.14,4,28,1812,unterthäniger diener
236,17252,break,high,short_line+column,0.7,20,28,unterthäniger diener,v Triebenfeld
237,17256,break,high,short_line+column,0.36,23,64,Durchlauchtigſter Fürſt,Gnädigster Fürst und Herr¬
237,17282,break,high,rubric+short_line,0.2,6,30,Kalisz,d. 29ten April
237,17284,run,review,short_line,0.13,4,30,1813,unterthänigster Diener
238,17289,break,high,short_line+column,0.22,15,68,Hochwohlgl Herr,Hochzuehrender Herr Kriegs und Forstrath.
238,17290,break,high,short_line,0.6,41,68,Hochzuehrender Herr Kriegs und Forstrath.,"Dero Bothe kam heute Vormittag erſt an, er entschuldigt ſich damit"
238,17358,run,review,short_line,0.67,40,60,Dreßden ankomt. Wie ich heute höre waren,Die beiden Monarchen bereits nach Altenburg abgegangen
238,17378,break,high,short_line+column,0.44,23,52,züglicher Hochschätzung,Euer Hochwohlgebl.
238,17379,break,high,short_line,0.34,18,52,Euer Hochwohlgebl.,Schlawenzitz
238,17380,break,high,short_line+column,0.23,12,52,Schlawenzitz,9ten May 1813
238,17381,break,high,short_line+column,0.25,13,52,9ten May 1813,treu ergebenster Freund und Diener
238,17382,break,high,rubric+short_line,0.65,34,52,treu ergebenster Freund und Diener,F. L. F. zu Hohenlohe
239,17386,break,high,short_line+column,0.39,23,59,Durchlauchtigster Fürst,Gnädigster Fürst und Herr!
239,17387,break,high,short_line,0.44,26,59,Gnädigster Fürst und Herr!,Mein Podagra behinderte mich vorgestern bis nach Neisse zu kommen
239,17410,run,review,short_line,0.08,5,62,Gutes,Von hier unß alles fort und auf seinen Posten morgen geht auch
239,17418,run,review,short_line,0.68,42,62,Hard: sucht in der Meinung aller Güte sehr,"Ew Durchlaucht geruhen der Frau v. Hahn zu sagen, daß ihr Bruff nach"
239,17423,break,high,short_line+column,0.24,15,62,Ewr Durchlaucht,Neisse
239,17424,break,high,short_line+column,0.1,6,62,Neisse,19 Juny 1813
239,17425,break,high,short_line+column,0.2,12,62,19 Juny 1813,unterthäniger Diener
239,17426,break,high,short_line+column,0.33,20,62,unterthäniger Diener,v Triebenfeld
240,17430,break,high,short_line+column,0.32,23,72,Durchlauchtigſter Fürſt,Gnädigſter Fürſt und Herr!
240,17431,break,high,short_line,0.36,26,72,Gnädigſter Fürſt und Herr!,"Ganz gewiß ist es und bis zur höchsten evidentz erwieſen, daß Österrei"
240,17441,break,high,short_line,0.25,18,72,alles so gut geht?,K: Worüber!
240,17442,break,high,short_line,0.15,11,72,K: Worüber!,"Mitt nun es steht alles sehr gut, der stolze Nap: hatt den Waffen stil"
240,17444,run,review,short_line,0.1,7,72,müßen –,"K: Herr! ich müste aus den Tollhause entlaufen ſind, wenn ich mir darü"
240,17453,break,high,short_line+column,0.39,28,72,H: Nun machen Sie es beßer -,K: ich kan die klugen Herrn nicht überſchreien.
240,17454,break,high,short_line,0.65,47,72,K: ich kan die klugen Herrn nicht überſchreien.,H: Ach Ewr Excellenz sehen alles ſchwarz - Es ſteht dennoch alles sehr
240,17459,run,review,short_line,0.66,44,66,an der Spitze da würde es doch beßer gehen -,"Wie es mit der Verpflegung ferner hin werden wird, ist ein problem – d"
240,17464,run,review,short_line,0.38,25,66,allein wie das enden soll,"General Zastrow ist wieder sehr wohl gelitten, Er wird die Landwehr Co"
240,17472,break,high,short_line+column,0.47,31,66,Ehrfurchtsvoll verharre ich als,Euer Hochfürstliche Durchlaucht
240,17473,break,high,short_line+column,0.47,31,66,Euer Hochfürstliche Durchlaucht,Neustadt
240,17474,break,high,short_line+column,0.12,8,66,Neustadt,den 20ten Juny
240,17475,break,high,short_line+column,0.21,14,66,den 20ten Juny,1813.
240,17476,break,high,short_line,0.08,5,66,1813.,unterthänigſter Diener
240,17477,break,high,short_line+column,0.33,22,66,unterthänigſter Diener,v Triebenfeld
241,17486,break,high,short_line,0.6,34,56,als Ewr Durchlaucht jezt glaubten.,Übrigens haben sich die Sachen hier wieder geändert - General
241,17491,break,high,short_line,0.5,28,56,und Sch Militair Gouverneur.,Gen L v Koch hat d. v. J. auf einmahl so heran gebracht - dieser
241,17494,run,review,short_line,0.55,31,56,und es läst sich alles hoffen -,M Hard: ist mit dem R. Kayser in Böhmen von wie derselbe
241,17506,break,high,short_line+column,0.38,20,52,in Fall und Schwartz,meine Gicht martirt mich
241,17507,break,high,short_line+column,0.46,24,52,meine Gicht martirt mich,v Triebenfeld
241,17508,break,high,short_line+column,0.25,13,52,v Triebenfeld,Neisse den 22ten Juny
241,17509,break,high,short_line+column,0.4,21,52,Neisse den 22ten Juny,1813
242,17513,break,high,short_line+column,0.31,23,74,Durchlauchtigster Fürst,Gnädigster Fürst und Herr!
242,17514,break,high,short_line,0.35,26,74,Gnädigster Fürst und Herr!,"Nach einer mühseeligen Reise, worauf ich 3 Tage und 2 Nächte zugebrach"
242,17520,run,review,short_line,0.56,42,74,ehrliche Mann darf nicht ohne Calcul leben,Mein Text mit dem ich hierher ging war würken und schaffen.
242,17532,run,review,short_line,0.48,36,74,Jezt über die verschiedene Geschäfte,Die Würtembergsche Angelegenheiten gehen gut - der König von W. der im
242,17547,run,review,short_line,0.57,43,75,mit erster Post übermache ich deren mehrere,Mit B. und A. habe ich über die Schlaw: Angelegenheiten sehr ausführli
242,17551,run,review,short_line,0.4,30,75,will deßen Gelingen Garantiren,wegen Koschentin kan ich noch nichts anbringen - die erforderlichen Ge
242,17561,break,high,short_line+column,0.68,51,75,zusenden können - doch werde ich nichts versäumen -,Ehrfurchtsvoll ersterbe
242,17562,break,high,short_line+column,0.31,23,75,Ehrfurchtsvoll ersterbe,Ewr Durchlaucht
242,17563,break,high,short_line+column,0.2,15,75,Ewr Durchlaucht,"N.S. den Augenblick erfahre ich, daß alle"
242,17564,break,high,short_line+column,0.55,41,75,"N.S. den Augenblick erfahre ich, daß alle",fürsten welche nicht 12000 Mann stellen
242,17565,run,review,short_line,0.52,39,75,fürsten welche nicht 12000 Mann stellen,"können für immer mediati sirt werden sollen, da werde mann auch nicht "
243,17570,break,high,salutation+short_line,0.32,17,53,P[ro]. M[emoria].,Gnädigster Fürst und Herr!
243,17571,break,high,short_line,0.49,26,53,Gnädigster Fürst und Herr!,"Die Theuerung ist hier so schrecklich, daß ich, wenn Ewr Durchlaucht m"
243,17576,run,review,short_line,0.34,18,53,800 f. Papier Geld,Täglich brauche ich für eine elende Stube
243,17578,break,high,short_line,0.11,6,53,24 fl.,Früh für Caffe:
243,17579,break,high,short_line,0.28,15,53,Früh für Caffe:,1 - 30 x
243,17580,break,high,short_line+column,0.15,8,53,1 - 30 x,für Mittags Eßen: 6
243,17581,break,high,short_line+column,0.36,19,53,für Mittags Eßen: 6,für 1 Tase Caffe: 1
243,17582,run,review,short_line,0.36,19,53,für 1 Tase Caffe: 1,für 1 Seydel wein was man Ehren halber nehmen muß: 1
243,17584,break,high,short_line+column,0.42,22,53,für dem Lohn Laquai: 5,für meinen Kerl: 1
243,17585,run,review,short_line,0.34,18,53,für meinen Kerl: 1,für den Vieh Acker noch nicht zu Erste gehen kan im Durchschnittstag 3
243,17587,break,high,short_line,0.47,25,53,theil täglich 45 f. 30 x.,Ich kan also füglich mit extra Ausgaben täglich 50 f. W. W rechnen. od
243,17588,break,high,rubric,1.51,80,53,Ich kan also füglich mit extra Ausgaben täglich 50 f. W. W r,"260. f. muß ich auf den Rückweg rechnen da bleiben nur 540 Rthl, der W"
243,17598,break,high,short_line,0.45,24,53,[Wien] d 13ten 8br 1814.,v Triebenfeld
244,17602,break,high,short_line+column,0.32,23,72,Durchlauchtigster Fürst,Gnädigster Fürst und Herr!
244,17603,break,high,short_line,0.36,26,72,Gnädigster Fürst und Herr!,Die Monarchen sind hier geblieben und das große Manewee hat hier in Wi
244,17606,run,review,short_line,0.6,43,72,soll es an Elegantz alles übertroffen haben,der Kayser als unser König. G. F. Constantin pp. haben Regimenter in d
244,17627,run,review,short_line,0.65,50,76,"den Anschein, als würde er die Überfahrt versäumen","Mehrere Reichs Fürsten und alle 4 Stände haben sich dahin geeiniget, d"
244,17635,break,high,short_line,0.29,22,76,sey damit vorzutreten.,Wegen Fachßen wird viel gesprochen — Es wird aber wohl bey dem längst 
244,17637,break,high,short_line,0.35,27,76,gefaßte Beschlüßen bleiben.,"Wegen fahlen ist noch nichts bestimmt, indes versichert der Binderste "
244,17645,run,review,short_line,0.58,44,76,ist — der schönste Morgen aber dämmert schon,Der gute Gehl Rath v Gärtner der sich Ewer Durchlaucht ehr erbietigst 
244,17648,run,review,short_line,0.33,25,76,sentliche Nachrichten mit,"Fägelnitzet ist alles, ich muß wegen den vielen Geschäften sehr nachsa"
244,17660,break,high,short_line+column,0.55,31,56,"In tiefster Verehrung ersterbe,",Ewr Hochfürstliche Durchlaucht
244,17661,run,review,short_line,0.54,30,56,Ewr Hochfürstliche Durchlaucht,Der Souveraine Prinz von Holland nimt der Königs Titell an
244,17663,break,high,short_line+column,0.38,21,56,Wien den 18ten Octobr,1814.
244,17664,break,high,short_line,0.09,5,56,1814.,trau unterthänigster Diener
244,17665,break,high,short_line+column,0.48,27,56,trau unterthänigster Diener,v Triebenfeld
245,17669,break,high,short_line+column,0.1,11,112,des Fürsten,Staatskanzler v. Hardenberg
245,17670,break,high,short_line+column,0.24,27,112,Staatskanzler v. Hardenberg,Durchlauchtigster Furst
245,17671,break,high,short_line+column,0.2,23,112,Durchlauchtigster Furst,Gnädigster Fürst und Herr!
245,17672,break,high,short_line,0.23,26,112,Gnädigster Fürst und Herr!,Ewr Hochfürstliche Durchlaucht soll ich beigelegenes Schreiben des Her
245,17676,break,high,short_line,0.58,65,112,und zur Abhülfe seiner Leiden Ewer Durchlaucht zu Füßen zu l,Von jeher war der Fürst von Ingelfingen Eine Hochfürstliche Durchlauch
245,17681,break,high,short_line,0.32,36,112,hungern und im Elende umkommen soll.,Ein Vermögen von mehr als zwey Millionen Rttlr an Werth betragen die S
245,17734,run,review,short_line,0.58,78,134,"Lormurs Plan völlig gelungen, und sein Lohn würde gewiß Fürs","Eine Hochfürstl. durch nur kaum, den sieren Collegen bald abhälfen und"
245,17739,break,high,short_line,0.4,54,134,Brieger O[?]. L. G. nicht zahlen will begnügen wollen.,"Es kent mir darauf an, daß Euer Hochfürstl Durchlaucht einen Vorschuß "
245,17744,break,high,short_line,0.67,90,134,"Cosmar aber von allem aus scheiden, und ihm zur strengsten R","Der Vorschuß von 112000 Rthl kan, wofür auch ich, wann es verstattet w"
245,17746,break,high,short_line,0.25,33,134,Ja in mancherlei Art getilgt sey.,"würde nicht eine Abschlagliche Zahlung, wie solche sub B aufgeführt mi"
245,17761,break,high,short_line,0.39,52,134,die drückende Noth des Fürsten bewiesen werden wird.,In Tiefster Ehrfurcht ersterbe
245,17762,break,high,rubric+short_line,0.22,30,134,In Tiefster Ehrfurcht ersterbe,E. H. Durchl.
245,17764,break,high,short_line,0.16,22,134,Wien den 20ten Octobr.,1814
245,17765,break,high,short_line+column,0.03,4,134,1814,treu unterthänigster Knecht
245,17766,break,high,short_line+column,0.2,27,134,treu unterthänigster Knecht,v Triebenfeld
246,17770,break,high,short_line+column,0.26,23,89,Durchlauchtigster Fürst,Gnädigster Fürst und Herr!
246,17771,break,high,short_line,0.29,26,89,Gnädigster Fürst und Herr!,Ewr Durchlaucht Höchst verehrtes Schreiben vom 9 ten dieses Monats hab
246,17775,run,review,short_line,0.15,13,89,"Bären uf, wie","haben sich dennoch entschloßen nach Ungarn zu gehen, und sind würklich"
246,17788,break,high,short_line,0.49,44,89,gen oder Flüße von Bedeutung vorhanden sind.,"Über die Reichs Angelegenheiten kan ich heute wenig sagen, den Herrn v"
246,17796,break,high,short_line,0.68,56,82,doch eigentlich als eine Vollmacht angesehen werden muß.,"zu der Koschentiner Sache ist noch nichts wesentliches geschehen, weil"
246,17798,break,high,short_line,0.39,32,82,auf einmahl so viel vorzutragen.,In der Pohl Güter Geschichte soll ich so lange ruhig sein bis Pohlnas 
246,17802,break,high,short_line,0.3,25,82,Ewr Durchlaucht bewürken.,"Zerboni hat den Rothen Adler Orden 3ter Classe heute erhalten, und geh"
246,17810,break,high,short_line+column,0.22,18,82,"zu ziehnen, und am",Ende dürfte der Berg eine Maus gebühren
246,17811,run,review,short_line,0.48,39,82,Ende dürfte der Berg eine Maus gebühren,Übrigens Bombardindt H. Gl Rath v Gärtner (würklich einer der ersten K
246,17817,break,high,rubric,1.04,85,82,"kann, schon gesagt worden, um die Sache im alten Geleis zu b","H. W. Befehl, was in Ewr Durchlaucht Nahmen noch gesagt werden soll – "
246,17820,break,high,short_line+column,0.63,52,82,Die unbegränzte Verehrung ist es in der ich erstürbe,Ewr Hochfürstliche Durchlaucht
246,17821,break,high,short_line+column,0.37,30,82,Ewr Hochfürstliche Durchlaucht,Wien den 25ten Octobr
246,17822,break,high,short_line+column,0.26,21,82,Wien den 25ten Octobr,1814
246,17823,break,high,short_line+column,0.05,4,82,1814,treu gehorſamſter Diener
246,17824,break,high,short_line+column,0.29,24,82,treu gehorſamſter Diener,v Triebenfeld
247,17828,break,high,short_line+column,0.28,23,81,Durchlauchtigster Fürst,Gnädigster Fürst und Herr!
247,17829,break,high,short_line,0.32,26,81,Gnädigster Fürst und Herr!,Auch Palens Schicksal ist entschieden und für uns ist ein günstiges Lo
247,17837,run,review,short_line,0.46,37,81,dem Worten gnädigst zu äußern gericht,"Das Geld ist eine Kleinigkeit das soll gegeben werden, da ſo viel dadu"
247,17843,run,review,short_line,0.21,17,81,ihr ja nie gehört,"Ich habe alles nochmals gehörig auseinander gesezt, besonders daß Cosm"
247,17849,break,high,short_line,0.17,14,81,werden solten.,Ich behaupte daß die alte Fürstin nach ihren Tode nicht dem mindeste A
247,17870,break,high,short_line+column,0.67,49,73,und von den zu zahlenden Summen zu Füßen gelegt -,"Na! mein Freund, es geht denn um ihre Oe v. Caution"
247,17871,run,review,short_line,0.7,51,73,"Na! mein Freund, es geht denn um ihre Oe v. Caution",Die beiden Kayser und König mit Pfar Willhelm sind heute Nacht ans Ung
247,17875,break,high,short_line+column,0.51,37,73,Orter besehen - Respectzvoll ersterbe,Ewr Durchlaucht
247,17876,break,high,short_line+column,0.21,15,73,Ewr Durchlaucht,Wien den 28ten Octob.
247,17877,break,high,short_line,0.29,21,73,Wien den 28ten Octob.,1814.
247,17878,break,high,short_line,0.07,5,73,1814.,unterthäniger Diener
247,17879,break,high,short_line+column,0.27,20,73,unterthäniger Diener,v Triebenfeld
247,17883,break,high,short_line+column,0.5,5,10,[...],7000
247,17884,run,review,short_line,0.4,4,10,7000,Vorschlaget Economie
247,17886,break,high,short_line,0.5,5,10,6500.,[...]hamer
247,17888,run,review,short_line,0.4,4,10,2000,[...]Lanso uren
247,17890,run,review,short_line,0.4,4,10,6500,[...]Schlawenschitzer Fabriquen
247,17892,run,review,short_line,0.5,5,10,34000,[...]n Lassourter des
247,17894,run,review,short_line,0.5,5,10,12000,[...]fides Com Capital
247,17896,run,review,short_line,0.4,4,10,4000,[...]fabriquen Capital.
247,17898,run,review,short_line,0.4,4,10,1500,= 79500 Rthl
247,17903,run,review,short_line,0.5,5,10,35000,= 147000 Rthl
247,17905,break,high,rubric+short_line,0.5,5,10,25000,2. daran die Zutreche in durchschnit
247,17907,run,review,short_line,0.4,4,10,3512,3 zum nötige Unterhalt des Alte HErn Forste¬
247,17909,break,high,rubric+short_line,0.5,5,10,12000,4. Auß Abzahlung der andern Cred. laut Vergleich
247,17911,break,high,rubric+short_line,0.5,5,10,12000,5. dem E. Aug. laut Urkunde und Verg. von 1799 - 18000
247,17914,run,review,short_line,0.4,4,10,3750,7 der jezigen Hr Sachen laut derselben Urkund
247,17916,break,high,rubric+short_line,0.4,4,10,4000,8. dem jüngsten Prinzen et Alexander
247,17918,run,review,short_line,0.4,4,10,1200,= 79462.
247,17921,run,review,short_line,0.7,7,10,38 Rthl,NB die 180000 Rthl können sehr ausholfen.
248,17925,break,high,short_line+column,0.31,23,75,Durchlauchtigster Fürst,Gnädigster Fürst und Herr!
248,17926,break,high,short_line,0.35,26,75,Gnädigster Fürst und Herr!,"Wann Ewr Hochfürstliche Durchlaucht Wünsche jezt nicht gelingen, so dü"
248,17929,run,review,short_line,0.52,39,75,v Humboldt Exellenz sind äußerst thätig,Ehrgestern erzählte mir der Leztere daß die Curischen Erben dem König 
248,17931,break,high,short_line,0.59,44,75,sind und um ihre Befriedigung gebeten haben.,"Sr Exellenz haben mir Abschriften von allem, was ich bey Sr Durchlauch"
248,17934,run,review,short_line,0.43,32,75,Ewr Durchlaucht angemeßen wäre -,"Der König hat nun antworten laßen, daß er die Sache nach keiner retour"
248,17938,break,high,short_line+column,0.35,26,75,auch den Transact cassiren,314000 Rthl gewinnen und die 112000 Rthl vorschießen
248,17939,run,review,short_line,0.69,52,75,314000 Rthl gewinnen und die 112000 Rthl vorschießen,"Der Fürst wird, was ich gewiß weiß, das Ewr. Durchlaucht zustehende Ge"
248,17957,break,high,short_line,0.09,7,75,sollen.,"Wegen der P. Warschau ist noch nichts zur Publizitaet gekommen, obglei"
248,17962,run,review,short_line,0.49,37,75,Der F. H. ist desfals sehr Kummervoll,"Die Reichs Angelegenheiten werden sich sehr gut enden, ich habe darübe"
248,17971,break,high,short_line+column,0.32,24,75,Ehrfurchts voll verharre,Ewr Hochfürstliche Durchlaucht
248,17972,break,high,short_line+column,0.4,30,75,Ewr Hochfürstliche Durchlaucht,Wien
248,17973,break,high,short_line+column,0.05,4,75,Wien,den 5ten Novbr.
248,17974,break,high,short_line,0.2,15,75,den 5ten Novbr.,1814.
248,17975,break,high,short_line,0.07,5,75,1814.,v Triebenfeld
248,17976,break,high,short_line+column,0.17,13,75,v Triebenfeld,treu gehorsamster Diener
249,17986,break,high,short_line+column,0.36,24,66,"Durchlauchtigster Fürst,",Gnädigster Fürst und Herr!
249,17987,break,high,short_line,0.39,26,66,Gnädigster Fürst und Herr!,Ewr Hochfürstliche Durchlaucht beide Schreiben vom 30ten V. M. und
249,17992,run,review,short_line,0.09,6,66,Gelung,"hier werde ich mich, so kümmerlich es auch immer sein wird, durch helf"
249,18014,run,review,short_line,0.55,38,69,die Scheelsucht gänzlich behoben ist -,den 20ten Gehen die 3 Monarchen wieder auf Reisen - Sie machen eine To
249,18017,break,high,short_line,0.65,45,69,dann baldigst seine Entschaft erreichen wird.,In diesen Augenblick heiß es daß aus der Reise nichts werden wird und 
249,18025,break,high,short_line+column,0.33,23,69,Ehrfurchtsvoll verharre,Ewr Durchlaucht
249,18026,break,high,short_line+column,0.22,15,69,Ewr Durchlaucht,Wien den 17ten Novbr
249,18027,break,high,short_line+column,0.29,20,69,Wien den 17ten Novbr,1814.
249,18028,break,high,short_line,0.07,5,69,1814.,treu gehorsamster Diener
249,18029,break,high,short_line+column,0.35,24,69,treu gehorsamster Diener,v Triebenfeld
250,18044,break,high,short_line+column,0.16,7,44,achtung,Wien d. 5ten November 1814.
250,18045,break,high,short_line,0.61,27,44,Wien d. 5ten November 1814.,Humboldt.
250,18046,break,high,short_line,0.2,9,44,Humboldt.,Andenherrn
250,18047,break,high,short_line+column,0.23,10,44,Andenherrn,Herrn v. Triebenfeld
251,18051,break,high,short_line+column,0.11,9,81,Abschrift,durchlauchtigſter Fürſt pp.
251,18052,break,high,short_line,0.33,27,81,durchlauchtigſter Fürſt pp.,"Der E. E. zu höherliche hat in seiner E. H. D vorliegenden Sache, von "
251,18068,run,review,short_line,0.69,56,81,auch noch die dem Fürsten 1790 vorgeschoßenen 35000 Rthl,"Allersebnißest aber wage ich zu bemerken, daß jede Jörgerung Gefahr do"
251,18070,break,high,rubric,0.85,69,81,1rd Spirit Cos sein Gewebe fester und verwiert die Sache täg,"2. und ist der Fürst an 66 Jahr alt, vom Kummer gebeugt und werbe gema"
251,18077,break,high,short_line+column,0.7,57,81,"Monarch, inclusire der 35000 Rthl 461000 Rthl verliehren,",da hiefster Ehrfurcht ersterbe
251,18078,break,high,short_line+column,0.37,30,81,da hiefster Ehrfurcht ersterbe,Wien d 19tn Novbr
251,18079,break,high,short_line+column,0.21,17,81,Wien d 19tn Novbr,1814
251,18080,break,high,short_line+column,0.05,4,81,1814,unterthanst tr. k[necht].
251,18081,break,high,short_line,0.31,25,81,unterthanst tr. k[necht].,v Triebenfeld
252,18090,break,high,short_line,0.62,28,45,Wien den 25ten Novembr 1814.,C f v Hardenberg
252,18091,break,high,short_line+column,0.36,16,45,C f v Hardenberg,An
252,18092,run,review,short_line,0.04,2,45,An,des Herrn Kriegesraths von Triebenfeld
252,18094,break,high,short_line+column,0.36,16,45,Hochwohlgebornen,herr
253,18098,break,high,short_line+column,0.33,24,73,"Durchlauchtigster Fürst,",Gnädigster Fürst und Herr!
253,18099,break,high,short_line,0.36,26,73,Gnädigster Fürst und Herr!,Auch das leztere Gutachten dHl. Hofft: Hahn habe ich mit das in Abschr
253,18113,run,review,short_line,0.29,21,73,von weiten beobachten,"Auf eine mündliche Anfrage wegen Trąbczyn und Kaemen, habe ich beigehe"
