key,pad,page,transcribed,proposed,decision,why
629af0ce,oe1bu9454-135,1,2 jul.,2 pCt.,n,same abbreviation as 'pl.' elsewhere in the same letter.
b7339f44,oe1bu9454-135,2,Kernen und Rullno,Kaemen und Kolno,n,the same two estates are named Kaemen and Kolno throughout; Kurrent K/R and ae/e confusions. Retained as written per rule.
17f1d515,oe1bu9454-135,2,Collno,Kolno,y,variant spelling of the same estate in the same document.
6c0f3357,oe1bu9454-136,3,Beym,Beyme,y,"Karl Friedrich von Beyme, Cabinet Councillor, would fit the Berlin context."
1a115a47,oe1bu9454-136,6,Manneristen,Mennonisten (Mennonites),n,Mennonite settlers were commonly placed on marsh and river grounds in South Prussia; the Warta lowlands fit.
d1e9d44f,oe1bu9454-136,8,Münster v. Voss,Minister v. Voß,n,Otto von Voß was Prussian minister for South Prussia; the office fits the power to forbid dismemberments.
e1ba11f9,oe1bu9454-136,10,Plencha,Glenck,y,The note that reveals the intriguer must be Glenck's.
16b6855e,oe1bu9454-137,3,Prandfurth a d O[der],Frankfurth a d Oder,n,the letter is headed as written at Frankfurt an der Oder; P/F confusion in Kurrent. Not folded into the translation.
249b6ac4,oe1bu9454-137,3,die Frau Fürsten Sacken,die Frau Fürstin Sacken,y,"""Fürsten"" for ""Fürstin"" — single-letter confusion; the feminine is required by ""sie gehört hat""."
8f59b7a5,oe1bu9454-138,1,In der v. Broniewskisch taht,In der v. Broniewskischen Sache,n,'taht' is likely a misreading of 'Sache' or 'That/Tat'; the adjective ending is also truncated.
51995766,oe1bu9454-139,3,Bornstee,Bornstädt,y,'Bornstädt' appears a few lines later in the same context.
baa75c6a,oe1bu9454-139,4,Weltzer,Metzer,y,The speaker admitting this is Metzer throughout the passage.
17f7a064,oe1bu9454-140,1,Franckfurke,Franckfurth,y,the Frankfurt merchants ('die Franckfurther Herren') are named later
b9322b57,oe1bu9454-140,1,Rochlin,Rochlitz,y,'Rochlitz' appears on pp. 4 and 6 in the same role
5ba823ab,oe1bu9454-140,2,Breulam,Breslau,y,Breslau is the place named elsewhere in the letter
8551933e,oe1bu9454-140,2,Lixner,Leixner,y,spelled 'Leixner' on p. 3
2bf8fcd9,oe1bu9454-140,3,Gleich,Glenck,y,"context requires Glenck, who is accused of lying"
aa2020fb,oe1bu9454-140,3,Leiner,Leixner,y,same party named 'Leixner' two lines later
610dfba5,oe1bu9454-140,4,Kochlitz,Rochlitz,y,K/R confusion in Kurrent; Rochlitz named elsewhere
bf568371,oe1bu9454-140,6,Gänner,Gauner,Gauner,"the passage concerns villains ('Bösewichter'), not patrons"
62e17d64,oe1bu9454-141,1,Gänner,Gauner,Gauner,"the following sentence calls them ""Buben"" (knaves), so a pejorative is expected"
92924711,oe1bu9454-141,2,Betache,Betsche,y,"""Betsch"" occurs two sentences later, apparently the same place"
40eeaddb,oe1bu9454-141,2,Poser,Posen,y,"the letter is written at Posen, as stated on page 1; n/r confusion in Kurrent"
893ea6e8,oe1bu9454-144,1,1834,1804,n,The letter is dated 3 Nov. 1804 in the edition header and refers to a command of 31 October; 1834 is far outside the correspondence's range.
cfcf6d2b,oe1bu9454-144,1,31. v. h.,31. v. M.,n,"""v. h."" is likely a misreading of ""v. M."" (vorigen Monats, of last month)."
0d0e56ae,oe1bu9454-145,1,kopillen Collegiums,Pupillen-Collegiums,n,The Pupillen-Collegium (board of wards) is a real Prussian body and fits a discharge of a receipted debt; but this is a guess and is kept out of the translation
658878af,oe1bu9454-145,2,Äder,Äcker,Äcker,Sowing is done on Äcker (fields); Kurrent d/ck confusion.
f5b28693,oe1bu9454-146,2,quiet:,"quaest: (quaestionis, 'in question')",n,common abbreviation in legal drafting; fits 'die Gründe in question'
d9873609,oe1bu9454-146,3,Copoina,Kopojno,y,a village near Zagorow; the transcribed form is unattested
1c1a5e76,oe1bu9454-146,4,Honrichs,Heinrichs,n,"a plausible Kurrent misreading, but left as transcribed"
7ee09ff3,oe1bu9454-147,3,Wrąbcziner,Trąbcziner,n,the letter is written at Trąbczyn; W/T Kurrent confusion likely - but left as transcribed
6f57d284,oe1bu9454-147,3,Gleich,Glenck,y,the same person named earlier on the page; n/i minim confusion
646daa14,oe1bu9454-148,1,Trąbczin,Trąbczyn,y,The heading spells the place Trąbczyn; the signature line has Trąbczin. Retained as written.
ac004525,oe1bu9454-149,3,Plench,Glenck,y,G/P confusion in Kurrent; Glenck is the party disposing of the Voigtey throughout the letter
e8010ad7,oe1bu9454-150,1,brächta,brächte,n,Final -a for -e is a common Kurrent terminal misreading; subjunctive 'brächte' fits the reported speech.
0d4a86c9,oe1bu9454-151,1,für gern Zins,für jährl. Zins,n,"""gern"" may be a misreading of an abbreviation for ""jährlich""; the passage then reckons an annual rent yielding 3000 Rthl."
67890d70,oe1bu9454-152,2,gerade und Herzig,gerade und herzhaft,n,"""herzig"" (dainty, sweet) does not suit a stout reply to an impertinent letter; ""herzhaft"" (hearty, forceful) would. Kept out of the translation."
dc5045ba,oe1bu9454-156,4,Eignier,Eimer,n,"""Eimer"" is the customary measure for wine and would fit ""120 ... Wein""; not folded into the translation."
56d23f12,oe1bu9454-156,4,wäben,nebst,y,"Would yield ""the 3200 Rthl paid to him together with 1200 Rthl due next March""."
efb0f597,oe1bu9454-157,1,Bülern Generals v. Köckritz,braven Generals v. Köckritz,y,"""Bülern"" is not a known style or title; on p.2 the same man is called ""der Bicke General"", and p.1 also has ""Der Braue Mann"". A Kurrent misreading of an adjecti"
48247d53,oe1bu9454-157,2,Schläbrenderst,Schlabrendorff,y,"p.1 has ""Schlabrendorff"" for evidently the same creditor."
0a5abc0f,oe1bu9454-158,1,keinen Ezer,keinen Heller,y,an idiomatic minimal coin is expected here
71f188e2,oe1bu9454-158,1,populle,pupillarische,n,the Pupillen-Depositorium (wards' deposit fund) would be the institution named alongside the Widows' Fund
8ce9ae2d,oe1bu9454-158,2,fest jeden sein Ziel,setzt jeder sein Ziel,n,'setzt jeder sein Ziel' (each sets his own terms) fits the sense and the Kurrent forms
bb5c3844,oe1bu9454-158,4,Rochtet Sachen,Rochow'sche Sachen,n,a family name in adjectival form would fit 'Sachen'; wholly conjectural
bd6c64ae,oe1bu9454-158,4,Kalleg,Kalisch,Kalisch,a South Prussian administrative seat where a Chamber revision could be directed; conjectural only
3b8b6e1e,oe1bu9454-163,1,per Estaffetie,per Estaffette,y,Standard form of the term elsewhere in the correspondence.
e1a11332,oe1bu9454-164,3,Olernive,Olesnicer,y,same fellows named 'Olesnicer' twice elsewhere in the letter
7519da95,oe1bu9454-164,4,Braice,Brzyze,y,same estate named two words earlier
231fa1c2,oe1bu9454-165,2,Burgrath,Bergrath,Bergrath,"""Bergrath"" (Councillor of Mines) is a common Prussian title; ""Burgrath"" is not. Not folded into the translation."
0059894f,oe1bu9454-167,2,Erhringen,Öhringen,y,"The letter is headed as written at Öhringen; ""Erhringen"" is very likely a misreading of Öhringen. Carried across as written in the translation."
0f98507b,oe1bu9454-168,1,Kleur,Klewitz,y,H. v. Klewitz is named on p. 2 in the same matter of the Consens.
05f77a62,oe1bu9454-169,4,der Arnden,der Amelang,n,the outcry-writer of the four thick pages is Amelang in the context; but the reading cannot be settled
11cdc611,oe1bu9454-171,2,breslau,Breslau,y,Lower-case initial in the transcription; place-name otherwise standard.
a222c1eb,oe1bu9454-172,1,Ewr Epl.,Ewr Excellenz,n,"the addressee here is a Minister/President, not the Prince; 'Epl.' is likely a misread of an abbreviation for Excellenz"
9051c3a7,oe1bu9454-172,1,H v Vor,H v Voss,n,Voss is named immediately before; 'Vor' is one minim from 'Vos'
333d8461,oe1bu9454-173,1,Glenck,Gleich,n,"The Building Councillor named at the head of the letter is 'Gleich'; 'Glenck' may be the same man, or a contamination with 'Schenck'."
9ad15cc3,oe1bu9454-173,2,Fender,Feder,y,Kurrent n/d confusion; 'keine Feder anrühren' is idiomatic.
2318409a,oe1bu9454-173,2,Nachm.,Rachen,Rachen,'den Rachen füllen' fits the invective against Blomberg.
5493a937,oe1bu9454-173,2,900 rtum,900 Rthl,n,'rtum' appears to be a corrupted currency abbreviation.
c4bc99ab,oe1bu9454-176,1,p Ehtafette,p Estaffette,y,the standing term in this correspondence is Estaffette (express courier); »Ehtafette« is not a German word
4e1e5b80,oe1bu9454-176,1,nach 10 Rthl,nach 10 Uhr,n,a time of death is required; »Rthl« may be a misexpansion of »Uhr«
e1001ab8,oe1bu9454-177,4,Allerandrow,Alexandrow,y,The next line reads Alexandrow; x misread as ll+r.
7508b711,oe1bu9454-177,5,Breiten,Breslau,y,Breslau is named on p.6 as the Prince's seat; but the reading is not settled.
1c0b2ba0,oe1bu9454-177,7,Mucrowis,a garbled surname,n,Not a known name; possibly Polish (Mucharski?). Not folded into the translation.
30749755,oe1bu9454-178,1,Heheelohischen,Hohenlohischen,y,"the Prince's house name, garbled"
265855ef,oe1bu9454-179,2,Sechandlung,Seehandlung,y,The Prussian Seehandlung is the institution paired with the Bank in this context.
a1da8153,oe1bu9454-179,3,Fragen v Hesse,Grafen v. Hesse,n,"""Grafen"" (Count) fits the syntax and the honorarium comparison."
36a77c4a,oe1bu9454-180,1,steignet,segnet,segnet,'wenn die Vorsehung mein Bemühen segnet' is a period formula
81753be5,oe1bu9454-180,2,H. G. Gab: Rath Beym,H. Geh. Cab: Rath beym ...,n,Geheimer Cabinets-Rath is a plausible expansion; 'Gab:' for 'Cab:' is a single-letter confusion
5819f151,oe1bu9454-182,1,Herrn Doct. ammer,Herrn Doct. Pochammer,y,Truncated name; Pochammer is named twice elsewhere on the page.
93df7905,oe1bu9454-182,2,Estastelle,Estaffette,y,The standing term in this correspondence for an express courier.
655ce7d9,oe1bu9454-182,2,H v Tandel,H. v. Faudel,n,Faudel is named on page 1 as an addressee; single-letter confusion in Kurrent.
3896265a,oe1bu9454-182,4,Zürich Presidenten,Justitz Presidenten,y,A Justice Collegium is being formed in the same sentence; Zürich makes no sense at Breslau.
7e11f9db,oe1bu9454-184,1,Eßtaffette,Estaffette,y,Standard form of the term (express courier); the ß appears to be a transcription artefact.
8f3bb475,oe1bu9454-184,2,hohenlichischen,hohenlohischen,hohenlohischen,"Almost certainly the adjectival form of Hohenlohe, the Prince's house."
703d5c1b,oe1bu9454-188,1,Schweinersche,possibly Schweinitzsche,n,Silesian name; -ersche/-itzsche is one minim group apart in Kurrent
de38526c,oe1bu9454-191,3,Schand,Schenck,y,"a Schenck appears on pp. 6, 7, 11 as the negligent Justitiarius"
609a1fd0,oe1bu9454-191,9,Utgbriner,Wrąbczyner,y,cf. 'Wrgbüner' p.7 and 'Wrąbczyner' p.10; all likely the same place
649e77a1,oe1bu9454-191,11,Poten,Posen,y,t/s confusion; Posen is the regional centre named on p. 2
d3143fd1,oe1bu9454-192,3,der Fenſe,der Giese,y,Giese is named in clause 6 and appears to be the same party throughout; a misread name is likely.
5063c463,oe1bu9454-194,1,Sachsten,Sachsen,y,"the King of Saxony was Duke of Warsaw; ""Sachsten"" is likely a transcription slip, but the name stands as written"
85dfebeb,oe1bu9454-194,2,Heckerts,Heckers,n,"same person as ""Hecker"" on page 1; genitive form differs"
e007d2a6,oe1bu9454-196,3,Pfarren Insel,Pfauen-Insel,n,"Hardenberg's known Berlin-area residence was the Pfaueninsel; ""Pfarren"" is a plausible Kurrent misreading, but left as transcribed."
88718a06,oe1bu9454-197,3,Fleisch,Flesch,y,Page 1 has 'Flesch'; the same person may be meant. Names left as transcribed.
065524c4,oe1bu9454-197,3,Koihrits,Köckritz,y,Named twice on this page in the other form; a Kurrent misreading is likely. Not normalised.
fc78d5c1,oe1bu9454-198,1,bis höchstens Micheli,Michaeli,n,"the feast of St Michael, 29 September, usual Prussian term-day; spelling as transcribed retained in translation"
686937e8,oe1bu9454-198,3,Nüchel,Rüchel,Rüchel,General Ernst von Rüchel is a plausible contemporary figure; N/R confusion is common in Kurrent. Not folded into the translation.
7e490ce3,oe1bu9454-198,3,Kochry,Köckritz,y,possibly the same correspondent named twice above; retained as transcribed
6c348b37,oe1bu9454-200,2,Der Prinzeß Einile,Der Prinzeß Emilie,y,"""Einile"" is almost certainly a Kurrent misreading of ""Emilie""; left untouched in the translation per house rule."
f94ce8a8,oe1bu9454-201,1,Eyster,Eifer,y,"""mit glühendem Eifer"" is the standing collocation; -fer/-yster is a plausible Kurrent misreading."
5baf1550,oe1bu9454-201,1,Rolle,Rthl,n,"The figure 150000 requires a currency unit; ""Rolle"" may be a misread ""Rthl"" or a currency abbreviation sign."
0e870507,oe1bu9454-202,1,Schwammern,Schweinern,y,The heading gives Schweinern as place of writing.
3d6ba10f,oe1bu9454-203,1,Schweinere,Schweinern,y,The place of writing is given as Schweinern in the heading and in the body of the letter; the dateline spelling likely a slip or misreading.
8b965116,oe1bu9454-203,2,Knobeladorffschen,Knobelsdorffschen,y,Evident letter confusion (a/s) in Kurrent.
d261ccce,oe1bu9454-204,1,Heyner,Heyne,y,"Named as ""dH. V. Heyne"" earlier in the same letter; ""Heyner"" may be the same man with a terminal flourish misread. Left as transcribed."
fde418c5,oe1bu9454-205,2,das Ersen,das Eysen,y,same word spelled 'Eysen' earlier in the sentence
8be8037c,oe1bu9454-206,1,Scharnharft,Scharnhorst,y,Gerhard von Scharnhorst was active in Prussian military affairs and Cosel is a Silesian fortress; but the name stands as transcribed.
3c853852,oe1bu9454-208,2,in Stärme,in Stettin,n,"a Prussian city would fit ""arrested at the requisition of the French envoy""; wholly conjectural"
f678301d,oe1bu9454-210,4,Gräfin,Grafen,y,"The following pronoun is masculine (""daß er dem Sommer"")."
50774fd0,oe1bu9454-212,1,Gewaliden Casse,Invaliden-Casse,n,the Invalids' Fund is the known holder of the first mortgage in this correspondence; 'Gew-'/'Inv-' is a plausible Kurrent misreading. Not folded into the transl
a4dcd7cb,oe1bu9454-214,3,Stolz apfel,Stolzapfel,n,read as one surname; word division uncertain in the manuscript.
ffea5889,oe1bu9454-214,4,zu kösten,zu Füßen,y,the standing deference formula 'zu Füßen legen' occurs on page 1 of this same letter.
9488f6e7,oe1bu9454-214,4,mein Grüner,mein Gönner,n,'Gönner' (patron) is the expected word for a well-disposed protector.
0a095ca8,oe1bu9454-215,1,in Berben schwebe,in Berlin schwebe,y,"the same suit is said two sentences earlier to be pending in Berlin; ""Berben"" is likely a Kurrent misreading"
6b5f4525,oe1bu9454-215,2,Die Da balea,Die Dąbska,n,elsewhere the adversary in possession of Trąbczyn is the Dąbska
6579d011,oe1bu9454-215,3,Da bete,Dąbska,n,the same adversary appears as Dąbska elsewhere
f7391c4f,oe1bu9454-215,6,das Golde klies,das goldene Vließ,n,"the Golden Fleece; on page 6 rendered from ""Golde klies"""
aaf63828,oe1bu9454-216,2,Der Heiter,Der Hecker,y,Hecker is named in the immediately preceding sentence as the chief adversary.
da3c456b,oe1bu9454-216,3,geist,gewiß,y,"Adverbial ""certainly not to B."" would fit the sense; not folded into the translation."
6a4f3f56,oe1bu9454-218,1,Wartenclaben,Wartensleben,y,Spelled Wartensleben / Wastenleben elsewhere in the same letter.
5bf28697,oe1bu9454-218,4,Epstien,Epstein,Epstein,Likely the Jewish creditor family Epstein; left as transcribed in the translation.
27ec76d4,oe1bu9454-219,1,Plizanow,Blizanow,y,"the letter is written at Blizanow and the writer speaks of ""my"" estate; P/B confusion is common in Kurrent"
892123f8,oe1bu9454-220,1,Wasserleben,Wartensleben,y,the Count named immediately afterwards is Wartenleben/Wartensleben; but retained as transcribed
3d74cf93,oe1bu9454-221,1,Ge Sendralzki,Sandrelzki,n,"Page 2 spells the same person ""Sandrelzki""; ""Ge"" may be an abbreviation (Geheimrath?) or a false start."
1e431631,oe1bu9454-221,2,Pielen,Pila,y,"Elsewhere in the letter the estate is ""Pila""/""Pilaer""; ""Pielen"" is likely the same place."
11e005e4,oe1bu9454-222,4,Stocheln,Stösseln,y,"same creditor as ""Stossel/Stössel/Stöckel"" elsewhere; inflected accusative"
7b364f67,oe1bu9454-222,4,Koch[ritz?],Köckritz,y,Karl Leopold von Köckritz was the King's adjutant-general and a plausible subject of royal enquiry
c067fe08,oe1bu9454-223,4,unter Ihrem Bewath,unter Ihrem Beirath,n,"""Beirath"" = counsel/advice"
a10994b4,oe1bu9454-224,1,Generalis,Generalin,n,s/n confusion; the maternal capital mentioned on p. 2 ('das mütterliche Capital') belongs to the General's wife
8bf280c0,oe1bu9454-226,3,kom diese nicht vorgelegt werden,können diese nicht vorgelegt werden,n,"""kom"" appears to be a truncated ""können"""
2b81aa2b,oe1bu9454-227,1,aus den Kosten hernach beyzutreiben,aus den Resten hernach beyzutreiben,y,"Recovering a sum ""out of the costs"" is odd; ""Reste"" (arrears) would fit the following clause about what cannot soon be obtained from the inhabitants. Not folded"
bc2be373,oe1bu9454-227,1,Gedachter H. v. von Brzechsta,Gedachter H. v. Brzechsta,n,Doubled abbreviation and preposition; likely a transcription duplication.
fb93fab1,oe1bu9454-227,2,Au Weigel,an Weigel,an,"""an Weigel 1250. Rthl schicken lassen"" (have 1250 Rthl sent to Weigel) reads naturally; ""Au"" is likely a misread ""an""."
89265955,oe1bu9454-232,3,Invalide Causa,Invaliden-Casse,n,The Invalids' Fund is a recurring holder of the first mortgage in this correspondence.
334f4fc3,oe1bu9454-233,1,H. p. Sommer,H. v. Sommer,n,'p.' is likely a misread 'v.' (von)
65525e75,oe1bu9454-233,2,die 50000 M,die 50000 Rthl,n,'M' in the currency position is anachronistic; likely a misread 'Rthl'
a634c375,oe1bu9454-233,3,ladien,cediren,y,the Invalids' Fund assigning (ceding) the claim to Triebenfeld matches the described effect of removing all danger of execution
db253e83,oe1bu9454-233,4,Wrgbirge,Wrąbczyn,y,"the same estate is named 'Wrąbczyn' on p. 3, and the two suits are paired there as here"
9576e2ab,oe1bu9454-234,1,schade,schicke,y,"an express messenger is sent, not harmed; 'ck' and 'd' are readily confused in Kurrent"
4bc7b355,oe1bu9454-236,2,Hoimar,Cosmar,y,The liar in question is the Cosmar named on p. 1; the name may have been misread.
a5e98f74,oe1bu9454-237,1,Trzcinski oder König noch Zerboni,Trzcinski weder König noch Zerboni,n,"'oder' may be a misreading of 'weder', which would complete the negative series."
89ab95d6,oe1bu9454-238,3,Beedlau,Breslau,y,Hardenberg and Roeder in Silesia in spring 1813 point to Breslau; the transcribed form is retained in the translation.
5932e334,oe1bu9454-238,3,Stadt Canzler,Staats Kanzler,n,"Elsewhere in the letter ""Staats Kanzler""; ""Stadt"" (town) is a homophone error."
2bee7205,oe1bu9454-239,2,Bruff,Brief,y,"Context (a letter forwarded to Breslau) requires ""Brief""."
a3f0aa50,oe1bu9454-242,1,Post,Pest,Pest,the pair 'Ofen und Pest' (Buda and Pest) is expected; name left as transcribed per rule
89fd0344,oe1bu9454-243,1,Eine Durchlaucht,Ewr Durchlaucht,n,'Eine' is not a possible address form; 'Ewr' is the standard form throughout this correspondence.
ec65b020,oe1bu9454-244,2,Fachßen,Sachsen,y,The Saxon question was the great business of the Congress; Kurrent S/F confusion.
b76a6261,oe1bu9454-245,1,Jezt hatte Cossa seiner Meinung noch gewonnen,Cosmar,n,"""Cossa"" appears once amid many occurrences of Cosmar; likely the same person."
5d8b5e24,oe1bu9454-245,1,was konte aber die Kunst Saleken von Todes wegen verordnen?,die Fürstin Sacken,n,"'Kunst Saleken' is likely a misreading of 'Fürstin Sacken', named repeatedly elsewhere."
2988d0fb,oe1bu9454-245,2,Lormurs Plan,Cosmars Plan,y,The plan is Cosmar's throughout; 'Lormurs' is likely a Kurrent misreading.
094edca5,oe1bu9454-245,2,Das königs Mez,Des Königs Majestät,n,"'Mez' is likely a garbled abbreviation of Majestät, cf. 'des K. Mar' below."
f81e77e9,oe1bu9454-246,1,Meinungen,Meiningen,Meiningen,"In a list of Thuringian territories (Weimar, Gotha) the duchy of Meiningen is expected, not ""opinions""."
c7e639a9,oe1bu9454-246,2,Bombardindt,bombardirt,bombardirt,"""v. Gärtner bombards [them] frightfully"" gives a construable sentence."
7dc1cb68,oe1bu9454-246,2,H. Gl Rath,H. Geh. Rath,n,Abbreviation for Geheimer Rath (Privy Councillor) is the expected title; rendered so but the reading is unsettled.
343868bf,oe1bu9454-246,2,des Westen Kaysers,des Rußischen Kaysers,n,If the district falls to Russia the intercession would be with the Russian Emperor.
ac2bb1eb,oe1bu9454-248,1,hinrich,hierin,hierin,"""und auch hierin wird Gott helfen"" (""and in this too God will help"") gives sense; ""hinrich"" is not a word."
b8497a2a,oe1bu9454-249,1,Humbolts,Humboldts,Humboldts,Almost certainly Baron Wilhelm von Humboldt; the transcription omits the d. Not corrected in the translation.
4049569f,oe1bu9454-250,1,Empfangen für Hochwohlgeboren,Empfangen Ew. Hochwohlgeboren,n,"""für"" is likely a misreading of the abbreviation ""Ew.""; watch-list vor/von/für confusion."
01f32629,oe1bu9454-251,1,1rd Spirit Cos,der p. Cosmar,n,"""Cosmar"" appears later in the same page in the same adversarial role, suggesting the same name garbled here"
e03c8755,oe1bu9454-254,1,12 Wahne,12 Wochen,n,context requires a period of time; the letter speaks of 4-5 weeks expected
c48c0f44,oe1bu9454-254,2,die ganze Masche,die ganze Maschine,y,"""the whole machinery stands still"" fits the sense"
a408e4e1,oe1bu9454-254,5,p. 7br und z. Oktobt,pro 7bris und pro Octobris,n,abbreviations for September and October
26db2c47,oe1bu9454-255,1,Fürsten Hard:,Fürst Hardenberg,n,"The 'Fürst Staats Kanzler' at Vienna in 1814 is Hardenberg; 'Hard:' is an abbreviation, and 'der Fürst H' earlier likely the same. Not folded into the translati"
ada88910,oe1bu9454-257,1,darin d. 7. Oct. 1814,Berlin d. 7. Oct. 1814 (or another place-name),n,"""darin"" in the date line is not a place; likely a misread place-name. Carried as written."
6d48e8a0,oe1bu9454-258,1,Herzogin von Sagen,Herzogin von Sagan,y,"Wilhelmine, Duchess of Sagan, is the known figure; ""Sagen"" is likely a transcription slip. Not folded into the translation."
2db37fee,oe1bu9454-258,1,König. Kr Casse,Königl. Kriegs-Casse,n,"""Kr"" is plausibly an abbreviation of Kriegs- (War Treasury) at Breslau, but this is unverified."
a648c2a9,oe1bu9454-259,1,möglichſten Kerzen Bericht,möglichst kürzesten Bericht,n,'the shortest possible report' fits 'auf das allerschleunigste untersuchen'.
8716a395,oe1bu9454-260,1,in Brief,in Brieg,y,the Brieg Superior Provincial Court is the subject of the sentence
66253a6b,oe1bu9454-260,1,die Sache Adressiren,die Sache redressiren,n,'redressiren' (to redress) fits the sense of correcting the error
dee49c89,oe1bu9454-261,2,Broden,Braten,Braten,"""den einmal gefassten Braten"" (the roast once seized) is the idiom with claws."
aa09ec5c,oe1bu9454-261,3,Grotner,Gärtner,y,A Herr v. Gärtner is named on page 2 of the same letter; the two forms may be the same person.
36220fdd,oe1bu9454-262,3,der König von Baum,der König von Baiern,Baiern,'Baiern' (Bavaria) is a plausible Kurrent misreading and fits a monarch calling on subjects with claims in France
abdddb2f,oe1bu9454-262,3,100000 Er dör,100000 Louis d'or,n,'Er dör' appears to be a garbling of 'Louis d'or'
e4bf20a6,oe1bu9454-263,1,Hn dem Ende,Zu dem Ende,n,the standing formula is 'zu dem Ende' / 'zu diesem Ende'
bd37d7d9,oe1bu9454-263,2,des Barieges OC. Gericht,das Brieger Ober-Landesgericht,n,Brieg is named on p.1 as the seat of the proceedings; 'OC.' may be an abbreviation of the higher court there. Not folded into the translation.
e741b8f2,oe1bu9454-266,1,Thoren,Thorn,n,"The town at the Vistula on the frontier line is Thorn; ""Thoren"" may be a transcription of the dative/older form, or a misreading."
2cdbd604,oe1bu9454-269,1,Schwiedler,Schwindler,Schwindler,'swindlers' fits the sense; a single-letter Kurrent confusion
0bede4c8,oe1bu9454-269,2,Küstl. Kayser,Rußl. Kayser,n,the route 'presumably by way of Warsaw' fits the Russian Emperor
685768d4,oe1bu9454-270,1,Ernst Tail:,Fürst Talleyrand,n,"""Met:"" = Metternich suggests the second abbreviation is Talleyrand; cf. ""Eürz. Failli."" on p. 3."
8bdd361e,oe1bu9454-270,2,Lotterongenſehen,Lothringenschen (Lorraine),n,"phonetic garbling of ""Lothringen"" fits the Congress context of compensation in the west."
561e450b,oe1bu9454-270,3,Eürz. Failli.,Fürst Talleyrand,n,"matches ""Ernst Tail:"" on p. 1; both appear to garble the same name."
2b0b3bad,oe1bu9454-270,3,vom für Mett,vom Fürst Metternich,n,"""Mett"" abbreviates Metternich, as ""Fürst Met:"" on p. 1."
83945a76,oe1bu9454-271,1,Bürger ÖL Gerichts,Brieger O.L. Gerichts,n,"Page 2 twice names the ""Brieger O L Gericht"" (Oberlandesgericht Brieg); ""Bürger ÖL"" is likely the same institution misread."
26c0d880,oe1bu9454-271,2,f August,Fürst August,n,"Context suggests a person who can revoke a power of attorney, not a month."
79205e75,oe1bu9454-272,3,der Gewr,der Güter,y,"'ihrem wahren zu hoffenden Ertrag' refers back to a plural noun, most likely the estates"
092d608a,oe1bu9454-273,3,Basbe,Barbe,y,Page 1 has 'Fruth Barbe' in the same function of handing in papers; the two are likely the same name.
4952d917,oe1bu9454-273,4,Todler,Tadel,y,'Tadel und Demüthigung' appears on page 3 in the same complaint.
55ffb39b,oe1bu9454-274,1,Wasaken,Vasallen,y,"matches ""Vasallen"" earlier in the same page"
1530cc33,oe1bu9454-275,1,Süchser,Sachse,n,"In a Congress-of-Vienna letter mentioning Russia and England, ""der Sachse"" (the Saxon / the King of Saxony) is the expected referent; no word ""Süchser"" exists"
6bdf9042,oe1bu9454-276,1,die 112000 mk,die 112000 Rthl,n,The same figure is given as Rthl two lines later; 'mk' is anomalous for 1815 Prussia. Figure itself left unchanged.
012be03b,oe1bu9454-277,1,3 Prinzösische Blanquinto,3 französische Blanquets,n,"""Prinzösische"" appears to be a misreading of ""französische""; ""Blanquinto"" for ""Blanquets"" (blank forms/blank credentials)."
f1f23b5b,oe1bu9454-277,1,mein freymüthiges Schweitz,mein freymüthiges Schreiben,n,Fits the context of Triebenfeld's outspoken written report making him enemies.
64c1eade,oe1bu9454-277,2,Nopelon,Napoleon,y,Evident scribal or transcription slip; the next sentences spell it Napoleon.
cc8492f1,oe1bu9454-278,1,Cuheischen,Curischen,y,Same heirs named a few lines earlier; likely one corrupt spelling of the other.
43ba744d,oe1bu9454-278,3,Ein Durchlaucht,Ewr. Durchlaucht,n,Standard subscription; Ewr abbreviation misread.
f8eb864a,oe1bu9454-280,2,Cramar,Cosmar,y,Cosmar recurs throughout the letter; Cr/Cos confusion is plausible in Kurrent. Kept out of the translation.
64f9e145,oe1bu9454-281,1,Gehaupt zofräthe,Geheime Hofräthe,n,the three named men are Hardenberg's privy councillors; 'Geheime Hofräthe' fits the context
70ae612e,oe1bu9454-282,2,Meinand,Niemand,y,'Niemand befindet sich hier dabey beßer als die Stockjobbers' yields a coherent sentence; M/N confusion is common in Kurrent
de2a79fd,oe1bu9454-283,2,Bequelin[?],Beugelin,y,"The edition's header gives the sender as ""Beugelin""; the signature as transcribed reads ""Bequelin"" with a query. Possibly also Beguelin (the Berlin/Prussian fam"
84ecfeb2,oe1bu9454-284,1,Laug,König,y,"The pairing ""dem Kayser und [dem] König"" recurs on page 2; ""Laug"" is likely a misread ""König""."
df7a432a,oe1bu9454-284,2,der Avandurie,der Avanturier (the adventurer),n,"A standard contemporary epithet for Napoleon; fits ""hat diesen aufgerufen""."
90dfad7f,oe1bu9454-284,3,Honrichs,Heinrichs,n,"Named beside a Duke Willhelm and a son of Eugen; a Württemberg prince Heinrich is plausible, but unverified."
dbbe648d,oe1bu9454-285,1,Z[?]erbowski,Zerboni,n,A v. Zerboni appears among the creditors lower on the page; the two may be the same person.
1c4f3e41,oe1bu9454-286,1,Napolum,Napoleon,y,the same person is named Napoleon and Napoléon later in the page; 'Napolum' is likely a Kurrent misreading.
