letter,page,line,next_line,mark,head,tail,joined,decision,confidence,reason,crosses_page,joined_corpus,joined_dwds,head_corpus,head_dwds,tail_corpus,tail_dwds,context
217,1,15641,15642,¬,an,ihr,anihr,split,high,joined form unattested; both halves are real words,False,0,43,992,203629291,109,0,"t gelaßen zu haben, rechnete ich nicht an¬ || ihr gütiges Entschuldigen, so würde es jez"
217,1,15650,15651,¬,wäi,Ihnen,wäiIhnen,join,high,head is not a word on its own,False,0,0,0,198,240,,"wenn möglich noch etwas zu retten, wäi¬ || Ihnen vielleicht nicht gantz unberauß sein"
217,3,15686,15687,¬,Durchlaucht,die,Durchlauchtdie,split,high,joined form unattested; both halves are real words,False,0,0,1511,6227,4570,0,"eben, damit Fr. Hochfürstlich Durchlaucht¬ || die ich mich zu Gnaden zu empfehlen bitte"
218,2,15753,15754,-,ab,solte,absolte,split,high,joined form unattested; both halves are real words,False,0,52,96,49097723,108,3929,. Mit Stöchte aber gebe ich mich nicht ab- || solte indes die Schulden Maße von Stocheln
218,2,15762,15763,¬,be,halten,behalten,join,high,joined form occurs elsewhere in this corpus,False,25,,3,,63,,"rangiren und nach Geld in der Witwecke be¬ || halten, mit allen Rechte aber auch als Maj"
218,2,15767,15768,¬,Nie,mand,Niemand,join,high,joined form occurs elsewhere in this corpus,False,22,,85,,3,,"achen. Nur dies bemerke ich, daß jezt Nie¬ || mand von diesen Plan ein Werk erfährt, auc"
218,2,15768,15769,¬,be,trieben,betrieben,join,high,joined form occurs elsewhere in this corpus,False,6,,3,,1,,"k erfährt, auch die Sache sehr schnell be¬ || trieben werden muß, weil Wartenleben schon"
218,4,15800,15801,-,figura,Schwimmern,figuraSchwimmern,split,high,joined form unattested; both halves are real words,False,0,0,2,5188,2,273562,"ide, zeige Ihnen Bestandurchlaucht figura- || Schwimmern iſt wegen die Invaliden Interes"
219,1,15827,15828,¬,befrie,diget,befriediget,join,high,joined form occurs elsewhere in this corpus,False,21,,0,,2,,eigel und Stössel dadurch gänzlich befrie¬ || diget werden könten. Sobald ich Ewr Durchl
219,1,15843,15844,-,Gerech,tigkeit,Gerechtigkeit,join,high,joined form occurs elsewhere in this corpus,False,4,,0,,3,,"so schiedig mann und ließ mich die Gerech- || tigkeit widerfahren, die mir gebührt —"
220,1,15859,15860,-,abge,schloßen,abgeschloßen,join,high,joined form occurs elsewhere in this corpus,False,15,,0,,3,,"nem Banquirotten Kaufmann aus Kulins abge- || schloßen, wo er für Schurguet Güter für 13"
221,1,15932,15933,¬,Kerls,Einen,KerlsEinen,split,high,joined form unattested; both halves are real words,False,0,0,30,425955,436,0,unde die Erklärung der beiden Alten Kerls¬ || Einen gewißen Ober Amtman König habe ich d
222,1,16008,16009,¬,beige,henden,beigehenden,join,high,joined form occurs elsewhere in this corpus,False,7,,0,,1,,hmen wollen Ewr Durchlaucht aus den beige¬ || henden Brief des Ob Amt Königs zu entnehme
222,2,16033,16034,¬,ersterbe,Ewr,ersterbeEwr,split,high,joined form unattested; both halves are real words,False,0,0,136,10324,1122,110,e um die schleunigste Antwort um ersterbe¬ || Ewr Durchlaucht
222,3,16041,16042,¬,läst,sich,lästsich,split,high,joined form unattested; both halves are real words,False,0,0,29,3363,907,288114513,"esiegelt und den Bothen übergebenden läst¬ || sich der Gr. Cesur Wartensleben, welcher D"
223,1,16086,16087,¬,ent,schädigt,entschädigt,join,high,joined form occurs elsewhere in this corpus,False,1,,1,,1,,"nd den ich auch für seinen Aufenthalt ent¬ || schädigt habe, anhalten, um Ew. Hochwohlge"
223,1,16090,16091,¬,Vor,zug,Vorzug,join,high,joined form occurs elsewhere in this corpus,False,1,,295,,6,,heinlich auch nach ihrem Ermessen den Vor¬ || zug vor andern Planen verdienen. Ich werde
223,1,16095,16096,¬,Nothwendig,keit,Nothwendigkeit,join,high,joined form occurs elsewhere in this corpus,False,1,,15,,10,," zu schildern, theils auch die Nothwendig¬ || keit darstellen, die nur es zum Gesetz mac"
223,1,16102,16103,¬,Kin,dern,Kindern,join,high,joined form occurs elsewhere in this corpus,False,14,,0,,5,,nach zunehmender Absprache mit meinen Kin¬ || dern durch einzuschlagende fernere vernünf
223,1,16110,16112,¬,ange,so,angeso,split,review,crosses a page break - check by hand,True,0,0,0,12360,1515,141594268,"Güter ange¬ || so wäre Ihr Plan vortreflich; ich bitte, i"
223,2,16115,16116,¬,ver,wenden,verwenden,join,high,joined form occurs elsewhere in this corpus,False,8,,3,,15,," um dieses zu befördern mich eifrigst ver¬ || wenden, und hoffe, mein ältester Sohn und "
223,2,16116,16117,¬,Schwie,persohn,Schwiepersohn,join,high,head is not a word on its own,False,0,0,0,512,2,,"hoffe, mein ältester Sohn und mein Schwie¬ || persohn werden mit Eifer zu Erreichung die"
223,2,16117,16118,¬,beurück,ken,beurückken,join,high,head is not a word on its own,False,0,0,0,0,2,,ifer zu Erreichung dieser Absicht beurück¬ || ken. Da aber dieses Wunsch erreicht werden
223,2,16119,16120,¬,Hochwohl,bohren,Hochwohlbohren,split,high,joined form unattested; both halves are real words,False,0,0,3,23,5,235466,l und Stössel auch nicht nach Ew Hochwohl¬ || bohren weise angelegten Plan zu Stande kom
223,2,16121,16122,¬,Ver,äußerung,Veräußerung,join,high,joined form occurs elsewhere in this corpus,False,3,,3,,4,,"besonders darin suchen, nur durch die Ver¬ || äußerung der Zagorower Güter Mittel zu ver"
223,2,16128,16129,¬,freund,schaftlich,freundschaftlich,join,high,joined form occurs elsewhere in this corpus,False,1,,88,,1,,sicht darüber zu unterhandeln sich freund¬ || schaftlich angelegen seyn lassen wollen. I
223,2,16135,16136,¬,Ruszyno,wią,Ruszynowią,join,high,head is not a word on its own,False,0,0,0,0,1,,eineswegs nützen. Die Annahme von Ruszyno¬ || wią nur noch mehr die schon zu großen
223,3,16144,16145,¬,Hochwohlge,bohren,Hochwohlgebohren,join,high,joined form occurs elsewhere in this corpus,False,52,,0,,5,,"ll, so danke ich inzwischen Ew Hochwohlge¬ || bohren genereuse Absicht; ich werde gewiß "
223,3,16160,16161,¬,in,dessen,indessen,join,high,joined form occurs elsewhere in this corpus,False,2,,1855,,5,,", bin ich von Ihnen dankbar überzeugt, in¬ || dessen ist des wir? Wann? Wo? - und besond"
223,3,16162,16163,¬,Be,dürfniß,Bedürfniß,join,high,joined form occurs elsewhere in this corpus,False,3,,3,,1,," bald? – vor mich zu wissen das größte Be¬ || dürfniß und ich muß Ihnen sagen, daß mein "
223,3,16165,16166,¬,Nach,richten,Nachrichten,join,high,joined form occurs elsewhere in this corpus,False,44,,878,,5,,"seyn, wenn ich schleunig beruhigende Nach¬ || richten, auf die ich rechnen kann, durch d"
223,3,16168,16169,¬,Er,haltung,Erhaltung,join,high,joined form occurs elsewhere in this corpus,False,7,,1274,,2,,"großes Bedürfniß, als es die Speise zu Er¬ || haltung des Lebens ist. Ew. Hochwohlgebohr"
223,3,16171,16172,¬,dort,her,dorther,join,high,joined form occurs elsewhere in this corpus,False,4,,88,,64,,"s die Unmöglichkeit melden, auch von dort¬ || her mit Geldern bald zu unterstützen, und "
223,3,16172,16173,¬,Ver,weisen,Verweisen,join,high,joined form occurs elsewhere in this corpus,False,3,,3,,18,,"Geldern bald zu unterstützen, und das Ver¬ || weisen auf zu gewinnende Prozesse kann mic"
223,3,16175,16177,¬,ver,oder,veroder,split,review,crosses a page break - check by hand,True,0,6,3,0,316,136175945,"len für mich geführt wurden, entweder ver¬ || oder aufgegeben gesehen habe; nach dem weg"
223,4,16178,16179,¬,Haus,schändert,Hausschändert,split,high,joined form unattested; both halves are real words,False,0,0,15,19245016,1,381,"gen, und ich gestehe es, daß nur die Haus¬ || schändert, wenn ich nur sagen muß, daß nur"
223,4,16181,16182,¬,ge,macht,gemacht,join,high,joined form occurs elsewhere in this corpus,False,119,,22,,82,,"ch durch des Irreführen so unglücklich ge¬ || macht haben, wie Sie es sich nicht vorstel"
223,4,16185,16186,¬,bedeut,fende,bedeutfende,join,high,head is not a word on its own,False,0,0,0,757,2,,rtheil wozu ich unter Ihrem Bewath bedeut¬ || fende Opfer zu bringen bereit bin. Ich muß
223,4,16193,16194,¬,Za,gorower,Zagorower,join,high,joined form occurs elsewhere in this corpus,False,48,,0,,1,,"die selbst bei mir waren, haben zu den Za¬ || gorower Gütern Lust; er will gerne dagegen"
223,4,16196,16197,¬,ver,kaufen,verkaufen,join,high,joined form occurs elsewhere in this corpus,False,16,,3,,32,,"icht bei Mysłowic an der Przemsa beym ver¬ || kaufen, und giebt ihren Ertrag auf 8000 Rt"
223,4,16203,16204,¬,Vor,kurzem,Vorkurzem,split,high,joined form unattested; both halves are real words,False,0,61,295,105411485,3,19902396,n sie über 100000 Rthl hinausbringen. Vor¬ || kurzem wurden ihm davor 85000 Rthl cour. g
223,5,16214,16215,¬,Ge,schaft,Geschaft,join,high,joined form occurs elsewhere in this corpus,False,16,,22,,7,,"reits mit dem geäußerten Wunsch dieses Ge¬ || schaft zu Stande zu bringen, zurück erhiel"
223,5,16217,16218,¬,über,gebenes,übergebenes,join,high,"joined form attested in DWDS (1,631,054 hits)",False,0,1631054,301,,1,,"schickt gehabt, auch dero nur Anno b über¬ || gebenes GeneralStabbau; alles dieses schie"
223,5,16222,16223,¬,bestä,tigen,bestätigen,join,high,joined form occurs elsewhere in this corpus,False,3,,0,,6,," der bei dem OculerAugenschein sich bestä¬ || tigen würde, worauf allein man sich einlas"
223,5,16226,16227,¬,vermu,thete,vermuthete,join,high,head is not a word on its own,False,0,26,0,91,1,,ch in bessern Umständen anzutreffen vermu¬ || thete und daher von mir die ihm gebührende
223,5,16227,16228,¬,Remune,ration,Remuneration,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,1,,d daher von mir die ihm gebührende Remune¬ || ration als Ew. Hochwohlgebohren ein Jahr l
223,5,16228,16229,¬,ge,wesner,gewesner,split,high,joined form unattested; both halves are real words,False,0,6,22,215421,1,7489,als Ew. Hochwohlgebohren ein Jahr lang ge¬ || wesner MitArbeiter der dortigen Geschäfte 
223,5,16229,16230,¬,er,halten,erhalten,join,high,joined form occurs elsewhere in this corpus,False,298,,1274,,63,," MitArbeiter der dortigen Geschäfte zu er¬ || halten hoffte, war anwesend, und ich bedie"
223,5,16236,16237,¬,Schim,misperings,Schimmisperings,join,high,head is not a word on its own,False,0,0,0,502,1,,"Anschlag auf, den ich auch vertraut Schim¬ || misperings mittheilte. Ich muß dem H. Lieu"
223,6,16243,16244,¬,Entfer,nung,Entfernung,join,high,joined form occurs elsewhere in this corpus,False,3,,0,,1,,"ehen freut. Er wird seine schnelle Entfer¬ || nung entschuldigen, wozu ihn der Drang der"
223,6,16258,16259,¬,Vor,schlag,Vorschlag,join,high,joined form occurs elsewhere in this corpus,False,19,,295,,7,,is Ihnen wohl einen mir unschädlichen Vor¬ || schlag würde machen können. Ich wünsche es
223,6,16263,16264,¬,Hollma,chung,Hollmachung,join,high,head is not a word on its own,False,0,0,0,0,2,,ster dieser Tage nach Berlin wegen Hollma¬ || chung der dazu nöthig habenden Gelder absc
223,7,16277,16278,¬,veran,lassen,veranlassen,join,high,"joined form attested in DWDS (649,531 hits)",False,0,649531,0,,39,,"rch seinen Rapport an Ew. Hochw. zu veran¬ || lassen, daß das Etwa noch Erforderliche zu"
223,7,16290,16291,¬,Schwieger,hohe,Schwiegerhohe,split,high,joined form unattested; both halves are real words,False,0,0,0,6160,7,31455850," den Lahrschen Erben vor seinen Schwieger¬ || hohe Johnston kürzlich erkauft hat, mit zu"
223,7,16302,16303,¬,Schwie,gestochter,Schwiegestochter,join,high,head is not a word on its own,False,0,0,0,512,1,,"lbst hat eine Krankheit, die meine Schwie¬ || gestochter"
223,8,16323,16324,¬,vor,züglichsten,vorzüglichsten,join,high,joined form occurs elsewhere in this corpus,False,2,,295,,1,,kten Wunsche weiß erreicht; eines der vor¬ || züglichsten Mittel hiezu ist die Erreichun
223,9,16336,16337,¬,Anweis,senheit,Anweissenheit,join,high,head is not a word on its own,False,0,0,0,63,2,,"hen Zwecken führen, so wie mich in Anweis¬ || senheit zu belassen eine Grausamkeit ist. "
223,9,16345,16346,¬,ge,schätzter,geschätzter,join,high,joined form occurs elsewhere in this corpus,False,1,,22,,1,,"veranlaßt und ich bitte Sie daher mein ge¬ || schätzter Freund, die Länge dieser Epistel"
223,9,16346,16347,¬,ver,geben,vergeben,join,high,joined form occurs elsewhere in this corpus,False,1,,3,,195,,"r Freund, die Länge dieser Epistel zu ver¬ || geben. Es ist die vorzüglichste Hochachtun"
224,1,16353,16354,¬,erfor,derliche,erforderliche,join,high,joined form occurs elsewhere in this corpus,False,5,,0,,1,,"r. Toten warten lassen, dem ich das erfor¬ || derliche Tageld und seinen Lohn bezahlt ha"
224,1,16363,16364,¬,nä,Herr,näHerr,split,high,joined form unattested; both halves are real words,False,0,11,0,8341,447,9158607,se mit ihnen nach ihm vorher gegebener nä¬ || Herr Auskunft über mehrere die Güter betre
224,1,16365,16366,¬,Ver,laß,Verlaß,join,high,"joined form attested in DWDS (89,995 hits)",False,0,89995,3,,4,,te. Was ich nun vorläufig mit einigem Ver¬ || laß über des H. Generals Meinung heute ver
224,1,16369,16370,¬,Gegenrechnun,gen,Gegenrechnungen,join,high,"joined form attested in DWDS (5,081 hits)",False,0,5081,0,,60,,"Ideen einzugehen und mit den Gegenrechnun¬ || gen sich darnach zu richten. Er, der Gener"
224,1,16380,16381,¬,Pfandbrie,den,Pfandbrieden,join,high,head is not a word on its own,False,0,0,0,0,2760,,"gt, die aber in Achtpreußischen Pfandbrie¬ || den bestehen, al pari angenommen wissen, a"
224,2,16385,16386,¬,an,Rthl,anRthl,split,high,joined form unattested; both halves are real words,False,0,0,992,203629291,1519,152,"eyn würde, so meinte er allenfals noch an¬ || 20000 Rthl durch zugebung guter sicherer H"
224,2,16393,16394,¬,Ein,ziehung,Einziehung,join,high,"joined form attested in DWDS (41,868 hits)",False,0,41868,815,,2,,"ngen als Eigenthum behalten, zu deren Ein¬ || ziehung er dann gerne mitwirken werde. Nac"
224,2,16396,16397,¬,Preis,gischen,Preisgischen,split,high,joined form unattested; both halves are real words,False,0,0,7,14151408,1,2288,und das mütterliche Capital der deß Preis¬ || gischen Pfandbriefe flott zu machen. Diese
224,2,16400,16401,¬,wol,Rthl,wolRthl,split,high,joined form unattested; both halves are real words,False,0,0,8,8793,1519,152,hren und verläßiger Angabe im Verkauf wol¬ || 95000 Rthl baares Geld zu erhalten seyn; d
224,2,16405,16406,¬,Wahr,scheinlichkeit,Wahrscheinlichkeit,join,high,"joined form attested in DWDS (760,869 hits)",False,0,760869,38,,1,," was werden soll, so muß man ihn mit Wahr¬ || scheinlichkeit überzeugen können, daß er b"
224,2,16407,16408,¬,er,fordert,erfordert,join,high,joined form occurs elsewhere in this corpus,False,15,,1274,,12,,", da nun meine Lage es schlechterdings er¬ || fordert, daß diese Aussicht benutzt werde,"
224,2,16408,16409,¬,ver,treue,vertreue,split,high,joined form unattested; both halves are real words,False,0,0,3,0,12,1158930," daß diese Aussicht benutzt werde, so ver¬ || treue ich zu Ew. Hochw. Klugheit, daß die "
224,3,16422,16423,¬,ge,gen,gegen,join,high,joined form occurs elsewhere in this corpus,False,167,,22,,60,,wirklich mein Wohl und Wehe. Mein Dank ge¬ || gen die wird meinen freundschaftlichen Ges
224,3,16423,16424,¬,gleichkommen,Noch,gleichkommenNoch,split,high,joined form unattested; both halves are real words,False,0,0,0,74441,881,126357295,"eundschaftlichen Gesinnungen gleichkommen¬ || Noch ein Umstand, der seit gestern angetre"
224,3,16437,16438,¬,wieder,hohlen,wiederhohlen,join,high,joined form occurs elsewhere in this corpus,False,1,,318,,15,,"e von seinem Vater, die dieser nur wieder¬ || hohlen will, wozu er mich um den 6ten Janu"
224,3,16439,16440,¬,Be,ruhigung,Beruhigung,join,high,joined form occurs elsewhere in this corpus,False,4,,3,,1,,ht läßt sich noch ein Ausweg zu seiner Be¬ || ruhigung finden. Es wäre unnütz über diese
224,4,16459,16460,¬,beson,dert,besondert,join,high,"joined form attested in DWDS (11,883 hits)",False,0,11883,0,,2,,en die mich ja nicht ohne Nachricht beson¬ || dert wenn Sie für was sachdienliches zu me
224,4,16461,16462,¬,stattge,funden,stattgefunden,join,high,"joined form attested in DWDS (4,140,751 hits)",False,0,4140751,0,,5,," Neisse wird wahrscheinlich nicht stattge¬ || funden haben, da ich nichts darüber weiter"
224,4,16464,16465,¬,vor,läufig,vorläufig,join,high,joined form occurs elsewhere in this corpus,False,7,,295,,1,,m Herzen und wünschte ich darüber nur vor¬ || läufig von denenselben einige Winke zu erh
224,4,16467,16468,¬,nothwen,dig,nothwendig,join,high,joined form occurs elsewhere in this corpus,False,15,,0,,1,,"ans Herz zu legen, die vielleicht nothwen¬ || dig seyn dürften vor der Ankunft der Johns"
224,4,16468,16469,¬,Schwe,gersöhne,Schwegersöhne,split,high,joined form unattested; both halves are real words,False,0,0,1,1997,1,16,n vor der Ankunft der Johnstonschen Schwe¬ || gersöhne noch in Richtigkeit zu bringen un
224,4,16470,16471,¬,ge,wollen,gewollen,split,high,joined form unattested; both halves are real words,False,0,20,22,215421,193,62594139,t hierauf geneigte Rücksicht ge nehmen ge¬ || wollen.
224,4,16473,16474,¬,ange,nehmen,angenehmen,join,high,"joined form attested in DWDS (2,280,615 hits)",False,0,2280615,0,,128,, Versicherung derjenigen Hochachtung ange¬ || nehmen
226,1,16485,16486,-,Schimmel,pfenning,Schimmelpfenning,split,high,joined form unattested; both halves are real words,False,0,133,1,214120,1,4778,"Sommer, noch weniger der General Schimmel- || pfenning sich hier eingefunden haben, so m"
226,1,16488,16489,-,ge,räumt,geräumt,join,high,joined form occurs elsewhere in this corpus,False,1,,22,,1,,"etreten sind, die vorhero aus dem Wege ge- || räumt werden müßen. Jezwischen habe ich ge"
226,1,16492,16493,¬,Ehr,Gefühl,EhrGefühl,join,high,joined form occurs elsewhere in this corpus,False,4,,4,,3,,"hlaucht wahrhaft nüzlich um mit Ihrem Ehr¬ || Gefühl völlig übereinstimmend ist, darüber"
227,3,16604,16605,¬,gewe,sen,gewesen,join,high,joined form occurs elsewhere in this corpus,False,71,,0,,11,,"sein Freund, uns aber stets entgegen gewe¬ || sen ist, die betreibung der Zinße und Rest"
227,3,16607,16608,¬,Arm,sondern,Armsondern,split,high,joined form unattested; both halves are real words,False,0,0,8,1098060,129,26355418," Die Menschen sind wahrlich nicht nur Arm¬ || sondern halstarrig, und durch die seelen w"
227,3,16608,16609,¬,Verfügun,gen,Verfügungen,join,high,joined form occurs elsewhere in this corpus,False,12,,0,,60,,"d durch die seelen wiederwärtige Verfügun¬ || gen, verworren - Ein Mann wie den Podprefe"
227,3,16610,16611,¬,gu,ten,guten,join,high,joined form occurs elsewhere in this corpus,False,69,,1,,468,,eywohnenden Gewalt nur alles wieder in gu¬ || ten Geleiß bringen. Geruhen Ew. Durchlauch
227,3,16615,16616,-,Köschen,tin,Köschentin,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,3,,nd Stössel der Verein bewürkt und Köschen- || tin frey gemacht werden soll?
227,3,16621,16622,¬,Pappie,ren,Pappieren,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,6,," Propriver el. in schlechtschenden Pappie¬ || ren erhielten, dagegen aber schrecklich ve"
227,4,16627,16628,¬,einge,leitet,eingeleitet,join,high,joined form occurs elsewhere in this corpus,False,17,,1,,7,,"Negocationen mit Weigel und Stössel einge¬ || leitet und beynekt werden, wozu ich gerne "
227,4,16630,16631,¬,vor,kommen,vorkommen,join,high,joined form occurs elsewhere in this corpus,False,7,,295,,123,,"ąbczyner, wird endlich künftige Woche vor¬ || kommen, ich hoffe fest, daß dieſe Geſchich"
228,1,16650,16651,¬,Sen,dung,Sendung,join,high,joined form occurs elsewhere in this corpus,False,1,,11,,3,,"hle ich nicht, über den Erfolg meiner Sen¬ || dung zu dem Herrn General Schimmelpfennig "
228,1,16657,16658,¬,Steger,mann,Stegermann,split,high,joined form unattested; both halves are real words,False,0,15,0,4288,268,176875,ndlungen seines Fohnes mit dem H v Steger¬ || mann in Berlin.
228,1,16659,16660,-,Ge,neral,General,join,high,joined form occurs elsewhere in this corpus,False,110,,22,,3,,"n anbetrift, ſo befindet ſich der Herr Ge- || neral zwar in dem Zustande der Besserung, "
228,1,16661,16662,¬,ge,wöhnlich,gewöhnlich,join,high,"joined form attested in DWDS (845,018 hits)",False,0,845018,22,,1,,"och nicht so weit gediehen, daß er wie ge¬ || wöhnlich das Zimmer verlassen und besonder"
228,2,16669,16670,¬,Gesand,ten,Gesandten,join,high,joined form occurs elsewhere in this corpus,False,5,,2,,468,,"h die Vermittelung des Fächsischen Gesand¬ || ten, an welchen der Rittmeister v Schimmel"
229,1,16695,16696,-,herzig,Gott,herzigGott,split,high,joined form unattested; both halves are real words,False,0,0,6,40018,215,4813459,"riftlich, aber es ſey doch eben ſo herzig- || Gott laße Ewr Hochfürstliche Durchlaucht n"
229,1,16701,16702,-,Tage,Übrigens,TageÜbrigens,split,high,joined form unattested; both halves are real words,False,0,0,121,709139,123,4240319,uenſten Wunſches an dieſen wichtigen Tage- || Übrigens danken Ewr Hochfürstliche Durchla
229,1,16708,16709,¬,ab,geschloßen,abgeschloßen,join,high,joined form occurs elsewhere in this corpus,False,15,,96,,11,,ber die Zagorower Güter auf 20000 Rthl ab¬ || geschloßen. Den 8ten Febr. gedenke ich mit
229,2,16720,16721,¬,ein,gereicht,eingereicht,join,high,joined form occurs elsewhere in this corpus,False,10,,815,,4,,unden sind vorgestern bey der Behörde ein¬ || gereicht – Jeder Zwist ist nicht nur gehob
229,2,16725,16726,¬,origi,nal,original,join,high,joined form occurs elsewhere in this corpus,False,27,,0,,1,,chlaucht nachgemachten Gebrauch die origi¬ || nal Urkunden zurück.
230,1,16756,16757,¬,Za,gorowo,Zagorowo,join,high,joined form occurs elsewhere in this corpus,False,36,,0,,1,,on Schimmelpfennig zur Acquisition von Za¬ || gorowo nicht erkalten lassen. Dieser Herr
230,1,16758,16759,¬,Be,sichtigung,Besichtigung,join,high,joined form occurs elsewhere in this corpus,False,4,,3,,1,,"will zu Anfang März sich dorthin zur Be¬ || sichtigung begeben, und dann bald wenn wir"
230,1,16760,16761,¬,requ,liren,requliren,join,high,head is not a word on its own,False,0,0,0,11,1,,"einigen können, das Geschäft mit mir requ¬ || liren. Ich scheint ihm heute, daß ich Ew H"
230,1,16761,16762,¬,Hochwohlge,bohren,Hochwohlgebohren,join,high,joined form occurs elsewhere in this corpus,False,52,,0,,5,," scheint ihm heute, daß ich Ew Hochwohlge¬ || bohren hievon praevenirte, Ihre Antwort an"
230,1,16762,16763,¬,anbewer,ten,anbewerten,join,high,head is not a word on its own,False,0,0,0,0,468,," hievon praevenirte, Ihre Antwort anbewer¬ || ten, und ihm dann nähern Bescheid ertheile"
230,2,16767,16768,¬,zu,rück,zurück,join,high,joined form occurs elsewhere in this corpus,False,185,,2989,,15,," und ich erwarte ihn spätstens den 26t zu¬ || rück, durch leere Hoffnungen, und unbestim"
230,2,16770,16771,¬,freund,schaftliche,freundschaftliche,join,high,joined form occurs elsewhere in this corpus,False,1,,88,,2,,"wirken. Ich rechne hiebei auf Ihre freund¬ || schaftliche Mitwirkung, so daß wir dorten "
230,2,16776,16777,¬,Hoch,Nachricht,HochNachricht,split,high,joined form unattested; both halves are real words,False,0,0,21,31455850,76,4904807,bitte ein ganz bestimmte Antwort und Hoch¬ || Nachricht über Ihre Aussichten und Absicht
230,3,16802,16803,¬,durch,aus,durchaus,join,high,joined form occurs elsewhere in this corpus,False,40,,519,,543,," eines andern seyn möchte, indeß da durch¬ || aus zu diesem Auftrage, ein mit der Lage j"
230,3,16807,16808,¬,Süh,theil,Sühtheil,join,high,head is not a word on its own,False,0,0,0,173,47,,"ahl unsrer Guten Sache irgend einigen Süh¬ || theil bringen möchte, den ich von gedachte"
230,3,16811,16812,¬,abzwe,ckenden,abzweckenden,join,high,head is not a word on its own,False,0,19,0,0,1,,"bloß der auf unser gemeinsames Wohl abzwe¬ || ckenden zu handeln. Ich ersuche daher Ew, "
230,3,16817,16818,¬,Unge,duld,Ungeduld,join,high,joined form occurs elsewhere in this corpus,False,2,,0,,2,,legung nehmen könnten. Indem ich mit Unge¬ || duld ein genügendes Resultat ihrer gegense
230,3,16818,16819,¬,Be,rathschlagungen,Berathschlagungen,split,high,joined form unattested; both halves are real words,False,0,9,3,105863,1,0,"enügendes Resultat ihrer gegenseitigen Be¬ || rathschlagungen erwarte, habe ich die Ehre"
230,4,16822,16823,¬,Haupt,gegenstände,Hauptgegenstände,join,high,"joined form attested in DWDS (3,839 hits)",False,0,3839,36,,5,," 19. pr so ganz oder wenigstens die Haupt¬ || gegenstände desselben unbeantwortet, und u"
230,4,16823,16824,¬,ge,lassen,gelassen,join,high,"joined form attested in DWDS (47,390,276 hits)",False,0,47390276,22,,39,,"desselben unbeantwortet, und unerfüllt ge¬ || lassen, daß ich nicht umhin kann dasselbe "
230,4,16827,16828,-,Zagoro,wern,Zagorowern,join,high,head is not a word on its own,False,0,0,0,0,1,,"ches soliden Project H. und meinen Zagoro- || wern Gütern intendiren, oder welchen Plan "
230,4,16837,16838,¬,be,nur,benur,split,high,joined form unattested; both halves are real words,False,0,80,3,105863,697,106911014,"lden, daß die Lage der Dinge sich hier be¬ || nur dergestalt geändert hat, daß eine so w"
230,4,16843,16844,¬,Erwar,tungen,Erwartungen,join,high,"joined form attested in DWDS (1,848,861 hits)",False,0,1848861,0,,1,," ich, selbst in meinen gerechtesten Erwar¬ || tungen so oft und hast getäuscht nicht meh"
231,1,16870,16871,¬,Be,weiß,Beweiß,join,high,joined form occurs elsewhere in this corpus,False,4,,3,,57,," zu finden, ich werde dieses als einem Be¬ || weiß Ihrer gegen mich hegenden Freundschaf"
232,1,16897,16898,¬,Pro,kurator,Prokurator,join,high,"joined form attested in DWDS (3,479 hits)",False,0,3479,42,,1,,"sen und bitte ihm, daß er dem General Pro¬ || kurator Lipski auf Kriege mögte sich hierh"
232,2,16904,16905,¬,grüße,freund,grüßefreund,split,high,joined form unattested; both halves are real words,False,0,0,2,693175,88,8483973,"eggung des Seymanous, welcher unser grüße¬ || freund ist, dringen, dies kan sich 4 Woche"
232,2,16916,16917,¬,übrig,Mein,übrigMein,split,high,joined form unattested; both halves are real words,False,0,0,21,2775270,253,0,"mit Brzechsta erhält übrig¬ || Mein und Brzechstas Plan ist, wan ich gewe"
232,3,16942,16943,¬,ge,daß,gedaß,split,high,joined form unattested; both halves are real words,False,0,11,22,215421,1896,17145440,eine Erklärung ge¬ || daß der Krieges und Forst Rath v Triebenfe
232,4,16950,16951,-,Sophien,tal,Sophiental,split,high,joined form unattested; both halves are real words,False,0,333,0,3589,3,1003412,"orf Alt Olesnica, Skokum, Colloni Sophien- || tal, Kopoyno, und Kolonie Adelow zu erhebe"
232,4,16963,16964,¬,genom,so,genomso,split,high,joined form unattested; both halves are real words,False,0,0,0,54828,1515,141594268,"Vieh Pferde schaafe und von, futter genom¬ || so daß die Menschen mit dem Viehe zu gleic"
233,1,16984,16985,-,for,derung,forderung,join,high,joined form occurs elsewhere in this corpus,False,30,,0,,3,,"Mann gelaſen, und wegen ſeiner ganzen for- || derung sofort abfinden könne."
233,1,16986,16987,¬,zuver,pachten,zuverpachten,join,high,head is not a word on its own,False,0,0,0,692,4,," Sobottendorff Drzewce auf 18 Jahre zuver¬ || pachten, der Pacht wird jahren mit 2000 Rt"
233,1,16987,16988,-,be,trägt,beträgt,join,high,joined form occurs elsewhere in this corpus,False,27,,3,,8,,d jahren mit 2000 Rthl angenommen dies be- || trägt auf 18 Jahr 36000 Rthl In Swixce sin
