letter,pad,page,kind,german,english,note,ruling
233,233,4,transcription-note,Wrgbirge,Wrąbczyn,"the same estate is named 'Wrąbczyn' on p. 3, and the two suits are paired there as here",
233,233,4,transcription-note,vor Ander,vor Anker,'vor Anker liegen' (to lie at anchor) is the idiom the sentence needs,
233,233,4,transcription-note,vin dezirmuß,vindiziren muß,the legal sense of recovering claims by suit,
233,233,4,transcription-note,an Beisen,in Beisein,standard formula for accounts rendered in the presence of an officer,
233,233,4,transcription-note,Vocande No6,Vocanda No. 6,the roll of causes called before the court,
234,234,1,transcription-note,schade,schicke,"an express messenger is sent, not harmed; 'ck' and 'd' are readily confused in Kurrent",
234,234,1,transcription-note,tilgern,tilgen,apparent scribal slip for the infinitive 'tilgen' (to discharge),
234,234,2,transcription-note,Sackenschen Masse,Sackenschen Masse (name retained),"'Sacken' recurs; no emendation proposed, noted only as a name to be verified against the manuscript",
234,234,3,transcription-note,Invalidus Casse,Invaliden-Casse,elsewhere in the letter the form is 'Invaliden Casse',
234,234,4,transcription-note,gelegt,gelingt,'so gelingt die Sache gewiss' fits the sense and the surrounding optimism,
234,234,4,transcription-note,sen,sein,apparent slip for 'gedeckt sein' (to be covered),
234,234,4,transcription-note,treuer Knecht,treuester Knecht,Triebenfeld's usual subscription elsewhere in the correspondence,
235,235,1,transcription-note,das Demme Thier,das dumme Thier,"""Demme"" is likely a misreading of ""dumme"" (the stupid beast), matching the preceding insult 'Schöps'; but it could also be a proper name.",
235,235,1,transcription-note,Eine Durchlaucht,Ewr Durchlaucht,Standard address elsewhere in the letter; one-stroke Kurrent confusion.,
235,235,1,transcription-note,Koschentia,Koschentin,Same estate named 'Koschentin' twice in the immediate context; final letters easily confused.,
235,235,1,transcription-note,was den verlohren geht,was dann verlohren geht,'den' for 'dann'/'denn' is a recurrent orthographic feature of this hand.,
235,235,2,transcription-note,mehr alt,mehr als,'als' is required; t/s confusion in Kurrent.,
235,235,2,transcription-note,legagirt,engagirt,'engagirt sich einen Revers auszustellen' gives the required legal sense of binding oneself.,
235,235,2,transcription-note,können Revers,einen Revers,The indefinite article is required; 'einen' and 'können' are readily confused in Kurrent minims.,
235,235,2,transcription-note,Willensmairung,Willensmeinung,'Willensmeinung' (declaration of intent) is the standard term; 'mairung' is a transcription slip.,
235,235,2,transcription-note,geruhen,geruhen [Ewr Durchlaucht],Word order suggests the honorific subject follows; retained as transcribed.,
236,236,1,transcription-note,ſuhnſuchts voll,sehnsuchtsvoll,"Kurrent h/e and n/u confusions; the sense ""full of longing"" fits the context of awaiting documents.",
236,236,1,transcription-note,Prüfekten,Präfekten,"Almost certainly the Prefect of the Duchy of Warsaw department; cf. ""Prasekten"" on p. 2.",
236,236,2,transcription-note,bekönt,bekäme (nicht),"Sense requires ""would not get a heller"", parallel to ""nicht einen Groschen"" above.",
236,236,2,transcription-note,erst kamen,erst kennen,"""kennen"" (to know/learn) fits the object ""Gesinnungen und Verhältnisse""; Kurrent n/m confusion.",
236,236,2,transcription-note,Prasekten,Präfekten,"Cf. ""Prüfekten"" on p. 1; the Prefect is meant.",
237,237,1,transcription-note,der Beruf,der Brief,"A letter, not a 'calling', is what would be left lying at the post office until collected; 'Beruf'/'Brief' are close in Kurrent.",
237,237,2,transcription-note,Boßer,besser,'Boßer' is not a German word; 'besser' fits the sense exactly.,
237,237,2,transcription-note,In tiefen Respect,In tiefstem Respect,The standing formula is superlative; 'tiefen' may be a transcription slip.,
238,238,1,transcription-note,wor,war,"Kurrent a/o confusion; ""war"" gives a grammatical clause.",
238,238,1,transcription-note,verlieben,verließen,"""left"" is required by context; ß/b confusion.",
238,238,1,transcription-note,placzt mich sehr,plagt mich sehr,"""plagt"" (torments/presses) fits; possibly a Polonising spelling.",
238,238,1,transcription-note,erst heute sehr ich,erst heute sehe ich,"""sehe"" (I see) required.",
238,238,2,transcription-note,anderunvertilgt,aus Dero Andenken vertilgt,"Requires ""nicht ganz ... vertilgt"" = ""not wholly blotted out of your remembrance""; the transcribed ""un-"" would invert the sense.",
238,238,2,transcription-note,ein Raub der Klammen,ein Raub der Flammen,"Kl/Fl confusion in Kurrent; ""prey to the flames"" is the standing phrase.",
238,238,3,transcription-note,Beedlau,Breslau,Hardenberg and Roeder in Silesia in spring 1813 point to Breslau; the transcribed form is retained in the translation.,
238,238,3,transcription-note,Loſen mich Eine Hochwohlgeb. zu ohne,Laßen mich Euer Hochwohlgeb. doch nicht ohne,"Yields the standard formula ""do not leave me without early news"".",
238,238,3,transcription-note,Stadt Canzler,Staats Kanzler,"Elsewhere in the letter ""Staats Kanzler""; ""Stadt"" (town) is a homophone error.",
238,238,4,transcription-note,Donnerhafter,dauerhafter,"Standing formula ""dauerhafte Gesundheit"" (lasting health).",
238,238,4,transcription-note,Begſtand,Beystand,"""Beistand"" (assistance) is the standard word.",
238,238,4,transcription-note,Beduch,Besuch,"""Besuch"" (visit) fits ""personal visit"".",
238,238,4,transcription-note,Blesſure,Blessure,French loan for wound; only orthographic.,
239,239,1,transcription-note,so bitt Osterreich nicht zu,so tritt Oesterreich nicht zu,"""zutreten"" (to accede to a coalition) fits the political context; b/t confusion is common in Kurrent.",
239,239,1,transcription-note,duplirt,dupirt,"Sense requires ""duped/deceived"" rather than ""doubled"".",
239,239,2,transcription-note,prochezenen,prophezeyen,"Evidently ""prophesy""; transcription garbled.",
239,239,2,transcription-note,bloßirten,blessirten,"""blessirt"" (wounded) is the far commoner term in 1813 correspondence and one minim from the reading given.",
239,239,2,transcription-note,Bruff,Brief,"Context (a letter forwarded to Breslau) requires ""Brief"".",
239,239,2,transcription-note,Ehefurcht,Ehrfurcht,"Standard closing formula ""tiefste Ehrfurcht"".",
240,240,1,transcription-note,Gegenwert,Gegenwart,"""in Gegenwart des Monarchen"" = in the presence of the Monarch, which the context requires; Gegenwert (equivalent value) is meaningless here.",
240,240,1,transcription-note,die Ruße Truppen,die Russischen Truppen,"Apparent abbreviation/slip for the adjective; cf. ""die Hußen"" on p. 2.",
240,240,1,transcription-note,zagen,jagen,"z/j confusion in Kurrent; ""bis hinter die Weichsel jagen"" (to be chased behind the Vistula) matches the surrounding complaint.",
240,240,2,transcription-note,Hußen,Rußen,"Parallels ""die Ruße Truppen"" on p. 1; the Russians are the troops grumbling about provisioning.",
240,240,2,transcription-note,Frau denstein,Frankenstein,A real town lying beyond Neisse on the route described; the transcribed form is not a known place.,
241,241,1,transcription-note,Höchst Sen sollen nur ganz ruhig sein,Höchstderselben sagen: Sie sollen nur ganz ruhig sein,'Höchst Sen' may abbreviate 'Höchstdenenselben'; a verb of saying appears to be missing before the direct address.,
241,241,1,transcription-note,Sch Militair Gouverneur,Schlesischer Militair Gouverneur,parallel to 'die Schlesen Landwehr' immediately preceding.,
241,241,1,transcription-note,der Armen aus Pohlen,der Armée aus Pohlen,provisioning of the army withdrawing from Poland fits the plan mentioned; 'Armen'/'Armée' differ by one stroke.,
241,241,2,transcription-note,den Rußischen Eignung,den Rußischen Eigennutz / die Rußische Neigung,a noun of Russian self-interest or inclination would fit 'ich fürchte nur...'; 'Eignung' is likely a misreading.,
241,241,2,transcription-note,H. v. Gniez:,H. v. Gneisenau,"same person as on p.1, abbreviated.",
241,241,2,transcription-note,wenn wir wieder nach Sachsen zu bringen,wenn wir wieder nach Sachsen zu gehen [haben],an auxiliary appears to be omitted.,
242,242,1,transcription-note,erůten Novbr,ersten Novbr,Kurrent long-s / t confusion; reading 'first of November' assumed in translation as marked,
242,242,1,transcription-note,erſchätternde,erschütternde,vowel misreading,
242,242,1,transcription-note,Neuweke,Neuigkeiten / Neuwerke,form unattested; 'novelties' assumed,
242,242,1,transcription-note,forzon de parlez,façon de parler,phonetic rendering of the French,
242,242,1,transcription-note,um staru,und stark,would yield 'in good health and strong',
242,242,2,transcription-note,Schulsahl,Schicksal,would give 'until Poland's fate is decided',
242,242,2,transcription-note,Concire,Couriere,would fit 'go to Berlin by way of Prague and Dresden',
242,242,2,transcription-note,auf das schon zusenden,auf das Schloß zusenden,'schon' as transcribed yields no sense with 'zusenden',
243,243,1,transcription-note,unsezzen müße,umsetzen müssen,'umsetzen' (to convert/exchange money) fits the context of exchanging Prussian Courant for Vienna notes; double-s/z confusion is common in this hand.,
243,243,1,transcription-note,Die Wüsche,Die Wäsche,u/ä confusion; 'Wäsche' (laundry) fits the household expenses.,
243,243,1,transcription-note,Eine Durchlaucht,Ewr Durchlaucht,'Eine' is not a possible address form; 'Ewr' is the standard form throughout this correspondence.,
243,243,1,transcription-note,hier dauon,hier dauern,'dauern' (to last) is required by 'soll die Geschichte ... 5 Wochen hier'.,
243,243,1,transcription-note,so gehn ich,so gehe ich,Simple orthographic slip.,
243,243,1,transcription-note,1 Tase Caffe,1 Tasse Caffe,Single-s slip for 'Tasse' (cup).,
243,243,1,transcription-note,den Vieh Acker,"das Vieh, Acker... / den Fiaker","'Fiaker' (hired cab) would suit a list of daily Viennese expenses far better than 'Vieh Acker' (cattle field); flagged as emendation only, not carried into the ",
244,244,1,transcription-note,Manewee,Manoeuvre / Manöver,"Spelled ""Maneuvre"" later in the same page.",
244,244,1,transcription-note,Armina,Armée,"""Regimenter in der Österreichischen Armée"" is the expected phrase; Armina is not a word.",
244,244,1,transcription-note,Balka,Balkon,Stepping out onto a balcony to toast the troops.,
244,244,1,transcription-note,Trasts,Toasts,Context of champagne and drinking healths.,
244,244,1,transcription-note,Brauen,braven,"""aller braven Soldaten"" — the brave soldiers.",
244,244,1,transcription-note,Milliren,Millionen,"""viel Millionen fremden Thränen"".",
244,244,1,transcription-note,Bärkigen,bärtigen,"""den ältesten bärtigen Kriegern"" — the oldest bearded warriors.",
244,244,1,transcription-note,sache,sahe,"""was ich en passant selbsten sahe"" — which I myself saw in passing.",
244,244,2,transcription-note,Fachßen,Sachsen,The Saxon question was the great business of the Congress; Kurrent S/F confusion.,
244,244,2,transcription-note,Bar. v. Hum.,Baron von Humboldt,Wilhelm von Humboldt was a Prussian plenipotentiary at Vienna; abbreviation left as transcribed.,
244,244,2,transcription-note,Gehl Rath,Geheimer Rath,Standard abbreviation for Privy Councillor.,
244,244,2,transcription-note,Grats-Kanzler,Staats-Kanzler,Hardenberg's title was Staatskanzler (Chancellor of State).,
244,244,2,transcription-note,hößen,Füßen,"""zu Füßen legt"" — the standard formula of respectful submission.",
244,244,2,transcription-note,nachsam,wachsam,"""sehr wachsam sein"" — to be very watchful.",
245,245,1,transcription-note,Jezt hatte Cossa seiner Meinung noch gewonnen,Cosmar,"""Cossa"" appears once amid many occurrences of Cosmar; likely the same person.",
245,245,1,transcription-note,die Rerowen von jährl. 79500 Mk.,Revenüen ... Rthl,The same figure 79500 is given in Rttlr earlier on the page; 'Mk.' is anachronistic for 1814.,
245,245,1,transcription-note,der Stadt sowohl sumose in die Majorats Güter,der Cosmar ... sowohl in die Majorats-Güter,'Stadt' as an agent contradicts the singular masculine verbs that follow; the actor throughout is Cosmar.,
245,245,1,transcription-note,was konte aber die Kunst Saleken von Todes wegen verordnen?,die Fürstin Sacken,"'Kunst Saleken' is likely a misreading of 'Fürstin Sacken', named repeatedly elsewhere.",
245,245,1,transcription-note,bey dem Perieger O. L. G.,Brieger O. L. G.,The Brieg Upper Provincial Court is named elsewhere in the letter.,
245,245,2,transcription-note,Lormurs Plan,Cosmars Plan,The plan is Cosmar's throughout; 'Lormurs' is likely a Kurrent misreading.,
245,245,2,transcription-note,vom Brieger O[?]. L. G.,Ober-Landes-Gericht,O. L. G. elsewhere in the letter is the Oberlandesgericht at Brieg.,
245,245,2,transcription-note,das 1799 gestiftete Jedei hommich,Fidei Commiss,Same institution named 'Fidei Commis' on page 1.,
245,245,2,transcription-note,Das königs Mez,Des Königs Majestät,"'Mez' is likely a garbled abbreviation of Majestät, cf. 'des K. Mar' below.",
246,246,1,transcription-note,Sachßtens,Sachsens,Context is plainly the fate of Saxony; the transcription shows an intrusive t.,
246,246,1,transcription-note,Breits,bereits,"""already""; the capital B and the contraction suggest a Kurrent misreading.",
246,246,1,transcription-note,antſchieden,entschieden,"The prefix ent- is regularly misread as ant- in Kurrent; ""decided"" fits the sentence.",
246,246,1,transcription-note,Meinungen,Meiningen,"In a list of Thuringian territories (Weimar, Gotha) the duchy of Meiningen is expected, not ""opinions"".",
246,246,1,transcription-note,der Wüßen Kayser,der Russische Kayser,"The context is Russo-Prussian friendship over Poland; cf. ""des Westen Kaysers"" on p. 2, likely the same corrupted adjective.",
246,246,1,transcription-note,bey Huß landt Großmacht,bey Rußlands Großmacht,Consistent with the argument that Silesia and Prussia would be cut off and the intervening provinces lost to Russian power.,
246,246,1,transcription-note,günstige Verzögerung,ungünstige Verzögerung,"A delay caused by Austrian obstruction and Talleyrand's intrigues would more naturally be unwelcome; but the text as transcribed reads ""favourable"" and is trans",
246,246,2,transcription-note,der aufsstände,der Reichsstände,"Neuwied, Erbach and Leiningen were imperial counts; a deputation of the Reichsstände (imperial estates) is the expected sense, and matches ""Reichs Angelegenheit",
246,246,2,transcription-note,angeführt,angehört,A gracious hearing of a deputation is the expected act; führ/hör confusion is easy in Kurrent.,
246,246,2,transcription-note,Pohlnas Lors,Pohlens Loos,"""Poland's lot"" fits the surrounding discussion of the partition.",
246,246,2,transcription-note,Bombardindt,bombardirt,"""v. Gärtner bombards [them] frightfully"" gives a construable sentence.",
246,246,2,transcription-note,H. Gl Rath,H. Geh. Rath,Abbreviation for Geheimer Rath (Privy Councillor) is the expected title; rendered so but the reading is unsettled.,
246,246,2,transcription-note,Der K von Wurz:,Der Kurfürst von Würzburg,"Ferdinand of Würzburg was Grand Duke/Elector; the abbreviation could stand for König, Kurfürst or Großherzog.",
246,246,2,transcription-note,vom H. W. Befehl,vom H. Wittgenstein / H. Werther,The initials cannot be resolved from this letter.,
246,246,2,transcription-note,der Berg eine Maus gebühren,der Berg eine Maus gebähren,"The proverb is ""the mountain gives birth to a mouse""; gebühren (to be due) is a spelling slip.",
247,247,1,transcription-note,gnädigst zu äußern gericht,gnädigst zu äußern geruht,"standard chancery formula ""geruht sich zu äußern""; t/h confusion in Kurrent",
247,247,1,transcription-note,Jagt,Jetzt,reads as an opening adverb; Kurrent J-e-tz-t / J-a-g-t confusion,
247,247,1,transcription-note,unterstüppen,unterstützen,evident miscopy of unterstützen,
247,247,2,transcription-note,Majorain,majorenn,"""of age""; recurs three times in this form",
247,247,2,transcription-note,geschwindeten,geschwindelten,"""swindled""; matches ""in fraudem tertii""",
247,247,2,transcription-note,famensin,famosen,"""notorious/famous"", standard with Transact in these letters",
247,247,2,transcription-note,erlaßen wolle,erloschen sei,"a right lapsing at death is ""erlischt"", not ""erlassen""",
247,247,2,transcription-note,Dannemord,Dännemark,King of Denmark,
247,247,3,transcription-note,Zutreche,Zuschläge or Zutreiche,"possibly ""Zuschläge"" (additions/surcharges)",
247,247,3,transcription-note,Vorschlaget,Vorschlag / Vorwerk,heading of a revenue item; unclear,
248,248,1,transcription-note,hinrich,hierin,"""und auch hierin wird Gott helfen"" (""and in this too God will help"") gives sense; ""hinrich"" is not a word.",
248,248,1,transcription-note,justi-,just angefangenes,"Possibly ""ein just angefangenes Schreiben"" = ""a letter just begun"".",
248,248,1,transcription-note,die Curischen Erben,die Curländischen Erben,Possibly the Courland heirs; but the reading is left as transcribed.,
248,248,2,transcription-note,der Gruß,der Graf,"The speaker of the following words must be Count Winzingerode from page 1; Kurrent ""Graf""/""Gruß"" are easily confused.",
248,248,2,transcription-note,stüzte,stutzte,"""stutzte"" = ""was taken aback, started"", which fits the exclamation that follows.",
248,248,2,transcription-note,"Marschin, laßen",marschiren laßen,"Evident transcription slip for ""marschiren lassen"".",
248,248,3,transcription-note,zu güsten,zu Gunsten,"Standard phrase ""zu Gunsten"" (in favour of).",
248,248,3,transcription-note,haabe,Habe,"""Herr von aller seiner Habe"" = lord of all his property.",
248,248,3,transcription-note,alle den Güter,alle die Güter,Apparent case/article slip in the transcription.,
249,249,1,transcription-note,Humbolts,Humboldts,Almost certainly Baron Wilhelm von Humboldt; the transcription omits the d. Not corrected in the translation.,
249,249,1,transcription-note,eine ungene [Schrift],eine ungenirte / ungenannte / ungenaue Schrift,"Word split across the page break; ""ungenirte"" (unconstrained) would fit the sense of a separate submission, but this is a guess.",
249,249,2,transcription-note,PraesoGatione,Praerogative,"Evidently ""prerogatives"" (Praerogativen); the transcribed form is corrupt.",
249,249,2,transcription-note,Entschaft,Endschaft,"""Endschaft"" (conclusion, end) fits the context of the Congress; the transcribed form is not a word.",
249,249,2,transcription-note,d. 2ten[?] K. M.,den 2ten k[ünftigen] M[onats],"""K. M."" most likely abbreviates ""künftigen Monats"" (of next month); expanded provisionally, flagged here.",
250,250,1,transcription-note,intereshirnn,interessiren,"Transcription artefact; the standing formula is ""sich für dessen Inhalt zu interessiren"".",
250,250,1,transcription-note,nicht ermangete,nicht ermangeln,"The idiom is ""werde nicht ermangeln, mich ... zu interessiren"".",
250,250,1,transcription-note,meinen Würkungs Kreisliegt,meinem Wirkungskreise liegt,"Word-division and case; standard chancery phrase ""soviel es in meinem Wirkungskreise liegt"".",
250,250,1,transcription-note,Empfangen für Hochwohlgeboren,Empfangen Ew. Hochwohlgeboren,"""für"" is likely a misreading of the abbreviation ""Ew.""; watch-list vor/von/für confusion.",
250,250,1,transcription-note,Beylage zu der Brief von 17ten 9br.,Beylage zu dem Brief vom 17ten 9br.,"Gender/case of the article and the preposition; also the archival note may have been added later, which would explain the date discrepancy.",
251,251,1,transcription-note,gnad: für und Hl.,gnäd[igster] Fürst und H[err],"the standing form of address ""Gnädigster Fürst und Herr""; ""für"" is a plausible misreading of the abbreviated ""Fürst""",
251,251,1,transcription-note,das Codex,das Codizill,"Codizill (codicil) is a recurring term in this correspondence and fits the neuter article ""das""; Codex does not",
251,251,1,transcription-note,jede Jörgerung,jede Zögerung,"Kurrent Z/J confusion; ""jede Zögerung bringt Gefahr"" is idiomatic and fits ""Gefahr""",
251,251,1,transcription-note,Gefahr dorft,Gefahr droht,"""Gefahr droht"" (danger threatens) is the expected idiom",
251,251,1,transcription-note,und werbe gemacht,und mürbe gemacht,"""mürbe gemacht"" (worn down) is idiomatic with ""vom Kummer gebeugt""",
251,251,1,transcription-note,gefaßelt hält,gefesselt hält,"""gefesselt halten"" (to hold in fetters) fits the complaint of a boundless unhappy situation",
251,251,1,transcription-note,unserunglich,ursprünglich,"""ursprünglich contrahirt"" (originally contracted) fits the sense of debts incurred under royal authority",
251,251,1,transcription-note,obtiniren,obtinieren,"Latinate legal verb, to obtain a judgment; spelling as transcribed retained in translation",
251,251,1,transcription-note,1rd Spirit Cos,der p. Cosmar,"""Cosmar"" appears later in the same page in the same adversarial role, suggesting the same name garbled here",
252,252,1,transcription-note,berechrichtige,benachrichtige,"""Ewr Hochwohlgeboren benachrichtige ich auf Ihr Gesuch"" is the standard formula; the surviving letters (be-…-richtige) and the Kurrent confusion of n/r and a/e ",
253,253,1,transcription-note,die Curischen Mandatarien,die Curländischen Mandatarien,"if Courland is meant; but Curisch could equally stand for a family or place name, so left as transcribed.",
253,253,1,transcription-note,nicht von allem an Zeit sezzen,nicht von allem in Kenntniß sezzen,"""in Kenntniß setzen"" (to inform) fits the complaint about not being told the plans.",
253,253,2,transcription-note,die Hochen hier leiten solle,die Sachen hier leiten solle,"""Sachen"" (affairs) would give a straightforward sense; ""Hohen"" (the great ones) is also possible.",
253,253,2,transcription-note,mann dieser Kluge ... Mann zurück tritt,wenn dieser Kluge ... Mann zurück tritt,conditional clause required; m/w confusion is common in Kurrent.,
253,253,2,transcription-note,zur fodernden Flamme,zur lodernden Flamme,standard idiom for a spark becoming a blazing flame.,
254,254,1,transcription-note,12 Wahne,12 Wochen,context requires a period of time; the letter speaks of 4-5 weeks expected,
254,254,1,transcription-note,des ehrlichen Be Bemühen,des ehrlichen B[arbe]s Bemühen,dittography in the transcription; Barbe is named below as the helper,
254,254,2,transcription-note,heugeren,hungern,"the sequence Nothleiden – hungern – Gespött is idiomatic; but ""heucheln"" (dissemble) is also possible",
254,254,2,transcription-note,die ganze Masche,die ganze Maschine,"""the whole machinery stands still"" fits the sense",
254,254,2,transcription-note,S. Juden,S[chutz]juden,abbreviation for a protected Jew; left as transcribed,
254,254,4,transcription-note,Er hochfürstliche Durchlaucht,Ewr Hochfürstliche Durchlaucht,the standard formula elsewhere in the correspondence,
254,254,5,transcription-note,Linder,Kinder,K/L confusion in Kurrent; the whole passage concerns his children,
254,254,5,transcription-note,p. 7br und z. Oktobt,pro 7bris und pro Octobris,abbreviations for September and October,
254,254,6,transcription-note,Brieger O L Gericht,Brieger Ober-Landes-Gericht,standard abbreviation for the Superior Provincial Court at Brieg,
254,254,6,transcription-note,Kocokentier,Koschentiner,the form used on page 2 of the same letter,
255,255,1,transcription-note,die Curische Sache,die Coursche / Kurische Sache,Possibly a place- or party-name adjective corrupted; left as transcribed.,
255,255,1,transcription-note,Eine Durchlaucht,Ewr Durchlaucht,"'Eine' is almost certainly a misreading of the abbreviation 'Ewr'; translated as 'Your Serene Highness' only because the sentence otherwise has no addressee, bu",
255,255,1,transcription-note,mit reſten Vertrauen,mit festem Vertrauen,'reſten' is not a German form; 'festem' fits the idiom.,
255,255,2,transcription-note,Alles ander,Alexander,Emperor Alexander I of Russia was at the Congress; 'der Kayser Alexander folgt mit allem was zu seinem Hof gehört' reads naturally. Not folded into the translat,
255,255,2,transcription-note,Souviania,Souverains,Standard term for the assembled sovereigns at the Congress.,
255,255,2,transcription-note,seine Weise dahin an,seine Reise dahin an,'die Reise antreten' is the fixed idiom.,
255,255,2,transcription-note,treu gehorsamster Diener,treu gehorsamster Diener,Not in the termbase list; rendered literally as 'most faithfully obedient servant' rather than assimilated to 'gehorsamster Diener'.,
256,256,1,transcription-note,vor Acker,vor Anker,"'noch vor Anker liegen' (still lying at anchor, i.e. not yet under way) is an idiom that fits the sense; 'Acker' is a plausible Kurrent misreading of 'Anker'.",
256,256,1,transcription-note,Cordizik[?],Codizill,The termbase form Codizill (codicil) is clearly intended; the transcription is already marked uncertain.,
256,256,1,transcription-note,Liefer Hochachtung,tiefster Hochachtung,The standing closing formula is 'In tiefster Hochachtung ersterbe'; L/t confusion in Kurrent.,
256,256,1,transcription-note,H. Eur. Staats Krazlers,Herrn Fürsten Staats Kanzlers,'Krazlers' is evidently 'Kanzlers' (Chancellor); 'Eur.' is doubtful in this position.,
256,256,1,transcription-note,Blauquette,Blanquette,Blank signed forms; French blanquette. Spelling as transcribed retained.,
256,256,1,transcription-note,Meine Kinder unterstüzgen Sie,Meine Kinder unterstützen Sie,Simple orthographic slip.,
257,257,1,transcription-note,vom 23. Ors. d. J.,vom 23. v. M. d. J. (or: 23. Sept. d. J.),"""Ors."" is not a German month or standard abbreviation; likely a misreading of a month abbreviation or of ""vor. Mts.""",
257,257,1,transcription-note,in dem beigefügten Transard,in dem beigefügten Transact,"""Transard"" occurs nowhere else; the same document is called ""TransAct"" three lines above. Kurrent ct/rd confusion.",
257,257,1,transcription-note,Capitul,Capital,Consistent with the sense and with usage elsewhere in the correspondence.,
257,257,1,transcription-note,zu be für,zu befreien / zu befreyen,"""die Frau Gräfin von der Mitverpflichtung zu befreien"" gives the expected legal sense (to release her from joint liability); the transcription breaks off mid-wo",
257,257,1,transcription-note,500000[?],50000,"A 50,000 Rthl principal recurs in this correspondence; the extra zero may be a transcription artefact. NOT folded into the translation — figure carried as writt",
257,257,1,transcription-note,darin d. 7. Oct. 1814,Berlin d. 7. Oct. 1814 (or another place-name),"""darin"" in the date line is not a place; likely a misread place-name. Carried as written.",
258,258,1,transcription-note,Stets Durch,Staats-Rath,"""Herr Geheimer Staats-Rath Stägemann"" is the documented style of Friedrich August von Stägemann, Prussian Privy Councillor of State at the Congress of Vienna.",
258,258,1,transcription-note,anfechtig mache,anheischig mache,"Standard period idiom ""sich anheischig machen"" = to undertake; single-letter/minim confusion in Kurrent.",
258,258,1,transcription-note,Rflatiren,reflectiren,"""auf etwas reflectiren"" = to have regard to, act upon, is the period idiom with this preposition.",
258,258,1,transcription-note,Herzogin von Sagen,Herzogin von Sagan,"Wilhelmine, Duchess of Sagan, is the known figure; ""Sagen"" is likely a transcription slip. Not folded into the translation.",
258,258,1,transcription-note,König. Kr Casse,Königl. Kriegs-Casse,"""Kr"" is plausibly an abbreviation of Kriegs- (War Treasury) at Breslau, but this is unverified.",
258,258,1,transcription-note,das Beste seiner Mandel,das Beste seiner Mündel,"""Mündel"" = ward; ""Mandel"" is a probable vowel misreading. Translation renders ""ward"" only because the guardian context makes the grammatical object unmistakable",
259,259,1,transcription-note,Jede Munte,Jede Minute,'At every minute I await' is the standing idiom; 'Munte' is likely a Kurrent misreading of 'Minute'.,
259,259,1,transcription-note,möglichſten Kerzen Bericht,möglichst kürzesten Bericht,'the shortest possible report' fits 'auf das allerschleunigste untersuchen'.,
259,259,1,transcription-note,Fürst Kagler / Fürst Canzler,Fürst Kanzler (Hardenberg),Hardenberg was Staatskanzler; the several spellings in this letter may all be the same office.,
259,259,1,transcription-note,erhöhnEuer Durchlaucht,ersehen Euer Durchlaucht,"'ersehen aus' = to gather from, which the preposition 'aus' requires.",
259,259,1,transcription-note,O[S?]G,OLG (Ober-Landes-Gericht),The Superior Provincial Court at Brieg is named in full later in the same period.,
259,259,2,transcription-note,dem Lampf ist hier glücklich bestanden,der Kampf ist hier glücklich bestanden,'Kampf' (struggle) fits 'glücklich bestanden'; L/K confusion is common in Kurrent.,
259,259,2,transcription-note,lehren dann wieder,kehren dann wieder,'kehren wieder' (return) is required by 'und begleiten Ihnen'.,
259,259,2,transcription-note,den ehrlichen Fahn,den ehrlichen Hahn,Hofrath Hahn is named a few lines earlier; F/H confusion in Kurrent.,
259,259,2,transcription-note,Fürst Kagler,Fürst Kanzler,"Cf. 'Fürst Canzler' on p. 1, i.e. Staatskanzler Hardenberg.",
259,259,2,transcription-note,praevirirt,praevenirt / praeveniert,"'forewarned, forestalled' fits the sense of sending word ahead by courier.",
260,260,1,transcription-note,ſahr,sehr,adverbial 'sehr' fits 'ich zähle sehr auf'; long-s reading of 'sehr' plausible,
260,260,1,transcription-note,Gemein heit,Gemeinsinn / Rechtlichkeit,'Gemeinheit' (baseness) contradicts 'des guten Hofraths',
260,260,1,transcription-note,in Brief,in Brieg,the Brieg Superior Provincial Court is the subject of the sentence,
260,260,1,transcription-note,arrat auf alles legen laßen,Arrest auf alles legen laßen,'Arrest legen' is the standard legal phrase; 'arrat' otherwise meaningless,
260,260,1,transcription-note,die Sache Adressiren,die Sache redressiren,'redressiren' (to redress) fits the sense of correcting the error,
260,260,2,transcription-note,wögter,wogegen,'wogegen welches' would give 'against which'; graphically close,
260,260,2,transcription-note,eine profitieren Bau,keine profitieren kann,"restores negation and finite verb; alters sense, so left out of translation",
260,260,2,transcription-note,dandern,danken,'thank him' fits the context of letters of thanks,
260,260,2,transcription-note,ein Stück 4 Blanquets,ein Stück 4 Blanquets [4 blank sheets],'ein Stück' + numeral is an odd construction; figure carried as written,
260,260,3,transcription-note,war meldete,vor meldete,'als ich vormeldete' = 'than I previously reported',
260,260,3,transcription-note,genommen Theuerung,zugenommenen Theuerung,'increased dearness' fits the complaint,
260,260,3,transcription-note,angestangene,angefangene,'the matter begun'; f/st confusion in Kurrent,
260,260,3,transcription-note,grenzenlos aber,grenzenlos unglücklich / verlegen,predicate adjective apparently omitted or lost at page break,
260,260,3,transcription-note,190 fr,190 fl (gulden),Viennese context suggests florins; figure and abbreviation carried as written,
261,261,1,transcription-note,ex neve,ex nexu,"A legal tag; ""ex nexu"" (free of the obligation/bond) fits the sense of the Prince remaining clear of the Kaemen damages claim, but is not certain.",
