letter,pad,page,kind,german,english,note,ruling
236,236,2,emendation-uncertain,d. 41ten July 1812,d. 11ten or 21ten July 1812,There is no 41st of July; figure retained as transcribed per house rule.,
236,236,2,emendation-degrades,Hoimar,Cosmar,The liar in question is the Cosmar named on p. 1; the name may have been misread.,
237,237,1,number-check,12,,numeral in the German does not appear in the English,
237,237,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
237,237,1,emendation-uncertain,Fieder entworfen Art,in der entworfenen Art / nach der entworfenen Art,'Fieder' may be a misreading of 'in der' or 'nach der'; the sense required is 'in the manner drafted'.,
237,237,1,emendation-degrades,sandte den Brief am Amtman König,sandte den Brief an den Amtman König,'am' for 'an den' is a likely transcription contraction.,
237,237,1,emendation-degrades,Trzcinski oder König noch Zerboni,Trzcinski weder König noch Zerboni,"'oder' may be a misreading of 'weder', which would complete the negative series.",
237,237,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
237,237,2,emendation-degrades,Mecerowitz,Meierowitz,"Page 1 has 'Meierowitz'; the same person is presumably meant, and one of the two spellings is a misreading. Both are left as transcribed.",
238,238,1,number-check,14,,numeral in the German does not appear in the English,
238,238,1,marker-check,1 in German,0 in English,a mark of doubt in the German is missing from the English - a hole may have been smoothed over,
238,238,1,marker-check,,0 present,model reported 1 markers but emitted 0,
238,238,1,glossary-mismatch,Wechsel,bill of exchange,termbase rendering not found in the English,
238,238,2,name-check,,Koenige,name reported in the English is not in the German,
238,238,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
238,238,2,emendation-degrades,mitt errathen,nicht errathen,"Single-letter/word confusion; ""cannot guess"" fits ""besonders da Sie mir den Datum nicht anzeigten"".",
238,238,2,emendation-uncertain,Würtemberg,Wurtenberg / Wartenberg,A post-town with a recorded fire is more likely a Silesian place-name than the duchy of Württemberg; not folded into the translation.,
238,238,3,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
238,238,4,name-check,,Kolisch,name reported in the English is not in the German,
238,238,4,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
239,239,1,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
239,239,1,glossary-mismatch,Durchlaucht,Serene Highness,termbase rendering not found in the English,
239,239,1,emendation-uncertain,eodem,Zeit / Stunde (?),"""zur höchsten eodem"" is unintelligible; likely a misread abbreviation.",
239,239,2,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
239,239,2,emendation-uncertain,Ortel,Oertzen / Ortell (?),General's name possibly corrupted; not identified.,
239,239,2,emendation-degrades,Min Hard:,Min. Hardenberg,Standard abbreviation for the Prussian State Chancellor; left as transcribed in the translation.,
240,240,1,unmarked-in-german,0 marked,4 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
240,240,1,glossary-mismatch,Durchlaucht,Serene Highness,termbase rendering not found in the English,
240,240,1,emendation-uncertain,Brönen,"[verb, perh. ""krönen"" or ""beschönen""]","No such word; likely a misread verb governing ""die Sache"".",
240,240,1,emendation-uncertain,Sontien,Subsidien / Soutien,"Napoleon procuring ""Subsidien"" (subsidies) or ""Soutien"" (support, Fr. soutien) fits the sense; unresolved.",
240,240,1,emendation-uncertain,Koch:,Knesebeck: / v. Kleist,Abbreviated name; personal names are the least reliable part of the transcription. Not emended in translation.,
240,240,1,emendation-degrades,Hard:,Hardenberg,"Standard abbreviation for the Prussian State Chancellor Hardenberg, who fits the dialogue.",
240,240,2,emendation-uncertain,Ortell,Oertel / d'Orville,Personal name likely corrupted; not emended.,
240,240,2,emendation-uncertain,Schwierin,Schwerin / Świerzyna,Uncertain place; carried across as written.,
241,241,1,name-check,Gneizenau,,name in the German is absent from the English,
241,241,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
241,241,1,emendation-degrades,General Gneizenau,General Gneisenau,"August Neidhardt von Gneisenau, Chief of the General Staff in 1813; 'z' for 's' is a plausible Kurrent slip. Not folded into the translation.",
241,241,1,emendation-degrades,General Gewerner,General-Gouverneur,Zastrow's appointment in Prussia would fit 'General-Gouverneur'; the reading is uncertain.,
241,241,1,emendation-degrades,M Hard:,H[err] v. Hardenberg,the Prussian State Chancellor was with the Russian Emperor in Bohemia in June 1813; 'Hard:' is an abbreviation.,
241,241,1,emendation-degrades,die Schlesen Landwehr,die Schlesische Landwehr,apparently a truncated adjective.,
241,241,2,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
241,241,2,emendation-degrades,Oppendorff,Oppersdorf(f),a Silesian noble seat and place name near Neisse; 'Oppendorff' may be a transcription slip. Left as written in the translation.,
241,241,2,emendation-uncertain,in Fall und Schwartz,in Falkenberg und Schurgast (?),purely speculative; the two words look like abbreviated Silesian place names but cannot be settled.,
242,242,1,unmarked-in-german,0 marked,4 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
242,242,1,marker-check,,4 present,model reported 3 markers but emitted 4,
242,242,1,glossary-mismatch,Durchlaucht,Serene Highness,termbase rendering not found in the English,
242,242,1,emendation-degrades,um fein de paille,ein feu de paille,phonetic rendering of the French idiom 'a flash in the pan',
242,242,1,emendation-uncertain,monveniren,Conferenzen / Manövers,unattested; a scribal corruption,
242,242,1,emendation-degrades,Post,Pest,the pair 'Ofen und Pest' (Buda and Pest) is expected; name left as transcribed per rule,
242,242,2,name-check,Würtemberg,,name in the German is absent from the English,
242,242,2,name-check,,Württemberg,name reported in the English is not in the German,
242,242,2,unmarked-in-german,3 marked,6 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
242,242,2,damage-page,[...],,page carries a gap or damaged edge; confirm the English shows the hole rather than bridging it,
242,242,2,emendation-degrades,wir noch jemand aus dem Cabinet,wo noch jemand aus dem Cabinet,wie/wir/wo confusion; 'wo' would give 'when someone else from the Cabinet will also be with me',
242,242,2,emendation-degrades,Geheime [?]ath Goesch,Geheime Rath Goesch,the illegible initial is almost certainly R (Geheimer Rath),
242,242,2,emendation-degrades,mediati sirt,mediatisirt,word split across the line,
243,243,1,glossary-mismatch,Gulden,gulden,termbase rendering not found in the English,
243,243,1,emendation-uncertain,Keob[?]chi[tz?],Kosch[..]witz or similar place/banker name,"Unreadable proper noun; possibly a Silesian place-name or a banking house, but not settleable from the transcription.",
244,244,1,unmarked-in-german,0 marked,6 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
244,244,1,glossary-mismatch,Durchlaucht,Serene Highness,termbase rendering not found in the English,
244,244,2,unmarked-in-german,0 marked,8 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
244,244,2,marker-check,,8 present,model reported 6 markers but emitted 8,
244,244,3,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
244,244,3,marker-check,,1 present,model reported 4 markers but emitted 1,
244,244,3,emendation-uncertain,sehr nötig werde ich,"so ehr(ietig)st werde ich / sehr nöthig werde ... ; possibly ""so wie nöthig werd",As transcribed the phrase cannot govern the clause that follows.,
244,244,3,emendation-degrades,Der Souveraine Prinz von Holland nimt der Königs Titell an,den Königs-Titel an,"Accusative expected after ""annehmen""; ""der"" is likely a slip or misreading. Rendered as transcribed.",
245,245,1,name-check,,Brieger,name reported in the English is not in the German,
245,245,1,name-check,,Triebenfeld,name reported in the English is not in the German,
245,245,1,unmarked-in-german,2 marked,30 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
245,245,1,marker-check,,30 present,model reported 25 markers but emitted 30,
245,245,1,damage-page,[...],,page carries a gap or damaged edge; confirm the English shows the hole rather than bridging it,
245,245,2,unmarked-in-german,5 marked,42 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
245,245,2,marker-check,,42 present,model reported 30 markers but emitted 42,
245,245,2,glossary-mismatch,Majorat,entailed estate,termbase rendering not found in the English,
245,245,2,emendation-degrades,die Luitz Erben / die Lutz Erb / Der Endl. Erben / den Curische Erben,one consistent form of the creditor-heirs' name,Four different spellings for what appears to be one party; the correct form must be settled from the manuscript.,
246,246,1,name-check,,Sachsen (Sachßtens),name reported in the English is not in the German,
246,246,1,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
246,246,1,emendation-uncertain,dem Laug,dem Bund / dem Landtag,A collective body to which the small states are subordinated is expected; the reading is unresolved.,
246,246,2,unmarked-in-german,0 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
246,246,2,emendation-degrades,des Westen Kaysers,des Rußischen Kaysers,If the district falls to Russia the intercession would be with the Russian Emperor.,
247,247,1,unmarked-in-german,1 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
247,247,1,glossary-mismatch,Transact,settlement,termbase rendering not found in the English,
247,247,1,emendation-degrades,Fürsten Sacken / F. Sachen,Fürstin Sacken,recurs in variant forms; likely the Princess (von der) Sacken,
247,247,2,unmarked-in-german,8 marked,12 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
247,247,2,marker-check,,12 present,model reported 10 markers but emitted 12,
247,247,2,damage-page,[...],,page carries a gap or damaged edge; confirm the English shows the hole rather than bridging it,
247,247,2,emendation-degrades,Gr E Constantin,Gr[oß]F[ürst] Constantin,"Grand Duke Constantin, then in Vienna",
247,247,3,marker-check,,10 present,model reported 9 markers but emitted 10,
247,247,3,damage-page,[...],,page carries a gap or damaged edge; confirm the English shows the hole rather than bridging it,
247,247,3,emendation-degrades,79462. bleibe übrig. 38 Rthl,sum and remainder to be checked against the itemised entries,the listed items as transcribed do not obviously total 79462; figures carried as written per house rule,
248,248,1,name-check,,Triebenfeld,name reported in the English is not in the German,
248,248,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
248,248,1,emendation-uncertain,Quldt,?,"Unidentified place-name, possibly a corrupted estate name; left as transcribed.",
248,248,1,emendation-degrades,Winzingerode,Wintzingerode,Usual spelling of the family name; left as transcribed.,
248,248,2,name-check,Sachßen,,name in the German is absent from the English,
248,248,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
248,248,2,glossary-mismatch,gehorsamster Diener,most obedient servant,termbase rendering not found in the English,
248,248,2,emendation-uncertain,ein großes Brink,ein großes Gedränge / eine große Bewegung,"""Brink"" is not German; some noun for stir/commotion is required.",
248,248,2,emendation-degrades,ein Gericht ohne allen Grund,ein Gerücht ohne allen Grund,"""Gerücht"" (rumour) fits; ""Gericht"" (court/dish) does not. Rendered in the translation as ""rumour"" would be a repair, so the doubt is recorded here.",
249,249,1,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
249,249,1,emendation-uncertain,Gelung,Gelingt es hier / Gelingt's,"Possibly a truncated verbal phrase (""if it succeeds here""), but no reading can be settled from the transcription.",
249,249,2,unmarked-in-german,2 marked,5 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
249,249,2,glossary-mismatch,gehorsamster Diener,most obedient servant,termbase rendering not found in the English,
249,249,2,emendation-degrades,Wessling,Wessenberg,A secret conference with Metternich and Wrede in Vienna 1814 would more plausibly involve Baron Wessenberg; but the name stands as transcribed.,
249,249,2,emendation-degrades,Gral[?],Grätz (Graz),A tour to Graz and Triest is the geographically coherent pairing; the manuscript reading is not settled and is left marked.,
249,249,2,emendation-degrades,Göschet / Göschell,"one and the same name, consistently spelled",The two spellings within three lines suggest one name; which form is correct cannot be settled.,
250,250,1,emendation-degrades,Andenherrn Herrn v. Triebenfeld,An den Herrn v. Triebenfeld,"Word division; the doubled ""Herrn"" is probably a transcription duplication.",
251,251,1,unmarked-in-german,2 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
251,251,1,glossary-mismatch,Unterthanen,subjects,termbase rendering not found in the English,
251,251,1,emendation-uncertain,Der E. E. zu höherliche,Der Fürst zu Hohenlohe(?),"""zu höherliche"" may be a garbled ""zu Hohenlohe""; wholly speculative and not carried into the English",
252,252,1,emendation-uncertain,Kaemen,Kaemen / Kamień (?),A Polish place-name in the Trąbczyn neighbourhood; the transcribed form may conceal Kamień or similar. Left as transcribed; not settled from evidence.,
252,252,1,emendation-uncertain,C f v Hardenberg,C[arl] A[ugust] v. Hardenberg (?),"The Prussian State Chancellor at Vienna was Karl August von Hardenberg; the initials as transcribed do not match, so the middle initial may be misread. Not sett",
253,253,1,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
253,253,1,marker-check,,2 present,model reported 3 markers but emitted 2,
253,253,1,emendation-degrades,dHl. Hofft: Hahn,des Herrn Hofrath Hahn,"""Hofft:"" is almost certainly an abbreviation of Hofrath; left as read in the translation only as the title.",
253,253,1,emendation-uncertain,einen Wirscher,einen Wischer (a rebuke/dressing-down),"""Wischer"" in period usage = a sharp reproof, which fits ""und darauf gestern Abend diese kurzen Bescheid"".",
253,253,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
254,254,1,name-check,,Triebenfeld,name reported in the English is not in the German,
254,254,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
254,254,2,number-check,14,,numeral in the German does not appear in the English,
254,254,2,name-check,Banden,,name in the German is absent from the English,
254,254,2,unmarked-in-german,0 marked,5 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
254,254,2,marker-check,,5 present,model reported 4 markers but emitted 5,
254,254,3,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
254,254,4,unmarked-in-german,0 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
254,254,4,glossary-mismatch,Ewr Hochfürstliche Durchlaucht,Your Most Serene Highness,termbase rendering not found in the English,
254,254,5,unmarked-in-german,0 marked,5 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
254,254,6,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
254,254,6,emendation-degrades,die Prin Post,die Preußische Post,"matches ""Preußen Post"" later on the same page",
255,255,1,unmarked-in-german,0 marked,4 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
255,255,1,marker-check,,4 present,model reported 3 markers but emitted 4,
255,255,1,emendation-degrades,Fürsten Hard:,Fürst Hardenberg,"The 'Fürst Staats Kanzler' at Vienna in 1814 is Hardenberg; 'Hard:' is an abbreviation, and 'der Fürst H' earlier likely the same. Not folded into the translati",
255,255,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
255,255,2,glossary-mismatch,gehorsamster Diener,most obedient servant,termbase rendering not found in the English,
256,256,1,unmarked-in-german,1 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
256,256,1,emendation-degrades,denen v Triebenfeld,Diener v Triebenfeld,Signature formula requires 'treu unterthäniger Diener'.,
256,256,1,emendation-degrades,Bulow Ekelg.,Bulow Excellenz,'Ekelg.' in the position after a minister's name is likely an abbreviation of 'Excellenz'; left as transcribed.,
256,256,1,emendation-degrades,Er ist dicken Freund des Zerboni und Cosmar,Er ist dicker Freund des Zerboni und Cosmar,Inflection; sense 'close friend' either way.,
257,257,1,marker-check,,3 present,model reported 5 markers but emitted 3,
257,257,1,damage-page,[...],,page carries a gap or damaged edge; confirm the English shows the hole rather than bridging it,
257,257,1,emendation-uncertain,Gruemann[??],Grumann / Grunemann / Grüneisen,Signature reading is explicitly doubtful in the transcription; the name is not otherwise attested in the register.,
258,258,1,emendation-uncertain,Carz Schuld / Kurz Erben / Cur. Erbe,Kurländische Schuld / Kurländische Erben (?),Three spellings for what appears to be one creditor party; the true form cannot be settled from this letter alone.,
259,259,1,unmarked-in-german,1 marked,5 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
259,259,2,name-check,Würde,,name in the German is absent from the English,
259,259,2,unmarked-in-german,0 marked,6 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
259,259,2,marker-check,,6 present,model reported 5 markers but emitted 6,
259,259,2,glossary-mismatch,Wien,Vienna,termbase rendering not found in the English,
260,260,1,name-check,,Triebenfeld,name reported in the English is not in the German,
260,260,1,unmarked-in-german,1 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
260,260,1,damage-page,[...],,page carries a gap or damaged edge; confirm the English shows the hole rather than bridging it,
260,260,1,emendation-uncertain,ex neom,ex novo / ex nomine,"abbreviated Latin, unresolved",
260,260,2,name-check,,Württemberg,name reported in the English is not in the German,
260,260,2,unmarked-in-german,1 marked,8 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
260,260,2,marker-check,,8 present,model reported 6 markers but emitted 8,
260,260,2,emendation-uncertain,instanien administrationen,insanen / unstatthaften Administrationen,adjective expected before 'Administrationen',
260,260,2,emendation-uncertain,aus dummen Gritz,aus dummem Grimm / Trotz,an emotional noun is required,
260,260,2,emendation-uncertain,im Mich,in Mich[elau] or similar place name,'Mich' appears to be a truncated toponym,
260,260,2,emendation-degrades,Toni,[unresolved],may be a personal name or a corruption of 'Tonic/darin',
260,260,3,unmarked-in-german,0 marked,5 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
260,260,3,marker-check,,5 present,model reported 4 markers but emitted 5,
260,260,3,emendation-uncertain,udirt,adressirt / avisirt,a verb of communicating is required,
261,261,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
261,261,2,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
261,261,3,unmarked-in-german,0 marked,5 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
261,261,3,marker-check,,5 present,model reported 4 markers but emitted 5,
261,261,3,emendation-degrades,Minor,Memoire,A written memorandum would be the instrument by which Triebenfeld vexed his opponent.,
261,261,3,emendation-degrades,Grotner,Gärtner,A Herr v. Gärtner is named on page 2 of the same letter; the two forms may be the same person.,
262,262,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
262,262,1,marker-check,,1 present,model reported 3 markers but emitted 1,
262,262,1,emendation-degrades,des Hören Fürsten Hardenberg,des Herrn Fürsten Hardenberg,'Hören' is almost certainly a misreading of 'Herrn',
262,262,1,emendation-uncertain,Connus,Cosmar / Cornus,Possibly a corruption; Cosmar is the antagonist named twice on this page,
262,262,2,unmarked-in-german,1 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
262,262,2,emendation-degrades,Wüstemberge,Württemberg,"Possibly a corruption of Württemberg, but the form is retained as transcribed",
262,262,3,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
262,262,3,emendation-degrades,Coblen,Coblenz,Coblenz was the émigré centre where the Comte d'Artois resided,
263,263,1,unmarked-in-german,0 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
263,263,1,glossary-mismatch,Vollmacht,power of attorney,termbase rendering not found in the English,
263,263,1,emendation-degrades,Hoffrath Hahn,Hofrath Hahn,spelling variant only; retained as written in the translation,
263,263,2,unmarked-in-german,0 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
264,264,1,name-check,,Triebenfeld,name reported in the English is not in the German,
264,264,2,name-check,,Silesia (Schleſen),name reported in the English is not in the German,
264,264,2,unmarked-in-german,0 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
264,264,2,emendation-degrades,Mitlein,Million,A round sum appears to be at issue; but the reading is too damaged to settle.,
264,264,3,marker-check,,1 present,model reported 2 markers but emitted 1,
264,264,3,emendation-uncertain,allerweitigste,allerbaldigste / allerschleunigste,"Context requires a superlative of speed, since he asks for the undertaking to be sent.",
265a,265a,1,unmarked-in-german,1 marked,4 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
265a,265a,1,marker-check,,4 present,model reported 3 markers but emitted 4,
265a,265a,1,glossary-mismatch,Wohlgeborn,Your Honour,termbase rendering not found in the English,
265a,265a,1,emendation-degrades,der alten Schuld von 35000 Rthl,statt der alten Schuld von 35000 Rthl,The contrast of 35000 against 461000 requires 'statt' or 'für'.,
265a,265a,1,emendation-uncertain,Hoffrath Hater,Hofrath Hüter / Hayer / Haser,Name unreliable; second element of the surname could be several readings. Left as transcribed.,
265a,265a,1,emendation-uncertain,der Seel. fürsten Sacke,der seel. Fürstin Sache / Sacken,'fürsten' should probably be 'Fürstin' (the late Princess); 'Sacke' may be a corrupted family name or a misread 'Casse'.,
265a,265a,1,emendation-degrades,Krieges Rath von Triebenfeld,Kriegs- und Forstrath von Triebenfeld,His full title elsewhere; here abbreviated or misread.,
265b,265b,1,number-check,14,,numeral in the German does not appear in the English,
265b,265b,1,unmarked-in-german,0 marked,5 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
265b,265b,1,marker-check,,5 present,model reported 4 markers but emitted 5,
265b,265b,1,emendation-degrades,die einem gewißen Prussiemski confizirten ... Güter,die einem gewißen Prussiemski confiscirten ... Güter,"""confizirten"" is likely a shortened writing of confiscirten; matches ""confiscated from"".",
265b,265b,1,emendation-degrades,Landskog,Lanskoy,The Russian Governor-General of the Duchy of Warsaw in 1815 was V. S. Lanskoy; Kurrent -oy could yield -og. Not folded into translation.,
265b,265b,1,emendation-uncertain,rectomirung,reclamirung / restituirung,No such word; the context requires reclamation or restitution of the estates.,
266,266,1,unmarked-in-german,4 marked,5 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
266,266,1,marker-check,,5 present,model reported 8 markers but emitted 5,
266,266,2,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
266,266,2,glossary-mismatch,Vollmacht,power of attorney,termbase rendering not found in the English,
267,267,1,name-check,,Triebenfeld,name reported in the English is not in the German,
267,267,1,unmarked-in-german,1 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
267,267,1,marker-check,,3 present,model reported 4 markers but emitted 3,
267,267,1,emendation-uncertain,Bertenstein Stetten,"possibly Bretzenheim, Wittgenstein or similar",two surnames run together suggest a misread single name; not settled,
267,267,1,emendation-degrades,renehirte,reclamirte,"a claim (""bedeutende Forderung"") is being pressed at Paris",
267,267,2,emendation-degrades,den sonst steht die ganze Maschine still,denn sonst steht die ganze Maschine still,"""den"" for ""denn"" is a routine Kurrent slip",
267,267,2,emendation-degrades,Fürst Hardenberg,Fürst [Staatskanzler von] Hardenberg,style incomplete as transcribed; not emended in translation,
268,268,1,name-check,,Triebenfeld,name reported in the English is not in the German,
268,268,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
268,268,2,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
268,268,2,emendation-degrades,112 Rthl,112000 Rthl,Matches the sum named on page 1; but the figure is left as transcribed in the translation.,
268,268,2,emendation-degrades,Ihren Hoffrath Hahn,Ihrem Hofrath Hahn,Dative required; spelling Hoffrath non-standard.,
268,268,3,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
268,268,3,glossary-mismatch,Gulden,gulden,termbase rendering not found in the English,
269,269,1,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
269,269,1,emendation-uncertain,Beugelin,Beuguelin / Bignon?,name form doubtful; personal names are the least reliable part of the transcription,
269,269,2,unmarked-in-german,1 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
269,269,2,glossary-mismatch,gehorsamster Diener,most obedient servant,termbase rendering not found in the English,
269,269,2,emendation-uncertain,Königin von Baum,Königin von Bai[ern] / Königin von Baiern,"'Baum' is not a state; the King of Bavaria is named two clauses later, so another sovereign is probably intended",
269a,269a,1,unmarked-in-german,0 marked,7 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
269a,269a,1,marker-check,,7 present,model reported 5 markers but emitted 7,
269a,269a,1,emendation-degrades,Cossnars / Cormas / Cosmar,Cosmar,Three spellings apparently denote one person; 'Cosmar' occurs twice. Left unnormalised in the translation per house rule.,
269a,269a,1,emendation-uncertain,Intravante,Instrumente / Intabulation,A document or registration is what could be 'delivered into Your Serene Highness's hands'.,
269a,269a,1,emendation-uncertain,verweint,vorweg / verwendet,'dazu verwendet' ('applied thereto') would fit; 'von der Hand verwandt' may be a doubling of the same verb.,
270,270,1,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
270,270,1,glossary-mismatch,Durchlaucht,Serene Highness,termbase rendering not found in the English,
270,270,1,emendation-degrades,die Wohl verwaltungs Commission,die Ober-Verwaltungs-Commission,"""Wohl"" is likely a misreading of ""Ober""; the Provisional Administration Commission of Poland.",
270,270,2,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
270,270,2,emendation-uncertain,die Hämster,die Pächter / die Hamster,"""Hämster"" may be a corrupted surname or a nickname; the feminine ""sie"" suggests a person.",
270,270,3,unmarked-in-german,0 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
270,270,3,emendation-degrades,vom für Mett,vom Fürst Metternich,"""Mett"" abbreviates Metternich, as ""Fürst Met:"" on p. 1.",
271,271,1,name-check,Sachßen,,name in the German is absent from the English,
271,271,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
271,271,1,glossary-mismatch,Durchlaucht,Serene Highness,termbase rendering not found in the English,
271,271,1,emendation-uncertain,Saoleslawiae,Zdunska Wola / Slawa? (unresolved),Not a recognisable place on the Prosna; the form is Latinate and probably a misreading of a Polish place-name.,
271,271,1,emendation-degrades,Pitschum,Pitschen (Byczyna),"Pitschen lies on the Silesian frontier near the Prosna, which fits the described boundary line.",
271,271,2,emendation-degrades,Brieger & L Gericht,Brieger O.L. Gericht,"The ""&"" is almost certainly a misread ""O"" for Oberlandesgericht, as spelled a few lines earlier.",
271,271,2,emendation-degrades,f August,Fürst August,"Context suggests a person who can revoke a power of attorney, not a month.",
272,272,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
272,272,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
272,272,3,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
272,272,4,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
273,273,1,glossary-mismatch,Pohlen,Poland,termbase rendering not found in the English,
273,273,2,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
273,273,2,emendation-degrades,f. Augusts 100000 Rthl,Fürst Augusts 100000 Rthl,Occurs on page 3; 'f.' likely abbreviates 'Fürst'.,
273,273,3,unmarked-in-german,0 marked,4 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
273,273,3,marker-check,,4 present,model reported 3 markers but emitted 4,
273,273,3,emendation-degrades,Basbe,Barbe,Page 1 has 'Fruth Barbe' in the same function of handing in papers; the two are likely the same name.,
273,273,4,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
273,273,4,emendation-uncertain,Hoathausen,Hochhausen / Rothhausen,Name garbled; no attested form recoverable from this letter alone. Left as transcribed.,
273,273,4,emendation-uncertain,AusanKopf,Hasenkopf / Dummkopf,Page 2 has 'totalen Dummkopf' in the same self-defence; a pejorative '-kopf' compound is expected.,
