key,pad,page,transcribed,proposed,decision,why
e2937d89,oe1bu14526-026,4,Barck[?],Barck / Bock,n,"Transcriber already flags the reading as uncertain; the same officer signs at the head of the protocol as Nüchler, so this may be a second magistrate's name."
da81624a,oe1bu14526-028,1,2/M. rt.,2/m Rthl (i.e. 2000 Rthl),n,'2/M. rt.' is likely the chancery abbreviation for two thousand Reichsthaler; figure left exactly as written.
2043e343,oe1bu14526-028,1,an Ehe von Radozimski,an Ehe[m]. von Radozimski / an den Herrn von Radozimski,n,"'Ehe' before a noble name is anomalous; possibly an abbreviation or a misread honorific, but left as transcribed."
9dc86dda,oe1bu14526-028,2,den Curss[?],den Cursus / den Riss (drawing),n,The uncertain reading may be for a technical term for the surveyor's draft; left as marked uncertain.
d72e09dc,oe1bu14526-030,2,Ginlily,[unidentified notarial signature],n,Form is not a plausible Polish or German surname; likely a mangled reading of the notary's subscription.
402db2f3,oe1bu14526-031,2,czzatym,przy czym / obiecuiemy z tym,n,the connective introducing the guarantee clause; as transcribed it is not a word.
09d8f1d5,oe1bu14526-031,2,Zwowecki,zwoleńskiej / zwyczajnej,n,likely a measure- or place-adjective miscopied; unresolved.
96a78669,oe1bu14526-001,1,Abten,Acten,n,"Kurrent c/b confusion; the same document writes ""Acten"" and ""Ahten"" for the same object."
4b562110,oe1bu14526-001,1,Ahten,Acten,n,"h/c minim confusion in Kurrent; parallel with ""Wittowes Acten"" above."
cdf61d1d,oe1bu14526-002,3,Baufer,Käufer,n,K/B confusion in Kurrent
167f75ca,oe1bu14526-003,2,Preis Steuer Einnehmen,Kreis Steuer Einnehmer,@391 Preis -> Kreis ; @394 Einnehmen -> Einnehmer,elsewhere consistently 'Kreis Steuer Einnehmer'
4153ae09,oe1bu14526-004,2,8/5 d. / 3 1/5 d.,8/9 d. / 3 1/9 d. (?),n,The two fractions do not sum cleanly to the stated total; figures reproduced as written.
4a234597,oe1bu14526-004,3,Kolno / Kollno,consistent spelling,n,The document spells the estate both Kollno and Kolno; both retained as written.
fa947325,oe1bu14526-005,3,bein Posen,in Posen,n,"""bein"" is not German; ""in Posen"" is used elsewhere in the same document"
61f08a72,oe1bu14526-005,4,Servitiéten,Servituten,n,Latinate legal term garbled
8c9102d3,oe1bu14526-005,6,noch stehende Onera perpetua,nachstehende Onera perpetua,n,"the same formula ""nachstehender ... Contract"" opens the document; nach/noch confusion"
3fccffbb,oe1bu14526-006,3,Zeuten,Zeiten,n,'auf unerwährende Zeiten' = for perpetual times; cf. pages 5-6.
0b97a420,oe1bu14526-006,6,fehnide Holz,stehende Holz,n,'all the timber standing on this Hufe' fits the sense; 'fehnide' is not a German word.
021cad64,oe1bu14526-006,8,Anste_kung,Anstecken/Ansteckung,n,The transcription carries a line-break hyphen mark; sense is arson by malicious persons.
5757d3dc,oe1bu14526-006,10,Auszugferligen,Auszug zu fertigen,n,'to issue an extract/engrossment'; word-division artefact.
ffdd8d9e,oe1bu14526-007,8,nach Er[laß],noch Erlaß,n,weder ... noch
bfd7a9a6,oe1bu14526-007,12,Zagurowskiey,Zagorowskiey,n,The volume elsewhere has Zagorowo; not folded into the translation
fa590ccd,oe1bu14526-008,3,Waynachten / Way machten,Weihnachten,n,consistently miscopied form of 'Weihnachten' (Christmas)
2db106dd,oe1bu14526-008,6,besezzung,Besitzung,n,holding/possession
bfa8c04b,oe1bu14526-008,20,Fürsten (twice),Forsten,n,"the subject matter is timber rights in the reserved woodland; cf. 'Landereyen, und Forsten' just above"
b91f3be4,oe1bu14526-008,20,unzumüglich,unzulänglich,n,'found insufficient' fits the compensation clause
4a76748d,oe1bu14526-009,4,mich seiner Bequemlichkeit,nach seiner Bequemlichkeit,@2624 mich -> nach,watch-list nach/mich confusion in Kurrent.
ac76f6e5,oe1bu14526-009,5,Flächen erhalt der Geter,Flächeninhalt der Güter,@2646 erhalt -> inhalt,Standard term for surface area of the estates.
80a5f2ea,oe1bu14526-009,7,Inſtmedhaltung der Brüder,Instandhaltung der Brücken,n,Standard lease clause on ditches and bridges; free timber is supplied for bridge repair.
50fa4f62,oe1bu14526-009,10,ſo polnischer Sprüche,in polnischer Sprache,@2800 ſo -> in,'Sprüche' (sayings) for 'Sprache' (language); 'ſo' for 'in'.
ca01b874,oe1bu14526-009,10,Sie Trugen an,Sie trugen an,n,Read as 'antragen' (to move/apply for); capitalisation is scribal.
4b7a6b43,oe1bu14526-010,6,auch dem übrigen Herrschaftlichen Territorio,auch in dem übrigen Herrschaftlichen Territorio,n,"A preposition appears to be wanting; the dative Territorio suggests ""in dem""."
e5671f9e,oe1bu14526-010,11,a u s / Schenck / Brauer,"possibly ""a u s"" for ""aus"" or a notarial abbreviation (e.g. ""i.f."" / ""L.S.""), wi",n,"The spaced ""a u s"" does not parse in this position; it may be a scribal abbreviation left unresolved."
75944d54,oe1bu14526-011,2,welche den 2 hufen 24 Morgen,welche aus 2 Hufen 24 Morgen,n,"Chancery formula is ""welche aus … bestehen""; ""den"" is likely a misread ""aus""."
68275e9e,oe1bu14526-011,6,man dem Kaufgelde,von dem Kaufgelde,n,"vor/von/man confusion in Kurrent; sense requires ""of the purchase-money""."
8513013f,oe1bu14526-011,7,läußert … Verzicht,leistet … Verzicht,n,"""Verzicht leisten"" is the formula; ""läußert"" may be a misread ""leistet""."
0b7a731a,oe1bu14526-011,10,einer artigen Ueberredung,einer arglistigen Ueberredung,n,Standard renunciation formula in Prussian contracts.
20138606,oe1bu14526-012,8,Ueberschweinnung,Ueberschwemmung,n,Obvious minim confusion.
5a24dd94,oe1bu14526-014,1,hinndlungen zu woll ziehen,Handlungen gültig zu vollziehen,@4393 woll -> voll,single-letter Kurrent confusions
9ae11cf5,oe1bu14526-014,3,Seitestell,Titz stellt / seine Stelle,n,"the page-break word ""Seite/stell"" appears to be ""Stelle"" (holding); reading unsettled"
24f4ab84,oe1bu14526-014,8,uderfrlaß,oder Erlaß,n,"word-boundary and letter confusion; ""oder Erlaß von dem Erbzinße"" is the expected phrase"
eaef18cd,oe1bu14526-014,9,diesen dieses Contracts,die Kosten dieses Contracts,n,the fee clause requires a noun
ee33197c,oe1bu14526-014,10,der steckt findenden,dawider statt findenden,@4717 steckt -> statt,"the renunciation formula reads ""allen dawider stattfindenden Rechtsausflüchten"""
3103ea06,oe1bu14526-014,11,belehrt würden,belehrt worden,n,"perfect passive requires ""worden"""
6e7a8495,oe1bu14526-014,12,würklich vorgelesen,deutlich vorgelesen,n,"the standard protocol formula is ""deutlich vorgelesen""; Kurrent w/d confusion possible"
61b9a693,oe1bu14526-015,2,von dem Urbarem Lande,von dem urbaren Lande,n,capitalisation of adjective; no change of sense
cf368067,oe1bu14526-016,8,wieder Erlaß ... nachſtönſtg. Bauhülfe,weder Erlaß ... noch einige Bauhülfe,@5184 nachſtönſtg. -> noch sonstige,weder/wieder and noch/nach confusions; the clause then reads as a standard denial of both remission and building aid.
3ad2db34,oe1bu14526-016,11,an jährlichem Zinsetzung sage Fünfzehn Reichs Thaler,"an jährlichem Zins 15 rt, sage Fünfzehn Reichs Thaler",n,"5 per cent of 150 Rthl is 15, consistent with the spelled-out figure."
f903bbeb,oe1bu14526-016,16,statt Maurer [f?]eine,statt Mauersteine,n,"""Maurer [f?]eine"" is likely ""Mauersteine"" (bricks), which fits the brickworks and the price of 3 Rthl per thousand."
cf7ac57e,oe1bu14526-017,2,"vertrascht, vergelt und versperckt","vertauscht, vergeben und verpfändet",n,The standing formula for free disposal in Prussian hereditary-lease contracts.
d5c43857,oe1bu14526-017,3,Für die Betrühtung haftet einer für alle,Für die Berichtigung haftet einer für alle,n,Matches 'die Berichtigung ... zu bewürken' earlier in the same paragraph.
01d49851,oe1bu14526-017,5,Seit jedoch ... ausdrücklich verkhalten,Sich jedoch ... ausdrücklich vorbehalten,@5626 verkhalten -> vorbehalten,The standing reservation formula; restores subject and verb.
696d468a,oe1bu14526-018,20,der statupossivus,der status possessionis,n,Standard chancery Latin for the state of possession.
75bac799,oe1bu14526-019,1,Zügen,zugezogen,n,'als Freund und Beistand zugezogen' is the formulaic phrase for calling in an adviser.
8b101202,oe1bu14526-023,5,festgesagt,festgesetzt,@7057 festgesagt -> festgesetzt,appears on p.4; standard chancery phrase is festgesetzt
15a6ef5c,oe1bu14526-023,7,zurück zu gewähvon verpflichtet gewesen,zurück zu gewähren verpflichtet gewesen,n,evident transcription slip
74262e61,oe1bu14526-024,2,den freye Benutzung,die freye Benutzung,n,'d.' abbreviation in the transcription; feminine accusative expected.
4a336dc2,oe1bu14526-025,1,Sr des regierenden Herrn Fürsten ... Hochfürstlichen Durchlaucht,Sr. ... Hochfürstlichen Durchlaucht dem regierenden Herrn Fürsten,n,"the honorific word order as transcribed is garbled, with 'Sr' stranded before the genitive."
2891d568,oe1bu14526-027,2,in 10. Tage wieder ersetzt würde,in 10 Tagen,n,Dative plural expected after 'in' for a period of time.
28c11bf5,oe1bu14526-031,1,Ja każde dwa wier[telie],Za każde dwa wiertele,@8139 Ja -> Za,'For every two quarter-measures' fits the following clause about a barrel of beer from the Pszczew brewery; Ja/Za is a single-letter confusion.
98ff6735,oe1bu14526-031,2,Sukszessorów / Sukszezorów,Sukcessorów,n,the same word is spelled three different ways within a few lines.
ad29f763,oe1bu14526-014,9,zu schüppen,zu schützen,n,"""bei ihren Gerechtsamen zu schützen"" (to protect in their rights) is the formula"
ed-hausl01,oe1bu14526-007,1,Hausländer,Hauländer,y,"Editor ruled 2026-09-11: Hauslaender is probably a mistranscription of Haulaender. One occurrence in the corpus, against 4 Haulaender and 2 Hauland; the same man is the Hollender of the document's own Polish opening, so the settler word is meant. Recorded as probable rather than certain, per the editor's own wording."
