letter,line,decision,confidence,cue,ratio,prev_len,page_measure,prev_line,context
23,7528,run,review,short_line,0.49,22,45,Dr. Ernst Gottlob Born,"(L. S.) Königl. Justiz, Beamter und Uni¬"
23,7531,break,high,short_line,0.49,22,45,der Juristen Fakultät.,Ich habe zwar schon unterm 21ten Sept. 1804 dem Criminal¬
23,7575,break,high,short_line,0.25,10,40,zu nehmen.,Zur Urkund dessen habe ich diese resp.
23,7582,break,high,short_line+column,0.17,7,40,(L. S.),George Conrad Leixner
23,7583,run,review,short_line,0.52,21,40,George Conrad Leixner,Daß der hiesige Banco-Rendant Herr
23,7599,break,high,short_line+column,0.18,7,39,(L. S.),Dr. Ernst Gottlob Born.
23,7600,break,high,short_line,0.59,23,39,Dr. Ernst Gottlob Born.,qua Justiz-Beamter des Justiz¬
23,7602,break,high,short_line,0.38,15,39,Amts hieselbst.,Da Wir nun praevia de super partium
23,7624,run,review,short_line,0.35,11,32,Confirmatio,des zwischen dem regierenden Herrn
23,7633,break,high,short_line,0.54,17,32,Taxe: 2 rt. 2 gg.,Stempel: 6 gg.
23,7634,break,high,short_line,0.44,14,32,Stempel: 6 gg.,Mund: 22 gg.
23,7635,break,high,short_line,0.38,12,32,Mund: 22 gg.,Seide: 1 gg.
23,7636,break,high,short_line,0.38,12,32,Seide: 1 gg.,No: 2244.
24,7656,run,review,short_line,0.08,4,53,denn,"1tens würden, wenn Ewr. Liebden dieser Consens nicht ver¬"
24,7667,run,review,short_line,0.42,19,45,"werden können, weil",2tens die zweckmäßige Bewirthschaftung der Betscher
24,7688,break,high,short_line,0.62,28,45,"gutem Willen, wohlbeygethan.",Posen den 18ten May 1805
24,7689,run,review,short_line,0.53,24,45,Posen den 18ten May 1805,Königl. SüdPreuß. Krieges und Domainen Cammer
24,7691,break,high,short_line+column,0.29,13,45,[G?] v Köller,An
24,7692,break,high,short_line+column,0.04,2,45,An,Den Regierenden Fürsten
24,7693,break,high,short_line+column,0.51,23,45,Den Regierenden Fürsten,zu Hohenlohe Ingelfingen
24,7694,break,high,short_line+column,0.53,24,45,zu Hohenlohe Ingelfingen,"Liebden, General Lieutenant"
24,7695,break,high,short_line+column,0.6,27,45,"Liebden, General Lieutenant",der Infanterie und Gouverneur
24,7696,break,high,short_line+column,0.64,29,45,der Infanterie und Gouverneur,der Residenz Breslau Chef eines
24,7697,run,review,short_line,0.69,31,45,der Residenz Breslau Chef eines,Regiments zu Fuß auch des schwarzen
24,7700,break,high,short_line+column,0.24,11,45,434 R. Anno,Raeder[?]
25,7711,break,high,short_line,0.12,7,59,worden.,Es verkauffet
25,7712,break,high,rubric+short_line,0.22,13,59,Es verkauffet,"1mo, gedachter Bevollmächtigte das Hochfürstliche Gut Szetlewek"
25,7717,break,high,short_line+column,0.47,28,59,"Register vorhanden ist, als,",459 Morgen Ackerfeld in 3 Flure
25,7718,break,high,short_line+column,0.53,31,59,459 Morgen Ackerfeld in 3 Flure,109 do - Wiesen
25,7719,break,high,short_line+column,0.25,15,59,109 do - Wiesen,19 5/8 do — Gärten
25,7720,break,high,short_line+column,0.31,18,59,19 5/8 do — Gärten,380 do zu rödende Felder.
25,7721,break,high,short_line,0.42,25,59,380 do zu rödende Felder.,32 3/8 do bestandenen Wald.
25,7722,break,high,short_line,0.46,27,59,32 3/8 do bestandenen Wald.,= 1000 Morgen Magdeb. in Summa.
25,7723,break,high,short_line,0.53,31,59,= 1000 Morgen Magdeb. in Summa.,nebst
25,7724,break,high,rubric+short_line,0.08,5,59,nebst,"§ 2, sämmtlichen Vorwerksgebäuden, welche bestehen in 1 Herrschafft¬"
25,7729,break,high,short_line,0.27,16,59,digen Eigenthum.,wofür
25,7730,break,high,rubric+short_line,0.08,5,59,wofür,"§ 3, der Käufer eine baare Summe von 12333 rthlr zu bezahlen"
25,7740,run,review,short_line,0.03,2,60,da,4tens die Käuffer nicht hinreichende Wohnung für ihre viele Besitz
25,7744,run,review,short_line,0.2,12,60,Bau Holz als,"60 Rud Säge blöcke von mittler Art a 10 Rtlr[?], mit dem Abholz"
25,7746,break,high,short_line+column,0.55,33,60,80 Tannen stark Bauholz zu Balken,200 do mittel Riegel[?]
25,7747,break,high,short_line+column,0.38,23,60,200 do mittel Riegel[?],450 do schwaches Sparren
25,7748,run,review,short_line,0.4,24,60,450 do schwaches Sparren,"160 Klafter Holz zum Ziegelbrennen, und Flachwerk decken"
25,7750,break,high,rubric+short_line,0.08,5,60,nebst,"§5, freien, Raff und Lager Holz in Trąbczyner Wald nach Königlicher"
25,7752,break,high,short_line,0.21,13,60,ForstOrdnung.,"Rubrique II,"
25,7753,run,review,short_line,0.2,12,60,"Rubrique II,","die zu diesem Vorwerk und dorff gehörige Propination, das vor"
25,7758,run,review,short_line,0.21,13,60,"Rubrique III,","Ausgenommen sind die Dienste der Dorffs Unterthanen, welche nicht an"
25,7762,break,high,rubric,0.88,53,60,"der Dienstbaren zu begegnen, sich bereit erklärt hat.","§6, Die Käufer tragen die Königl. Abgaben und Onera u stehen fort hin"
25,7764,break,high,rubric,0.89,54,60,unter der Gerichtsbarkeit des Hochfürstlichen Dominii.,"§7, Da der Käufer das Gut nicht für sich allein zu bestreiten im"
25,7772,break,high,salutation,0.92,36,39,gesiegelt und unterschrieben worden.,So geschehen Zagorowo den 1ten Octbr 1798.
25,7776,break,high,short_line,0.44,17,39,Bevollmächtigter.,Samuel Lucke Mahl Müller
25,7777,break,high,short_line+column,0.62,24,39,Samuel Lucke Mahl Müller,als Zeuge Johan Lindner.
26,7784,break,high,rubric,1.04,24,23,sigem Polizei Magistrat.,1. Der Polizei Bürgermeister
26,7785,break,high,rubric,1.22,28,23,1. Der Polizei Bürgermeister,H. Nüchler aus Peisern
26,7786,break,high,rubric,0.96,22,23,H. Nüchler aus Peisern,2. der Müller Luka aus
26,7788,break,high,rubric+short_line,0.61,14,23,Białobrzeg und,3. Der Schütze Reise aus
26,7790,run,review,short_line,0.43,10,23,Wrąbczynek,"und trugen an, folgendes"
26,7798,break,high,short_line,0.61,14,23,Herrn Glencke.,Wegen Vertheilung des
26,7814,break,high,short_line,0.5,11,22,zu erlegen.,Diesem allen würden Sie
26,7851,break,high,short_line,0.7,14,20,halten möchte.,Dem Hochfürstl. Hohenlohe¬
26,7864,break,high,short_line,0.24,5,21,ließ.,Ob zwar es eine
26,7865,run,review,short_line,0.71,15,21,Ob zwar es eine,scheinbare hohe Schadlos
26,7872,run,review,short_line,0.71,15,21,Approbation von,Sr. Hochfürstl. Durch¬
26,7875,break,high,short_line,0.62,13,21,werden könne.,Wo mit den geschloßen
27,7885,run,review,short_line,0.63,18,28,Wohlgebohrner Herr,Insonders höchst zuverehrender Herr
27,7887,run,review,short_line,0.7,20,28,Bau und Oeconom Rath,Der Müller Luka hat sich der
27,7895,break,high,short_line,0.32,9,28,genommen.,Bey dieser Gelegenheit brachte
27,7924,break,high,short_line,0.4,13,32,werden müßen.,Im übrigen bitten wir gantz gehor¬
27,7938,break,high,short_line,0.46,11,24,dabey thun.,Der wir übrigens die Ehre
27,7941,break,high,short_line,0.38,9,24,beharren.,Ew. Wohlgebohren
27,7942,break,high,short_line+column,0.67,16,24,Ew. Wohlgebohren,P. S.
27,7943,break,high,short_line,0.21,5,24,P. S.,der Tischler welcher ebenfals
27,7951,break,high,rubric+short_line,0.33,8,24,Zagorowo,d. 16. Aprill 1799.
27,7954,break,high,short_line+column,0.17,4,24,Titz,Bancke
28,7963,break,high,short_line,0.63,31,49,zwischen uns beyden aufgehoben.,Hierauf habe ich mich bemühet die 3 Contrahenten
28,7981,run,review,short_line,0.61,30,49,wobey ich bitte daß Sie solche,den v. Radozimski zurechnen möchten.
28,7993,break,high,short_line,0.13,7,53,mußten.,Zugleich nehme ich mir die Ehre 5 Stück Enten mitzusenden.
28,7998,break,high,short_line,0.62,33,53,Karte zu beschicken. Ich bin p.p.,Glenk
28,7999,break,high,short_line+column,0.09,5,53,Glenk,Zagorowo den 27ten May 1799
29,8003,break,high,short_line+column,0.62,23,37,Durchlauchtigster Fürst,Gnädigster Fürst und Herr!
29,8004,break,high,short_line,0.7,26,37,Gnädigster Fürst und Herr!,Aus dem in Abschrift beygehenden Kauf Contrac¬
29,8014,run,review,short_line,0.24,9,37,dieselben,(Der Contract ist unter Vorbehalt
29,8022,break,high,short_line,0.65,24,37,für diesen Fall begeben.,Die Wir mit tiefster Ehrfurcht beharren
29,8024,break,high,short_line+column,0.43,16,37,Ew Durchlauchten,unterthänigste
29,8025,break,high,short_line+column,0.38,14,37,unterthänigste,Das Gerichts Amt hieselbst
29,8026,break,high,short_line+column,0.7,26,37,Das Gerichts Amt hieselbst,Metzig
29,8027,break,high,short_line+column,0.16,6,37,Metzig,Neumann
29,8028,break,high,short_line+column,0.19,7,37,Neumann,Betsche
29,8029,break,high,short_line+column,0.19,7,37,Betsche,d 10ten Aprill 1805
30,8033,break,high,short_line+column,0.67,31,46,Capitulum Ecclesiae Cathedralis,Posnaniensis.
30,8034,break,high,short_line,0.28,13,46,Posnaniensis.,Wir machen durch gegenwärtiges allen und jeden
30,8099,break,high,short_line+column,0.62,29,47,Capituli (L. S. Capitularis.),(L. S.)
30,8100,break,high,short_line+column,0.15,7,47,(L. S.),Aus dem Buche der Privilegien
30,8101,break,high,short_line+column,0.62,29,47,Aus dem Buche der Privilegien,"der Posner Cathedral Kirche,"
30,8102,break,high,short_line+column,0.6,28,47,"der Posner Cathedral Kirche,",unter dem Siegel des Hochwür¬
31,8158,break,high,short_line,0.45,22,49,(L. + S.) Capitularis.,Ex libro Privilegium Ecclesiae Cathedralis
31,8161,run,review,short_line,0.69,34,49,Cathedralis Poznaniensis Extractus,Melchior Janowski Notarius Apostolskiey Ejusdem
32,8166,break,high,short_line+column,0.71,29,41,"extrahiret, Melchior Janowski",Notarius Apostolicus Ejusdem
32,8167,run,review,short_line,0.68,28,41,Notarius Apostolicus Ejusdem,Reverendissimi Capituli Cathedralis
32,8169,break,high,short_line,0.61,25,41,Posnaniensis Secretarius.,daß vorstehende Uebersetzung mit dem Polnischen
