letter,page,line,next_line,mark,head,tail,joined,decision,confidence,reason,crosses_page,joined_corpus,joined_dwds,head_corpus,head_dwds,tail_corpus,tail_dwds,context
2,1,44,45,¬,re,girenden,regirenden,join,high,joined form occurs elsewhere in this corpus,False,2,,5,,1,,deiner hochfürstlichen Durchlaucht des re¬ || girenden Herrn Fürsten zu Hohenlo¬
18,14,6014,6015,¬,Holz,Kauf,HolzKauf,split,high,joined form unattested; both halves are real words,False,0,360,30,2843047,79,3524718,"n und einigen Kaufleuten geschloßene Holz¬ || Kauf - Contracte anbetrift, so versprechen"
18,14,6015,6016,¬,Hoch,dieselben,Hochdieselben,join,high,joined form occurs elsewhere in this corpus,False,1,,2,,27,," Contracte anbetrift, so versprechen Hoch¬ || dieselben die Holzkäufer abzufinden, ohne "
18,14,6017,6018,¬,lei,sten,leisten,join,high,joined form occurs elsewhere in this corpus,False,22,,0,,5,,e Gemeinden dazu irgend einen Beytrag lei¬ || sten.
18,14,6022,6024,,Grundstücke,Grundstücke,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,Grundstücke || Grundstücke 10 Procent Laudemium an Sr. Ho
18,15,6026,6027,¬,die,sen,diesen,join,high,joined form occurs elsewhere in this corpus,False,52,,604,,9,,on der Kaufs-Summe zu entrichten. Von die¬ || sen Laudemien sind jedoch die Stellen ausg
18,15,6027,6028,¬,ausgenom,men,ausgenommen,join,high,joined form occurs elsewhere in this corpus,False,9,,0,,10,,"audemien sind jedoch die Stellen ausgenom¬ || men, welche die Gemeinden jetzt nun anlege"
18,15,6035,6036,¬,Nach,folger,Nachfolger,join,high,joined form occurs elsewhere in this corpus,False,47,,89,,9,,"daß wenn sie höchstselbst oder deren Nach¬ || folger im Besitze hierher kommen, oder ihr"
18,15,6037,6038,¬,Ge,meinden,Gemeinden,join,high,joined form occurs elsewhere in this corpus,False,47,,6,,3,,"mmissarien hierher senden sollten, die Ge¬ || meinden schuldig sind die Vorspann führen"
18,15,6042,6043,¬,die,selben,dieselben,join,high,joined form occurs elsewhere in this corpus,False,27,,604,,3,,"r behalten sich Sr. Durchlaucht, wenn die¬ || selben"
18,15,6043,6045,,selben,selben,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,selben || selben das Patronat-Recht über die Betsche
18,16,6050,6051,¬,Durch,laucht,Durchlaucht,join,high,joined form occurs elsewhere in this corpus,False,130,,84,,18,,lagenen Geistlichen Sr. Hochfürstl. Durch¬ || laucht dem bischöflichen Consistorio zu pr
18,16,6054,6055,¬,Stocki,und,Stockiund,split,high,joined form unattested; both halves are real words,False,0,0,8,6375,1506,1133103472,e Prozeße zwischen der Gemeinde zu Stocki¬ || und dem Herrn Fürsten v Hohenlohe wegen Ei
18,16,6055,6056,¬,Ei,genthums,Eigenthums,split,high,joined form unattested; both halves are real words,False,0,172,1,76569,1,0,nd dem Herrn Fürsten v Hohenlohe wegen Ei¬ || genthums des Stocker Bruchs zwischen dem
18,16,6061,6062,¬,Con,firmation,Confirmation,join,high,joined form occurs elsewhere in this corpus,False,11,,0,,2,,"sten v Hohenlohe Durchlauchten, wegen Con¬ || firmation des Privilegii, so wie auch der"
18,16,6063,6065,,Prozeß,Prozeß,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,Prozeß || Prozeß zwischen dem Herrn Fürsten v Hohenl
18,17,6066,6067,¬,Zurückga,be,Zurückgabe,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,11,,"und dem Hertzig in Lowino, wegen Zurückga¬ || be der Szalestwo, übernehmen die Gemeinden"
18,17,6068,6069,¬,ver,streiter,verstreiter,split,high,joined form unattested; both halves are real words,False,0,0,3,0,1,27308,"ihre Gefahr und Kosten und was sie ver¬ || streiter, oder im Wege des Vergleichs erha"
18,17,6074,6075,¬,Bet,sche,Betsche,join,high,joined form occurs elsewhere in this corpus,False,34,,0,,4,,e von Sr. Durchlaucht als Dominio von Bet¬ || sche zeither entrichteten Competenz- Steue
18,17,6084,6086,,Zukunft,Zukunft,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,"Zukunft || Zukunft erhöhet werden sollten, keine Verg"
18,18,6086,6087,¬,Vergü,tigung,Vergütigung,join,high,joined form occurs elsewhere in this corpus,False,3,,0,,3,,"kunft erhöhet werden sollten, keine Vergü¬ || tigung von dem Herrn Fürsten v Hohenlohe D"
18,18,6087,6088,¬,Durch,laucht,Durchlaucht,join,high,joined form occurs elsewhere in this corpus,False,130,,84,,18,,"g von dem Herrn Fürsten v Hohenlohe Durch¬ || laucht fordern, auch übernehmen die Gemein"
18,18,6088,6089,¬,Gemein,den,Gemeinden,join,high,joined form occurs elsewhere in this corpus,False,47,,0,,482,,"aucht fordern, auch übernehmen die Gemein¬ || den den von"
18,18,6090,6091,¬,Durch,laucht,Durchlaucht,join,high,joined form occurs elsewhere in this corpus,False,130,,84,,18,,Sr. Hochfürstlichen Durch¬ || laucht zur hiesigen Stadtschule auf 1 Jahr
18,18,6095,6096,¬,la,ren,laren,join,high,"joined form attested in DWDS (2,229 hits)",False,0,2229,0,,9,,"ey den competenten Behörden zu verlaut la¬ || ren und die Confirmation nachzusuchen, und"
18,18,6097,6098,¬,verbund,sich,verbundsich,split,high,joined form unattested; both halves are real words,False,0,0,0,287370,197,288114513,"fürstlichen Durchlauchten hierbey verbund¬ || sich bestmöglichst zu verwenden, daß diese"
18,18,6100,6101,¬,fernerwei,ten,fernerweiten,join,high,head is not a word on its own,False,0,17,0,0,141,,h den Gemeinden der Consens zur fernerwei¬ || ten Dismembration der ihnen überlaßenen
18,18,6105,6107,,erfolgt,erfolgt,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,"erfolgt || erfolgt, wird den Stadt und dorfgemeinden "
18,19,6114,6115,¬,Durch,lauchten,Durchlauchten,join,high,joined form occurs elsewhere in this corpus,False,27,,84,,3,,ntract soll für Sr. Hochfürstlichen Durch¬ || lauchten den Herrn Fürsten zu Hohenlohe In
18,19,6115,6116,¬,Ingelfin,gen,Ingelfingen,join,high,joined form occurs elsewhere in this corpus,False,49,,2,,40,,n den Herrn Fürsten zu Hohenlohe Ingelfin¬ || gen für sich und Höchstdero Erben und Nach
18,19,6116,6117,¬,Nach,folger,Nachfolger,join,high,joined form occurs elsewhere in this corpus,False,47,,89,,9,,"en für sich und Höchstdero Erben und Nach¬ || folger, so wie auch von Seiten der Stadt u"
18,19,6123,6124,¬,fran,co,franco,join,high,joined form occurs elsewhere in this corpus,False,5,,0,,4,,"cutioni entrichtet, und nach Breslau fran¬ || co"
18,20,6129,6130,¬,verän,ßern,veränßern,join,high,head is not a word on its own,False,0,0,0,384,2,,"undstücke und Gerechtigkeiten nicht verän¬ || ßern oder dismembiren, so bleibt der statu"
18,20,6130,6131,¬,statu,possivus,statupossivus,join,high,head is not a word on its own,False,0,0,0,103,1,,"ern oder dismembiren, so bleibt der statu¬ || possivus in dem jetzigen Zustande Sobald"
18,20,6138,6139,¬,haf,ten,haften,join,high,joined form occurs elsewhere in this corpus,False,7,,0,,141,,"ipulirten Canon der 1000 rtl jährlich haf¬ || ten, sämtliche Gemeinden in solidum und la"
18,20,6144,6146,,bey,bey,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,bey || bey dem Hypothequer-Buche des Dominii Bet¬
18,21,6146,6147,¬,Bet,sche,Betsche,join,high,joined form occurs elsewhere in this corpus,False,34,,0,,4,,bey dem Hypothequer-Buche des Dominii Bet¬ || sche und Zubehör eingetragen werde.
18,21,6154,6155,¬,Ein,standt,Einstandt,split,high,joined form unattested; both halves are real words,False,0,0,95,0,1,532,"de, daß wenn das verabredete Kauf und Ein¬ || standt quantum den wahren Werth der überla"
18,21,6156,6157,¬,Dop,pelte,Doppelte,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,1,,"rundstücke und Gerechtigkeiten um das Dop¬ || pelte übersteige, ihnen der Rücktritt von "
18,21,6160,6161,¬,Ober,aufsicht,Oberaufsicht,join,high,"joined form attested in DWDS (10,986 hits)",False,0,10986,2,,4,,"stl. Durchlauchten behalten sich die Ober¬ || aufsicht über die Forsten vor, welche sie "
18,21,6161,6162,¬,König,lichen,Königlichen,join,high,joined form occurs elsewhere in this corpus,False,9,,7,,16,,"ber die Forsten vor, welche sie dem König¬ || lichen Oberförster Feller übertragen werde"
18,21,6163,6164,¬,we,gen,wegen,join,high,joined form occurs elsewhere in this corpus,False,29,,1,,40,,die Gemeinden verpflichten sich diesen we¬ || gen
18,21,6164,6166,,gen,gen,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,gen || gen seiner Bemühungen zu entschädigen und 
18,22,6170,6171,¬,voll,kommen,vollkommen,join,high,"joined form attested in DWDS (1,281,722 hits)",False,0,1281722,0,,20,,"sen, den der deutschen Sprache nicht voll¬ || kommen kundigen Deputirten der Stadt um"
18,22,6174,6175,¬,Dollmet,scher,Dollmetscher,join,high,joined form occurs elsewhere in this corpus,False,5,,0,,3,,"then hatten, durch den vereideten Dollmet¬ || scher Eichaust verdollmetscht, genehmigt u"
18,22,6176,6177,¬,be,merkt,bemerkt,join,high,joined form occurs elsewhere in this corpus,False,8,,11,,1,,"hrieben, wobey von der Contichten noch be¬ || merkt wurde, daß die Kosten der Aufnahme"
18,22,6181,6183,,unterschrieben,unterschrieben,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,unterschrieben || unterschrieben
18,23,6185,6186,¬,Hohenlo,he,Hohenlohe,join,high,joined form occurs elsewhere in this corpus,False,90,,0,,3,,Johann Wilhelm Glenk Hochfürstl. Hohenlo¬ || he Ingelfingensche General = Bevollmächtig
18,23,6186,6187,¬,Bevollmächtig,ter,Bevollmächtigter,join,high,joined form occurs elsewhere in this corpus,False,17,,0,,15,,e Ingelfingensche General = Bevollmächtig¬ || ter
18,23,6197,6198,¬,Gene,ral,General,join,high,joined form occurs elsewhere in this corpus,False,47,,2,,4,, Fürstlich Hohenlohe Ingelfingensche Gene¬ || ral = Bevollmächtigte Baurath Johann Wilhe
18,23,6200,6201,¬,Myłnkie,wicz,Myłnkiewicz,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,3,,der Bürgerschaft der Matheus Myłnkie¬ || wicz
18,23,6201,6203,,wicz,wicz,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,"wicz || wicz 3, der Bevollmächtigte der Gemeinde K"
18,24,6204,6205,¬,Chma,ra,Chmara,join,high,joined form occurs elsewhere in this corpus,False,11,,0,,1,,"zartzig, Stoki, Schwichodzin, Lowin, Chma¬ || ra, und bringen zu dem gestern aufgenommen"
18,24,6208,6209,¬,ver,sichern,versichern,join,high,joined form occurs elsewhere in this corpus,False,3,,3,,2,,"rrn Fürsten v Hohenlohe durchlauchten ver¬ || sichern den Gemeinden, daß außer den berei"
18,24,6215,6216,¬,Unter,suchungs,Untersuchungs,join,high,joined form occurs elsewhere in this corpus,False,1,,67,,1,,"lenden Criminal-Untersuchungen, die Unter¬ || suchungs-Kosten, insoweit die übrigen zum"
18,24,6219,6220,¬,wur,die,wurdie,split,high,joined form unattested; both halves are real words,False,0,42,0,12115,604,0,"sind, für immer zu tragen. Damit wur¬ || die Verhandlung geschloßen, das Protocoll "
18,24,6220,6221,¬,vor,gelesen,vorgelesen,join,high,joined form occurs elsewhere in this corpus,False,7,,43,,28,,"Verhandlung geschloßen, das Protocoll vor¬ || gelesen, den Deputirten der Gemeinde, welc"
18,24,6222,6224,,der,der,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,der || der deutschen Sprache nicht ganz kundig si
18,25,6234,6235,¬,gegenwär,tige,gegenwärtige,join,high,joined form occurs elsewhere in this corpus,False,4,,0,,1,," darum gebethen worden, als wird gegenwär¬ || tige Ausfertigung zu des Urkund unter"
18,25,6244,6245,¬,Ingelfin,gen,Ingelfingen,join,high,joined form occurs elsewhere in this corpus,False,49,,2,,40,,n dem Herrn Fürsten zu Hohenlohe Ingelfin¬ || gen
18,25,6245,6247,,gen,gen,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,gen || gen eingeleitete Dismembration und Veräuße
18,26,6247,6248,¬,Veräuße,rung,Veräußerung,join,high,"joined form attested in DWDS (117,459 hits)",False,0,117459,0,,4,,en eingeleitete Dismembration und Veräuße¬ || rung der Herrschaft Betsch an die dortige 
18,26,6248,6249,¬,Bür,ger,Bürger,join,high,joined form occurs elsewhere in this corpus,False,6,,0,,5,, der Herrschaft Betsch an die dortige Bür¬ || ger und Einsaßen veranlaßte Untersuchung
18,26,6251,6252,¬,wer,den,werden,join,high,joined form occurs elsewhere in this corpus,False,143,,0,,482,,"dem mit ihnen geschloßenen Kontrakte wer¬ || den bestehen, und in dauerhaften praestati"
18,26,6256,6257,¬,An,frag,Anfrag,split,high,joined form unattested; both halves are real words,False,0,872,215,203629291,1,8965693,"elbst auf den Uns dieserhalb gemachten An¬ || frag, nunmehr Inhalts Kabinets- Resolution"
18,26,6264,6266,,den,den,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,den || den Herrn Fürsten Hohenlohe Ingelfingen re
18,27,6266,6267,¬,reprae,sentirt,repraesentirt,join,high,head is not a word on its own,False,0,0,0,0,1,,errn Fürsten Hohenlohe Ingelfingen reprae¬ || sentirt und deßen Rechte Nahmens seiner
18,27,6269,6270,¬,dasi,ge,dasige,join,high,head is not a word on its own,False,0,483,0,782,6,,m Herrn Fürsten die Aufsicht auf die dasi¬ || ge Forsten ausschließend und unter gesetzl
18,27,6270,6271,¬,gesetzli,cher,gesetzlicher,join,high,"joined form attested in DWDS (3,911,474 hits)",False,0,3911474,0,,2,, Forsten ausschließend und unter gesetzli¬ || cher Concurrents der Landes-Polizey gelaße
18,27,6277,6278,¬,Ge,währung,Gewährung,join,high,"joined form attested in DWDS (198,692 hits)",False,0,198692,6,,1,,"ge, nichts zu erinnern gefunden, deren Ge¬ || währung allergnädigst nachgegeben, und laß"
18,27,6279,6280,¬,Auf,lage,Auflage,join,high,"joined form attested in DWDS (1,840,953 hits)",False,0,1840953,279,,1,,"lches hierdurch nachrichtlich mit der Auf¬ || lage bekannt machen, die Interessenten hie"
18,27,6281,6282,-,be,trag,betrag,join,high,"joined form attested in DWDS (4,225,152 hits)",False,0,4225152,11,,1,,"zu bescheiden, auch von höher die be- || trag der abschriftlich anliegenden Liquida"
18,27,6283,6285,,der,der,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,der || der Dieten und Reisekosten des Ober-Amt¬
18,28,6285,6286,¬,Amt,manns,Amtmanns,join,high,"joined form attested in DWDS (27,340 hits)",False,0,27340,14,,3,,der Dieten und Reisekosten des Ober-Amt¬ || manns Jahr und Oberförsters Feller einzu¬
18,28,6286,6287,¬,einzu,ziehen,einzuziehen,join,high,joined form occurs elsewhere in this corpus,False,2,,0,,2,,"manns Jahr und Oberförsters Feller einzu¬ || ziehen, und mit 20 rtl. 8 ggr. an den p. J"
18,28,6291,6292,¬,Doma,nen,Domanen,split,high,joined form unattested; both halves are real words,False,0,0,0,3365,13,368110,önigliche Südpreußische Krieges- und Doma¬ || nen-Kammer G. O. Köller
19,1,6312,6313,¬,Güther,Director,GütherDirector,split,high,joined form unattested; both halves are real words,False,0,0,21,2012,13,222025,"rstlich Hohenlohe-Ingelfingen, ihn Güther¬ || Director und General Bevollmächtigte Baura"
19,1,6334,6336,,und,und,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,und || und Kontopp als höchst Ihren Freund und Be
19,2,6367,6369,,Vollmacht,Vollmacht,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,Vollmacht || Vollmacht vom 5ten Aprill 1804. wornach er
19,3,6395,6396,¬,Bran,und,Branund,split,high,joined form unattested; both halves are real words,False,0,0,0,8718,1506,1133103472,"und Natural Zinsen, der Propination, Bran¬ || und"
19,3,6396,6398,,und,und,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,"und || und Brennerei Gerechtigkeit, Ziegel und"
19,4,6399,6400,¬,Vorwerk,kurz,Vorwerkkurz,split,high,joined form unattested; both halves are real words,False,0,0,13,66377,2,19902396,"Kalk-Brennereien, daß Obra Vorwerk¬ || kurz alle und jede nutzbahre Rechte, und"
19,4,6410,6411,¬,Hoch,fürstl,Hochfürstl,join,high,joined form occurs elsewhere in this corpus,False,66,,2,,12,,"mien, die Jagd, als welche sich Sr Hoch¬ || fürstl. Durchlauchten, als Ober eigenthüme"
19,4,6413,6414,¬,vorbe,halten,vorbehalten,join,high,joined form occurs elsewhere in this corpus,False,2,,0,,12,,ür Sich; und Höchst Dero Nachfolger vorbe¬ || halten — zu ihrem wahrem Erbundfigenthum
19,4,6416,6417,¬,Ort,schaften,Ortschaften,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,1,,"Commune Betsche und den erwähnten Ort¬ || schaften, damit als mit ihrem wahren Eigen"
19,4,6418,6419,¬,ver,schenken,verschenken,join,high,joined form occurs elsewhere in this corpus,False,1,,3,,2,,"en, selbige verkaufen, rettauflichen, ver¬ || schenken können mögen und sollen, für ein"
19,5,6427,6428,¬,Grund,zins,Grundzins,join,high,joined form occurs elsewhere in this corpus,False,2,,44,,11,,nzfuß von 1764 und einen jährlichen Grund¬ || zins von
19,5,6441,6442,¬,einge,tragen,eingetragen,join,high,joined form occurs elsewhere in this corpus,False,8,,0,,13,,"für den Baurath Glenk einge¬ || tragen, von welcher Summe"
19,5,6449,6451,,Rthl,Rthl,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,48000 Rthl || 48000 Rthl
19,6,6463,6464,¬,Ober,Amts,OberAmts,split,high,joined form unattested; both halves are real words,False,0,8,2,146268,8,4719685,welche für die verwittwete Ober¬ || Amts Räthin Christiana Doro¬
19,6,6464,6465,¬,Doro,thea,Dorothea,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,1,,Amts Räthin Christiana Doro¬ || thea Michaelis gebohrne
19,6,6482,6484,,Rthl,Rthl,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,65000 Rthl || 65000 Rthl
19,7,6508,6509,¬,übri,gen,übrigen,join,high,joined form occurs elsewhere in this corpus,False,18,,0,,40,,"nd von Morgen über 8 Tage werden die übri¬ || gen 28000 rthlr bezahlt, und zwar werden"
19,8,6524,6525,¬,be,zahlt,bezahlt,join,high,joined form occurs elsewhere in this corpus,False,28,,11,,10,,"den 5ten August gezahlt werden sollen, be¬ || zahlt sind, da jedoch der ehemahlige Pächt"
19,8,6525,6526,¬,Born,staedt,Bornstaedt,join,high,joined form occurs elsewhere in this corpus,False,2,,4,,1,,da jedoch der ehemahlige Pächter von Born¬ || staedt noch in dem Besitze des hiesigen Vo
19,8,6540,6542,,sie,sie,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,"sie || sie es itzt schon sind, und das darinnen g"
19,9,6543,6544,¬,ge,schlagen,geschlagen,join,high,joined form occurs elsewhere in this corpus,False,1,,6,,2,,"z, in so fern es nicht zur Wirthschaft ge¬ || schlagen ist, bleibt Eigenthum, Sr. Durchl"
19,9,6547,6548,¬,Wirthschafts,Forst,WirthschaftsForst,split,high,joined form unattested; both halves are real words,False,0,0,11,0,37,390172,mtliche herrschaftliche Wohn-Wirthschafts¬ || Forst und sonstige Gebäudin sind den Gemei
19,9,6567,6569,,der,der,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,der || der Gerichtsstube und des Gerichtsdieners
19,10,6588,6589,¬,Nach,folger,Nachfolger,join,high,joined form occurs elsewhere in this corpus,False,47,,89,,9,, Hochfürstl. Durchlauchten und deren Nach¬ || folger im Besitze von der Kauf Summe zu
19,10,6592,6594,,Gemeinden,Gemeinden,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,"Gemeinden || Gemeinden izt neu anlegen wollen, wenn die"
19,11,6602,6603,¬,Commissar,en,Commissaren,join,high,head is not a word on its own,False,0,7,0,207,4,,"esitze hieher kommen, oder ihre Commissar¬ || en hiecher senden sollten, die Gemeinden s"
19,11,6613,6614,¬,praesen,tiren,praesentiren,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,2,,aucht dem Bischoff Consistorio zu praesen¬ || tiren versprechen.
19,11,6619,6621,,Fürsten,Fürsten,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,Fürsten || Fürsten von Hohenlohe und dem Besitzer von
19,12,6621,6622,¬,Zie,lomi,Zielomi,split,high,joined form unattested; both halves are real words,False,0,0,0,4929,1,7488,"en von Hohenlohe und dem Besitzer von Zie¬ || lomi[pat?], wegen des Einlösungs Rechts, u"
19,12,6627,6628,¬,Hert,zig,Hertzig,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,8,,"Herrn Fursten von Hohenlohe, und den Hert¬ || zig in Lowino wegen Zurückgabe der Schales"
19,12,6628,6629,¬,Schales,tro,Schalestro,split,high,joined form unattested; both halves are real words,False,0,0,0,520130,1,2735,ig in Lowino wegen Zurückgabe der Schales¬ || tro übernehmen die Gemeinden auf ihre Gefa
19,12,6647,6649,,Fürsten,Fürsten,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,Fürsten || Fürsten von Hohenlohe Durchlauchten forder
19,13,6657,6658,¬,nachzu,suchen,nachzusuchen,join,high,joined form occurs elsewhere in this corpus,False,3,,0,,3,,"rlaut baaren, und die Confirmation nachzu¬ || suchen, und machen sich Sr. Hochfürstl. Du"
19,13,6662,6663,¬,über,laßenen,überlaßenen,join,high,joined form occurs elsewhere in this corpus,False,3,,79,,1,,erner weitem Dismembration der ihnen über¬ || laßenen Grundstücke ertheilt werde.
19,13,6669,6670,¬,Erbstands,Quanto,ErbstandsQuanto,split,high,joined form unattested; both halves are real words,False,0,0,4,11,5,503,"welches unter den Kauf und Erbstands¬ || Quanto mit verkauft ist, u der Zahl über¬"
19,13,6670,6671,¬,über,geben,übergeben,join,high,joined form occurs elsewhere in this corpus,False,10,,79,,9,,"Quanto mit verkauft ist, u der Zahl über¬ || geben, als der Pächter von Bornstaet"
19,14,6682,6683,¬,Grund,zinns,Grundzinns,split,high,joined form unattested; both halves are real words,False,0,0,44,14931215,1,0,er jährlich zubezahlende Canon oder Grund¬ || zinns von 1000 rttlr in halbjähriger Ratis
19,14,6690,6691,¬,veräußer,nen,veräußernen,split,high,joined form unattested; both halves are real words,False,0,0,0,191850,13,368110,"stücke und Gerechtigkeiten nicht veräußer¬ || nen oder dismembrinen, so bleibt der Statu"
19,15,6706,6707,¬,Bet,sche,Betsche,join,high,joined form occurs elsewhere in this corpus,False,34,,0,,4,,bey dem Hypotheken Buche des Dominii Bet¬ || sche und Zubehöre eingetragen werde.
19,15,6717,6718,¬,Gerechtig,keiten,Gerechtigkeiten,join,high,joined form occurs elsewhere in this corpus,False,14,,0,,4,,überlaßenen Grundstücke und Gerechtig¬ || keiten um das doppelte überstiege ihnen
19,16,6728,6729,-,entschä,digen,entschädigen,join,high,joined form occurs elsewhere in this corpus,False,3,,0,,3,,diesen wegen seiner Bemühungen zu entschä- || digen; und sich dieserhalb mit ihm zueinig
19,16,6730,6731,-,anzu,führen,anzuführen,join,high,joined form occurs elsewhere in this corpus,False,2,,0,,2,,"Damit wurde da ein mehreres nicht anzu- || führen war, die Verhandlung geschlossen"
19,16,6737,6738,¬,ver,Dollmetscht,verDollmetscht,join,high,joined form occurs elsewhere in this corpus,False,2,,3,,1,,"am vereideten Dollmetscher Echaust ver¬ || Dollmetscht genehmiget und unterschrieben,"
19,16,6741,6743,,Expedition,Expedition,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,"Expedition || Expedition, Verlautbarung und Confirmation"
19,17,6751,6752,¬,Plenipo,tent,Plenipotent,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,1,,Matheus Młynkiewicz pełno mocny Plenipo¬ || tent.
19,17,6763,6765,,Bevollmächtigte,Bevollmächtigte,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,Bevollmächtigte || Bevollmächtigte der Bürgerschaft Matheus
19,18,6772,6773,¬,Durch,lauchten,Durchlauchten,join,high,joined form occurs elsewhere in this corpus,False,27,,84,,3,,"Herrn Fürsten von Hohenlohe Durch¬ || lauchten versichern den Gemeinden, daß"
19,18,6778,6779,¬,ver,flichten,verflichten,split,high,joined form unattested; both halves are real words,False,0,24,3,0,1,22,Die stadt dorfgemeinden ver¬ || flichten sich bey vorfallenden Criminal
19,18,6781,6782,¬,Schlü,ßel,Schlüßel,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,1,,insoweit die übrigen zum Betscher Schlü¬ || ßel gehörenden Gemeinden nicht selbst zur
19,18,6785,6787,,Somit,Somit,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,"Somit || Somit wurde die Verhandlung geschloßen, da"
20,1,6818,6819,¬,Wohn,haus,Wohnhaus,join,high,joined form occurs elsewhere in this corpus,False,3,,6,,10,,aber das eigentliche herrschaftliche Wohn¬ || haus zu Swięcia ausgezogen habe. So überla
20,1,6822,6823,¬,Ge,schäfte,Geschäfte,join,high,joined form occurs elsewhere in this corpus,False,7,,6,,1,,tlichkeit für die bey diesem Erbpachts Ge¬ || schäfte gehabte Mühwaltung und Reisen erb 
20,1,6823,6824,¬,eigenthüm,lich,eigenthümlich,join,high,joined form occurs elsewhere in this corpus,False,11,,0,,20,,e Mühwaltung und Reisen erb und eigenthüm¬ || lich um da mit nach seinen Gefallen schalt
20,1,6826,6827,¬,besonder,gut,besondergut,split,high,joined form unattested; both halves are real words,False,0,0,0,11883,11,98383556,nen Brauerey Erbpacht zum Schank besonder¬ || gut brauchen kann.
21,1,6839,6840,¬,Man,datarius,Mandatarius,join,high,joined form occurs elsewhere in this corpus,False,2,,3,,1,,benfeld verpflichtet sich als General Man¬ || datarius des Herrn Fürsten zu Hohenlohe da
21,1,6846,6847,¬,er,kauft,erkauft,join,high,joined form occurs elsewhere in this corpus,False,1,,57,,2,,rwittweten Frau Obristen von Schliesen er¬ || kauft worden. An den Herrn Meierowitz Erb 
21,1,6851,6852,¬,ge,macht,gemacht,join,high,joined form occurs elsewhere in this corpus,False,11,,6,,18,,e bey der competenten Behörde anhängig ge¬ || macht ist.
21,1,6856,6858,,geleistet,geleistet,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,geleistet. || geleistet.
21,2,6861,6862,¬,Kauf,Geld,KaufGeld,join,high,joined form occurs elsewhere in this corpus,False,4,,79,,22,, für obiges genantes Guth ein baares Kauf¬ || Geld von Zwantzig Tausend Reichs-Thaler in
21,2,6882,6883,¬,ein,getragen,eingetragen,join,high,joined form occurs elsewhere in this corpus,False,8,,95,,8,,"ies Guth Wittow zur ersten Hypotheque ein¬ || getragen werden soll, zu entledigen, so wi"
21,2,6884,6886,,Seiten,Seiten,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,"Seiten || Seiten des Herrn Verkäufers nachgegeben, n"
21,3,6890,6891,¬,Acht,Tausend,AchtTausend,split,high,joined form unattested; both halves are real words,False,0,570,6,0,39,0, § 3. festgesetzt ist daß Meierowitz Acht¬ || Tausend Reichs-Thaler auf den 23ten April 
21,3,6911,6913,,den,den,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,den || den Interessen Zahlungen viel Verwickelung
21,4,6919,6920,¬,Kauf,mit,Kaufmit,split,high,joined form unattested; both halves are real words,False,0,9,79,3524718,193,437384648,"Wittow zu besitzen, alles sobald der Kauf¬ || mit Honrichsen anullirt ist, beizutragen u"
